INDEX,Unnamed: 1,Unnamed: 2,1. INBOUND TOURISM: Arrivals by region,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
184,0,184-0,COOK ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1.5,184-1.5,,,Total,,,Thousands,1/,TF,48,48,49,48,55,73,74,72,78,83,88,92,97,95,101,104,113,122,121.10000000000001,121.5,125.1,146.4,161.29999999999998,168.7,171.49999999999997,25.200000000000003,26.3,113.60000000000001,1/ Arrivals by air and sea.
184,1.6,184-1.6,,,,Africa,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,1.7,184-1.7,,,,Americas,,Thousands,,,8,9,9,9,11,13,13,11,11,8,6,8,7,6,6,7,7,7,6.8,6.8,7.3,8.4,11.5,11.4,11.2,3,..,0.9,
184,1.8,184-1.8,,,,East Asia and the Pacific,,Thousands,,,21,21,20,20,26,36,38,41,45,54,63,66,75,75,82,87,96,105,103.4,103.7,107.3,125.5,136.2,142.7,146,18.8,26.2,110.2,
184,1.9,184-1.9,,,,Europe,,Thousands,,,19,18,20,19,18,24,23,20,22,20,18,18,15,13,12,10,10,9,9.4,9.5,9.1,10.8,11.6,12.5,12.2,3.1,0.1,1.7,
184,1.10,184-1.10,,,,Middle East,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,1.11,184-1.11,,,,South Asia,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,1.12,184-1.12,,,,Other not classified,,Thousands,,,..,..,..,..,..,..,..,..,..,1,1,..,..,1,1,..,..,1,1.5,1.5,1.4,1.7,2,2.1,2.1,0.3,..,0.8,
184,1.13,184-1.13,,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
188,0,188-0,COSTA RICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1.5,188-1.5,,,Total,,,Thousands,,TF,784,781,812,943,1032,1088,1132,1114,1238,1453,1680,1725,1980,2089,1923,2099.8,2192,2343.2,2427.7999999999997,2526.7000000000003,2660.2,2925.0000000000005,2959.8999999999996,3016.7,3139,1011.9999999999999,1347.1,2349.5,
188,1.6,188-1.6,,,,Africa,,Thousands,,,..,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1.8,1.9,2,2.2,2.6,2.7,2.8,3.1,3.1,3.6,1,2.5,3.6,
188,1.7,188-1.7,,,,Americas,,Thousands,,,633,630,662,791,863,907,952,928,1018,1214,1412,1457,1670,1755,1635,1781.6,1856.8,2009.2,2075.1,2111.4,2218,2434.2,2437.9,2475.8,2574.3,826.9,1101.9,1846.1,
188,1.8,188-1.8,,,,East Asia and the Pacific,,Thousands,,,13,15,14,14,16,16,15,16,16,16,24,23,26,28,27,25.2,26.8,30.6,32.8,35.4,38.3,44.3,47.2,47.4,48.9,11.3,8.7,21.3,
188,1.9,188-1.9,,,,Europe,,Thousands,,,135,132,131,132,146,157,157,164,198,215,242,243,282,300,259,286.9,302,296.1,311.7,370.5,393.1,434.9,462.3,480.1,500.6,170,229.8,469.6,
188,1.10,188-1.10,,,,Middle East,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.4,0.5,0.6,0.7,0.8,0.9,1,1.2,1.2,1.2,0.4,0.6,1,
188,1.11,188-1.11,,,,South Asia,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.3,4,4.7,5.3,6,7.2,7.8,8.2,9.1,10.4,2.4,3.6,7.9,
188,1.12,188-1.12,,,,Other not classified,,Thousands,,,3,3,4,5,6,7,7,5,5,7,1,1,..,4,..,0.6,..,..,..,..,..,..,..,..,..,..,..,..,
188,1.13,188-1.13,,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
384,0,384-0,COTE D´IVOIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1.5,384-1.5,,,Total,,,Thousands,1/,VF,188,236,274,301,..,..,..,..,..,..,..,..,..,..,..,252.1,269.5,289.1,380,471.00000000000006,1441,1583.3000000000002,1800.2000000000003,1964.6999999999998,2070.2,668.0999999999999,575.9,..,"1/ 1995, 1996, 2010-2014: arrivals to Félix Houphouët Boigny Airport only. 2015: break in the series: figures include arrivals by land (road and railway)."
384,1.6,384-1.6,,,,Africa,,Thousands,,,105,113,138,159,..,..,..,..,..,..,..,..,..,..,..,173.9,185.3,199.4,258.4,315.6,965.5,1060.8,1555.4,1697.5,1788.6,577.3,497.5,..,
384,1.7,384-1.7,,,,Americas,,Thousands,,,13,19,21,23,..,..,..,..,..,..,..,..,..,..,..,10.1,11.2,11.6,13.3,14.1,72,79.2,20,21.8,23,7.4,6.4,..,
384,1.8,384-1.8,,,,East Asia and the Pacific,,Thousands,,,3,5,6,6,..,..,..,..,..,..,..,..,..,..,..,10.1,10.7,11.6,17.1,28.3,72,79.2,97.4,106.3,112,36.1,31.2,..,
384,1.9,384-1.9,,,,Europe,,Thousands,,,64,97,107,109,..,..,..,..,..,..,..,..,..,..,..,58,62.3,66.5,91.2,113,331.5,364.1,118.4,129.3,136.2,44,37.9,..,
384,1.10,384-1.10,,,,Middle East,,Thousands,,,2,1,2,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9,9.8,10.4,3.3,2.9,..,
384,1.11,384-1.11,,,,South Asia,,Thousands,,,1,1,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
384,1.12,384-1.12,,,,Other not classified,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
384,1.13,384-1.13,,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
191,0,191-0,CROATIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1.5,191-1.5,,,Total,,,Thousands,1/,TCE,1485,2914,4177,4499,3805,5831,6544,6944,7408,7912,7743,7988,8559,8665,8694,9111,9927,10369,10948.400000000001,11623,12683.1,13808.5,15592.9,16644.8,17353.4,5545.2,10640.8,15323.7,"1/ Since 2010, nautical ports have no longer been considered reporting units or types of accommodation facilities in the monthly survey on tourist arrivals and nights because of the implementation of the new legal basis of monitoring the tourists. Due to the mentioned change in the methodology, data from 2005 to 2009 were revised so they can be comparable to 2010 (nautical ports were excluded)."
191,1.6,191-1.6,,,,Africa,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,12,11,10,11,13,17,19.8,23,25.2,32.3,36,39.8,43,7.3,13.7,28.2,
191,1.7,191-1.7,,,,Americas,,Thousands,,,24,65,60,53,47,67,67,75,84,119,131,174,232,214,180,208,251,292,381.4,435,530.5,574.4,747,914.7,1025.7,78.1,331.1,735.2,
191,1.8,191-1.8,,,,East Asia and the Pacific,,Thousands,,,4,8,11,16,15,23,27,36,43,58,79,129,207,275,271,299,360,469,544.5,823,978.8,1041.5,1356.4,1498.6,1599.2,84.5,80.2,284.9,
191,1.9,191-1.9,,,,Europe,,Thousands,,,1434,2815,4072,4412,3730,5720,6429,6807,7244,7693,7485,7626,8108,8165,8233,8593,9303,9591,10002.7,10342,11148.6,12160.3,13453.5,14191.7,14685.5,5375.3,10215.8,14275.4,
191,1.10,191-1.10,,,,Middle East,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
191,1.11,191-1.11,,,,South Asia,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
191,1.12,191-1.12,,,,Other not classified,,Thousands,,,23,26,34,18,13,21,21,26,37,42,48,59,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
191,1.13,191-1.13,,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,0,192-0,CUBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1.5,192-1.5,,,Total,,,Thousands,,VF,745,1004,1170,1416,1603,1774,1775,1686,1906,2049,2319,2221,2152,2348,2430,2531.7,2716.3,2838.7,2852.6,3002.8,3524.9,4009.2,4653.5,4711.999999999999,4275.6,1085.8999999999999,356.3999999999999,1614.46,
192,1.6,192-1.6,,,,Africa,,Thousands,,,2,3,5,6,6,7,7,6,7,6,6,7,7,8,9,8.7,8.2,11,12.6,14.7,14.2,18.5,21.9,28.7,22.3,3.8,2.4,7.9,
192,1.7,192-1.7,,,,Americas,,Thousands,,,357,419,497,595,697,784,835,788,917,1026,1216,1149,1173,1380,1536,1288.6,1401.2,1542.4,1590.7,1680.8,1960,1998.7,2307.9,2343,2169.4,569,90.1,774.1,
192,1.8,192-1.8,,,,East Asia and the Pacific,,Thousands,,,8,15,14,17,20,27,29,27,32,34,42,44,42,44,41,41.3,48.5,53.2,56.2,67.7,89.6,125.9,191.7,234.7,171.5,27.7,6.1,22.96,
192,1.9,192-1.9,,,,Europe,,Thousands,,,375,563,648,793,875,949,898,859,942,977,1048,1014,924,909,838,809.5,852.1,839.3,810.4,867,1058.2,1414,1566.3,1458.6,1258.2,331.3,202.7,466.3,
192,1.10,192-1.10,,,,Middle East,,Thousands,,,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2.1,1.8,2.2,2.3,2.8,3.3,4.4,4,5.1,4.7,0.9,0.4,1.5,
192,1.11,192-1.11,,,,South Asia,,Thousands,,,2,3,4,4,3,5,4,4,6,4,5,5,4,5,4,5.8,5.8,5.9,6.7,8.5,8.9,15.2,30.9,39.5,25.1,2.8,1.9,8.4,
192,1.12,192-1.12,,,,Other not classified,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,375.7,398.7,384.7,373.7,361.3,390.7,432.5,530.8,602.4,624.4,150.4,52.8,333.3,
192,1.13,192-1.13,,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,375,398,384,373,361,390.6,428,518,600,624,150,53,333.2,
535,0,535-0,CURAÇAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1.5,535-1.5,,,Total,,,Thousands,1/,TF,224,214,205,198,198,190,205,218,221,224,222,234,299,409,367,342,390,420.9,440.7,452,467.6,440.9,398.79999999999995,431.8,463.6,174.9,265,489.6,1/ Arrivals by air.
535,1.6,535-1.6,,,,Africa,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,1.7,535-1.7,,,,Americas,,Thousands,,,125,127,125,125,120,121,125,141,126,129,123,127,174,265,211,171,210,234.5,244.7,241.6,256.8,219.5,181.8,199.7,208.9,58,74.8,199.1,
535,1.8,535-1.8,,,,East Asia and the Pacific,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,1.9,535-1.9,,,,Europe,,Thousands,,,82,84,77,69,68,65,73,70,91,90,95,104,121,137,150,164,169,175.2,175.8,187.1,200.2,207.5,205.6,221.9,243.8,112.4,183.9,278.4,
535,1.10,535-1.10,,,,Middle East,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,1.11,535-1.11,,,,South Asia,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,1.12,535-1.12,,,,Other not classified,,Thousands,,,17,3,3,4,10,4,7,7,4,5,4,3,4,7,6,7,11,11.2,20.2,23.3,10.6,13.9,11.4,10.2,10.9,4.5,6.3,12.1,
535,1.13,535-1.13,,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
196,0,196-0,CYPRUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1.5,196-1.5,,,Total,,,Thousands,,TF,2100,1950,2088,2223,2434,2686,2697,2418,2303,2349,2470,2401,2416,2404,2141,2173,2392,2465,2405,2441,2659.3999999999996,3186.5,3652.1,3938.4999999999995,3976.8000000000006,631.6999999999999,1936.8000000000002,..,
196,1.6,196-1.6,,,,Africa,,Thousands,,,..,..,..,6,9,10,8,7,7,5,7,7,7,7,7,7,7,6,6,5,3.5,4.4,8,10.2,12.4,3.4,2.3,..,
196,1.7,196-1.7,,,,Americas,,Thousands,,,..,..,..,26,31,39,30,27,23,23,29,26,30,28,24,31,32,25,28,20,23,22.5,34.3,51.1,65,7.8,23.6,..,
196,1.8,196-1.8,,,,East Asia and the Pacific,,Thousands,,,..,..,..,14,15,19,14,12,12,13,15,16,17,17,15,19,16,16,16,17,16.6,14.9,19.3,28.7,29.5,1.4,0.9,..,
196,1.9,196-1.9,,,,Europe,,Thousands,,,1840,1773,1979,2112,2313,2554,2592,2324,2208,2263,2375,2308,2304,2300,2040,2056,2279,2356,2291,2321,2511.1,3027.1,3458.7,3705.6,3723.8,600.4,1838.4,..,
196,1.10,196-1.10,,,,Middle East,,Thousands,,,105,105,53,51,56,52,45,45,49,41,40,39,51,48,50,51,51,56,59,72,81.2,93.1,110.4,119.7,121.4,11.9,54.4,..,
196,1.11,196-1.11,,,,South Asia,,Thousands,,,..,..,..,6,7,9,8,3,3,2,3,4,7,4,5,8,7,6,5,6,6.6,6.5,5.3,3.6,1.9,..,..,..,
196,1.12,196-1.12,,,,Other not classified,,Thousands,,,155,72,56,8,3,3,..,..,1,2,1,1,..,..,..,1,..,..,..,..,17.4,18,16.1,19.6,22.8,6.8,17.2,..,
196,1.13,196-1.13,,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,0,203-0,CZECH REPUBLIC (CZECHIA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.5,203-1.5,,,Total,,,Thousands,1/,TCE,3380,4558,4975,5483,5609,4772,5405,4743,5075,6061,6336,6435,6680,6650,6033,6334,6715,7646,7852,8095.8,8707.1,9321.2,10160.4,10611.300000000001,10890.5,2784.1000000000004,2569.7000000000003,7343.3,1/ Non-resident tourists staying in all collective accommodation establishments - Source: CZSO.
203,1.6,203-1.6,,,,Africa,,Thousands,,,12,15,16,22,26,13,16,13,14,15,18,19,20,23,20,26,30,37,39,44.3,43.8,45,48.1,45.7,50.1,10.5,9.6,29.2,
203,1.7,203-1.7,,,,Americas,,Thousands,,,149,234,257,318,313,271,297,239,282,380,401,435,441,434,398,460,480,613,650,689.7,770,790.1,842.3,842.2,880.3,96.1,121.7,541.8,
203,1.8,203-1.8,,,,East Asia and the Pacific,,Thousands,,,112,159,195,217,233,189,243,242,251,352,421,493,504,502,485,587,674,781,837,933.7,1118.4,1267.1,1552.2,1712.8,1744.1,191.4,59.8,302.9,
203,1.9,203-1.9,,,,Europe,,Thousands,,,3107,4150,4507,4926,5037,4299,4849,4249,4528,5314,5496,5488,5715,5691,5130,5261,5531,6190,6297,6390.6,6687,7109,7581.3,7852.8,8060.2,2470.4,2358.9,6387.2,
203,1.10,203-1.10,,,,Middle East,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.9,42,51,61.7,57.8,5.8,8.9,35.1,
203,1.11,203-1.11,,,,South Asia,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25,29,37.5,56,68,85.5,96.1,98,9.9,10.8,47.1,
203,1.12,203-1.12,,,,Other not classified,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,1.13,203-1.13,,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
208,0,208-0,DENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.5,208-1.5,,,Total,,,Thousands,1/,TCE,..,2125,2157,2073,2023,3535,3683,3436,3473,4421,9586,9630,9833,9564,9265,9425,8471,8443,8557.2,10267,10423.500000000002,10781.2,12425.8,12748.8,14724.9,6229.3,7555.3,14189.9,"1/ New accommodation coverage from 2000. New methodology from 2004, 2005, 2011, 2014 and 2017. 2017 break in the series: shared economy platforms are included. Including non-commercial tourism. 2019: new methodology."
208,1.6,208-1.6,,,,Africa,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,122,8.2,9.8,109.8,
208,1.7,208-1.7,,,,Americas,,Thousands,,,..,94,95,101,101,84,89,80,78,126,698,711,625,627,648,646,684,589,598.7,672,688.5,693.4,955.5,1002.3,1467.8,320.4,536.4,1200.4,
208,1.8,208-1.8,,,,East Asia and the Pacific,,Thousands,,,..,56,51,56,61,48,46,49,47,83,223,193,198,191,182,190,166,231,249.2,278,291.7,319.4,466.7,462.4,858,135.2,88.3,535.2,
208,1.9,208-1.9,,,,Europe,,Thousands,,,..,1824,1851,1793,1748,3313,3455,3221,3253,4065,8290,8277,8558,8330,7989,8128,7174,7250,7291.7,8834,9023.1,9359.7,10381.8,10633.1,11837,5292.1,6433.1,11940.6,
208,1.10,208-1.10,,,,Middle East,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
208,1.11,208-1.11,,,,South Asia,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,74.9,12.7,18.7,46.3,
208,1.12,208-1.12,,,,Other not classified,,Thousands,,,..,151,160,123,113,90,93,86,95,147,375,449,452,416,446,461,447,373,417.6,483,420.2,408.7,621.8,651,365.2,460.7,469,357.6,
208,1.13,208-1.13,,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,0,262-0,DJIBOUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1.5,262-1.5,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,1.6,262-1.6,,,,Africa,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,1.7,262-1.7,,,,Americas,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,1.8,262-1.8,,,,East Asia and the Pacific,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,1.9,262-1.9,,,,Europe,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,1.10,262-1.10,,,,Middle East,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,1.11,262-1.11,,,,South Asia,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,1.12,262-1.12,,,,Other not classified,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,1.13,262-1.13,,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,0,212-0,DOMINICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.5,212-1.5,,,Total,,,Thousands,,TF,60,63,65,65,73,68,65.5,68.5,72.5,79.4,79.3,84,81.10000000000001,81.1,74.8,76.5,75.5,78.95,78.15999999999998,81.45,74.49999999999999,78.39999999999999,72.2,62.9,89.49999999999999,21.7,14.699999999999998,61.099999999999994,
212,1.6,212-1.6,,,,Africa,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.2,0.2,0.25,0.36,0.45,0.6,0.5,0.4,0.4,0.4,0.1,0.2,0.5,
212,1.7,212-1.7,,,,Americas,,Thousands,,,47,51,52,53,61,57,54,58,61,69,68.2,71.8,69.4,66.6,62.5,64.8,62.9,64.8,63.4,65.4,58.8,62.3,55.5,50.1,70.3,16,12.2,48.9,
212,1.8,212-1.8,,,,East Asia and the Pacific,,Thousands,,,..,..,1,..,..,..,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.4,0.4,0.6,0.7,0.9,0.7,0.7,1.1,0.7,1,1.3,1.1,0.2,0.2,0.5,
212,1.9,212-1.9,,,,Europe,,Thousands,,,13,12,12,12,12,11,11,10,11,10,10.3,11.3,10.8,13.8,11.6,10.7,11.6,12.8,13.6,14.7,13.8,14.6,15,10.8,17.4,5.2,2,10.7,
212,1.10,212-1.10,,,,Middle East,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.1,0.1,0.1,0.1,..,..,0.2,
212,1.11,212-1.11,,,,South Asia,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.1,0.3,
212,1.12,212-1.12,,,,Other not classified,,Thousands,,,..,..,..,..,..,..,..,..,..,..,0.3,0.4,0.4,0.3,..,..,..,..,..,0.1,..,..,..,..,..,..,..,..,
212,1.13,212-1.13,,,,,"of which, nationals residing abroad",Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,0,214-0,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1.5,214-1.5,,,Total,,,Thousands,1/,TF,1776,1926,2211,2309,2649,2974,2870,2793,3282,3450,3690,3966,3980,3981,3993,4125,4306,4563,4689.9,5140.9,5599.900000000001,5959.299999999999,6187.5,6568.8,6446,2405.3,4994.4,7163.4,1/ Arrivals by air only.
214,1.6,214-1.6,,,,Africa,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.9,
214,1.7,214-1.7,,,,Americas,,Thousands,,,..,702,732,805,925,1153,1239,1261,1504,1597,1711,1948,2046,2128,2203,2368,2559,2818,2972.6,3316.1,3721.8,3902.4,3949.3,4266.3,4071.1,1318.2,2837.1,5720.4,
214,1.8,214-1.8,,,,East Asia and the Pacific,,Thousands,,,..,3,3,2,2,3,2,3,3,4,4,5,8,8,7,8,10,9,8.6,8.3,8.9,8.9,13.4,14.4,15.3,4.9,8.3,7.6,
214,1.9,214-1.9,,,,Europe,,Thousands,,,..,863,1014,1064,1206,1283,1142,1031,1251,1271,1372,1389,1343,1311,1205,1143,1132,1095,1081.7,1138.3,1100.9,1221.1,1388.6,1334.3,1267.9,375,807.8,1427.2,
214,1.10,214-1.10,,,,Middle East,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.6,
214,1.11,214-1.11,,,,South Asia,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,1,1,1,1,1,1,1,0.7,0.7,0.9,1.4,1.6,1.7,0.6,0.8,1.8,
214,1.12,214-1.12,,,,Other not classified,,Thousands,,,1776,358,462,438,516,535,487,498,524,578,603,624,582,533,577,605,604,640,626,677.5,767.6,826,834.8,952.2,1090,706.6,1340.4,1.9,
214,1.13,214-1.13,,,,,"of which, nationals residing abroad",Thousands,,,305,350,431,432,502,513,484,497,523,578,602,623,581,532,576,603,603,639,625,677,767,825,833.5,950,1088,706.1,1339,..,
218,0,218-0,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1.5,218-1.5,,,Total,,,Thousands,1/,VF,440,494,529,511,518,627,640,682,761,819,860,841,937,1005,968.2,1047.1000000000001,1140.8999999999996,1271.9000000000003,1363.9,1694.5000000000002,1676.4,1569.1000000000001,1805.6000000000001,2535.1000000000004,2107.6999999999994,507.34,669.4,1264.8,1/ Including nationals residing abroad.
218,1.6,218-1.6,,,,Africa,,Thousands,,,1,1,1,1,1,1,1,2,2,2,2,1,1,2,3.1,3.1,2.3,2.6,4.5,4.2,5.8,3.7,3.8,3.9,6.2,0.9,0.9,2.2,
218,1.7,218-1.7,,,,Americas,,Thousands,,,331,374,406,388,396,503,511,550,617,662,691,642,730,753,734.5,810.3,885.4,996,1085.7,1300,1271.2,1168.4,1383.5,2102.4,1662.6,387.4,496.7,952.3,
218,1.8,218-1.8,,,,East Asia and the Pacific,,Thousands,,,13,14,14,14,14,19,16,17,18,18,18,18,24,34,29.4,31.2,41.3,49.3,44.4,65,69.2,67.6,67.6,62.3,64.6,12.2,5.5,21.9,
