INDEX,Unnamed: 1,Unnamed: 2,2. DOMESTIC TOURISM: Accommodation,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,2.21,203-2.21,,,,Guests,,Thousands,,..,..,..,..,3160,3398,3293,3438,3462,3346,3388,3595,3795,3954,3726,3816,4102,5048,5046,5053,5736,6298,6924,7455,7768,5368,6324,9126,
203,2.22,203-2.22,,,,Overnights,,Thousands,,..,9908,10737,9919,10608,12655,9071,10476,9779,9051,8601,8854,9206,9686,9328,9478,9853,11910,11825,11716,13290,14624,15897,16974,17552,13931,15935,21531,
208,0,208-0,DENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2017 break in the series: shared economy platforms are included. Including non-commercial tourism.
2/ Hotels only."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2.19,208-2.19,,,,Guests,,Thousands,1/,..,3073,3118,3183,3275,4383,4142,4636,4693,4825,11358,10941,16395,16489,14531,14673,11685,11743,11783,14620,14954,15208,16333,16619,19089,17919,20002,20694,
208,2.20,208-2.20,,,,Overnights,,Thousands,1/,14835,14878,15108,14883,15246,19602,20103,20953,21678,21914,38394,39962,62253,62610,61559,61465,62120,62139,62305,63727,64664,65250,66222,67017,76345,80661,86948,82396,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2.21,208-2.21,,,,Guests,,Thousands,2/,..,1500,1489,1550,1577,2101,2096,2172,2112,2805,3348,3799,4186,4082,3706,3928,1666,1713,1767,3631,3917,4089,4487,4616,6275,4239,5544,7134,
208,2.22,208-2.22,,,,Overnights,,Thousands,2/,6292,4200,4171,4339,4417,5082,5072,5250,5104,5404,5806,6352,6999,6825,6198,6576,7048,7242,7454,7844,8465,8833,9225,9491,10228,7379,9635,12257,
262,0,262-0,DJIBOUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2.19,262-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,2.20,262-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,2.21,262-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,2.22,262-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,0,212-0,DOMINICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2.19,212-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,2.20,212-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2.21,212-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,2.22,212-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,0,214-0,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2.19,214-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,2.20,214-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,2.21,214-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,2.22,214-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
218,0,218-0,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2.19,218-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7229,7389,7906,7652,7982,8553,8685,8815,8945,9073,2908.8,5971,9755,
218,2.20,218-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20858,21586,22955,22216,23223,23914,24281,24645,25007,25367,8145.2,16718.8,27275,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,2.21,218-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1455,1718,1708,1652,1768,1840,1868,1896,1924,1952,581.8,1194.2,2099,
218,2.22,218-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3214,4133,4468,4322,4625,4770,4843,4916,4988,5060,1513.2,3095.1,5441,
818,0,818-0,EGYPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,2.19,818-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
818,2.20,818-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,2.21,818-2.21,,,,Guests,,Thousands,,..,..,..,..,..,1030,1140,1397,2212,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
818,2.22,818-2.22,,,,Overnights,,Thousands,,..,..,3592,3425,3768,4050,4331,4791,4782,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,0,222-0,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2.19,222-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,2.20,222-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,2.21,222-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,2.22,222-2.22,,,,Overnights,,Thousands,,31,38,47,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,0,226-0,EQUATORIAL GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2.19,226-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,2.20,226-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,2.21,226-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,2.22,226-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,0,232-0,ERITREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels and similar establishments in twelve major towns.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2.19,232-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,2.20,232-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,2.21,232-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,2.22,232-2.22,,,,Overnights,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,669,672,1012,853,1122,1180,1463,1433,1448,1441,1445,1443,..,..,..,..,..,..,
233,0,233-0,ESTONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2.19,233-2.19,,,,Guests,,Thousands,,..,185,205,277,268,293,319,398,416,548,619,832,963,944,767,838,918,966,1041,1104,1183,1268,1389,1451,1537,1296,1576,1786,
233,2.20,233-2.20,,,,Overnights,,Thousands,,..,..,..,..,606,613,626,698,817,1011,1129,1523,1759,1670,1382,1497,1651,1721,1825,1890,2012,2214,2359,2456,2591,2270,2716,3032,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,2.21,233-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,306,250,306,385,428,571,676,658,560,612,668,705,756,818,880,950,1033,1083,1138,993,1191,1367,
233,2.22,233-2.22,,,,Overnights,,Thousands,,325,292,333,413,..,..,489,450,558,691,751,989,1175,1120,944,1025,1117,1151,1220,1290,1379,1495,1613,1693,1778,1604,1923,2153,
748,0,748-0,ESWATINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,2.19,748-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
748,2.20,748-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,2.21,748-2.21,,,,Guests,,Thousands,,..,22,26,22,23,24,50,76,136,..,39,54,86,93,121,104,95,102,108,110,115,139,114,118,128,89,106,129.6,
748,2.22,748-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,0,230-0,ETHIOPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2.19,230-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,2.20,230-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,2.21,230-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,2.22,230-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,0,242-0,FIJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2.19,242-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,2.20,242-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,2.21,242-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,2.22,242-2.22,,,,Overnights,,Thousands,,286,299,301,321,347,330,319,392,412,453,479,499,554,579,582,665,650,649,712,760,764,790,803,866,889,525,520.8,765,
246,0,246-0,FINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Accommodation survey.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2.19,246-2.19,,,,Guests,,Thousands,,5801,5803,6091,6253,6356,6460,6491,6388,6446,6824,7009,7318,7627,7746,7545,7886,8104,8109,8044,7929,8113,8319,8614,8743,9136,6447,8168,9406,
246,2.20,246-2.20,,,,Overnights,,Thousands,,10631,10729,11280,11627,11804,11976,12029,11703,11751,12243,12760,13165,13708,13963,13677,14243,14480,14515,14381,14075,14228,14572,15171,15392,16040,12032,15403,16996,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,2.21,246-2.21,,,,Guests,,Thousands,,4623,4793,5002,5202,5285,5415,5442,5327,5415,5736,5948,6203,6520,6671,6429,6753,6945,6967,6857,6743,6960,7120,7394,7490,7854,5140,6638,8107,
246,2.22,246-2.22,,,,Overnights,,Thousands,,8464,8755,9115,9494,9600,9786,9882,9552,9671,10032,10388,10676,11182,11339,10930,11440,11655,11718,11455,11171,11464,11656,12053,12224,12816,8852,11575,13629,
250,0,250-0,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: INSEE, DGE, regional partners. Hotel occupancy surveys (EFH), campgrounds (EFHPA) and, from 2011, other collective accommodation (EFAHCT) - holiday residences and serviced apartments, holiday villages and youth hostels -; individual commercial accommodation (furnished and hotel rooms) excluded.
2/ Source: INSEE, DGE, regional partners. Hotel occupancy survey (EFH); stays for all purposes."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2.19,250-2.19,,,,Guests,,Thousands,1/,62904,..,..,64249,65509,72189,76034,74878,76666,79567,83357,84926,86588,87134,88158,88977,107196,106539,106571,109079,111732,113668,117731,118718,121560,76364,97081,121540,
250,2.20,250-2.20,,,,Overnights,,Thousands,1/,155126,..,..,154408,158849,171286,179039,176299,179352,178840,187642,191616,193396,194049,195984,198893,277802,275405,272370,275954,281637,283421,297280,299404,306620,212751,267866,319947,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2.21,250-2.21,,,,Guests,,Thousands,2/,51873,..,..,54022,62128,64913,66111,65253,66365,69705,72587,72230,74892,75144,74904,75834,78793,77835,77580,78258,78668,80514,82619,81916,84379,62010,78458,82428,
250,2.22,250-2.22,,,,Overnights,,Thousands,2/,90349,90761,94060,96696,108774,114059,115576,114454,115536,118134,122222,123105,126536,126550,124769,127121,131859,129951,128275,129415,129216,132191,135570,134674,138214,139515,174647,142505,
254,0,254-0,FRENCH GUIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2.19,254-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,2.20,254-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,2.21,254-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,2.22,254-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,0,258-0,FRENCH POLYNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2.19,258-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,2.20,258-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2.21,258-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,2.22,258-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,0,266-0,GABON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2.19,266-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,2.20,266-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,2.21,266-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,2.22,266-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,0,270-0,GAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2.19,270-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,2.20,270-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,2.21,270-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,2.22,270-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
268,0,268-0,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including private accommodation.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2.19,268-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5187,5051,..,..,..,..,..,..,..,
268,2.20,268-2.20,,,,Overnights,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26512,26935,28746,23971,24874,28125,27282,35545,30623,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,2.21,268-2.21,,,,Guests,,Thousands,,..,..,..,..,..,43,43,41,44,56,89,134,179,163,199,290,415,560,482,525,685,870,1026,1051,1146,934,1726,1947,
268,2.22,268-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3187,2342,3136,1473,2031,1867,1697,2463,2706,
280,0,280-0,GERMANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2.19,280-2.19,,,,Guests,,Thousands,,79125,80330,82181,85005,90096,94730,95046,93089,94185,96274,99074,101667,105443,108075,108618,113139,118962,122328,123646,127791,131817,136009,140780,146198,151381,85696,85146,134578,
280,2.20,280-2.20,,,,Overnights,,Thousands,,288283,285806,271967,277212,290706,304751,307143,298041,296842,293395,295735,298277,307060,313043,313914,320024,330290,338432,339860,348484,356560,366390,375578,390312,405693,270295,279231,382619,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,2.21,280-2.21,,,,Guests,,Thousands,,58779,60216,61797,64186,68025,72368,72387,70023,70316,72857,75363,78037,80988,82654,82847,87304,92473,95238,96475,99760,103021,106445,110444,113803,117726,63491,63256,102693,
280,2.22,280-2.22,,,,Overnights,,Thousands,,149628,149396,149640,152686,159890,170947,171674,164383,163554,165655,168843,172428,177586,180259,180122,186661,196112,201844,203794,209484,215061,221889,228412,234560,243474,147130,151181,224751,
288,0,288-0,GHANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2.19,288-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
288,2.20,288-2.20,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,2.21,288-2.21,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
288,2.22,288-2.22,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
300,0,300-0,GREECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ NACE Rev. 2 - 55.1, 55.2 and 55.3."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2.19,300-2.19,,,,Guests,,Thousands,1/,4808,4801,5488,5639,5712,5964,5635,5549,5732,5671,6064,6234,7084,7127,7524,7044,6479,5395,7366,7415,7665,8080,8143,9265,9164,4617,5653,8312,
300,2.20,300-2.20,,,,Overnights,,Thousands,1/,12404,12669,14085,13531,13882,15162,13774,13513,14095,13758,14530,14741,17339,17651,19345,17814,16330,13290,20112,20589,20900,22107,21975,24064,23623,12277,14963,21196,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,2.21,300-2.21,,,,Guests,,Thousands,,4702,4694,5375,5530,5619,5837,5528,5465,5650,5567,5933,6128,6950,6968,7352,6876,6313,5257,5519,5537,5744,5996,6106,7342,7369,3597,4465,6663,
300,2.22,300-2.22,,,,Overnights,,Thousands,,11908,12178,13609,13029,13477,14628,13290,13128,13716,13280,13942,14249,16675,16840,18367,16815,15370,12515,13007,13050,13201,13944,14154,16845,16802,8556,10774,15254,
308,0,308-0,GRENADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,2.19,308-2.19,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
