INDEX,Unnamed: 1,Unnamed: 2,3. OUTBOUND TOURISM: Tourism expenditure in other countries,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
64,3.5,64-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,22,26,64,33,41,56,67,64,42,40,51,61,78,67,50,18.2,38.8,
64,3.6,64-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1,2,2,2,3,0.6,4,1,2,1,..,..,..,..,
68,0,68-0,"BOLIVIA, PLURINATIONAL STATE OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,3.4,68-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,72,87,96,98,117,116,114,114,197,232,257,360,385,381,388,421,410,502,660,953,849,960,997,1009,1072.3999999999999,327.2,394,777,
68,3.5,68-3.5,,,Travel,,,US$ Millions,,IMF,48,54,57,60,75,77,83,80,138,164,186,273,304,281,290,313,298,361,521,808,711,818,829,865.7,936.8,276,342,664,
68,3.6,68-3.6,,,Passenger transport,,,US$ Millions,,IMF,24,33,39,38,42,39,31,34,59,68,71,87,81,100,98,108,112,141,139,145,138,142,168,143.3,135.6,51.2,52,113,
534,0,534-0,BONAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,3.4,534-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source: Central Bank of the Netherlands Antilles.
534,3.5,534-3.5,,,Travel,,,US$ Millions,1/,CB,..,..,..,10,8,3,2,2,3,6,5,5,6,7,7,..,..,..,..,..,..,..,..,..,..,..,..,..,
534,3.6,534-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
70,0,70-0,BOSNIA AND HERZEGOVINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,3.4,70-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,97,101,92,96,112,145,162,158,210,264,345,285,247,214,196,198,205,278,290,346,378,393,189,304,436,
70,3.5,70-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,81,83,73,74,85,106,117,122,170,203,281,231,194,160,139,133,127,206,225,249,273,285,138,208,282,
70,3.6,70-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,16,18,19,22,27,39,45,36,40,61,64,54,53,54,57,65,78,72,65,97,105,108,51,96,154,
72,0,72-0,BOTSWANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,3.4,72-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,153,92,104,138,155,209,215,197,235,280,283,280,282.3,229.7,232.4,298.5,316.48,296.9,262.2,277,256.4,237.1,253.3,278.3,294.7,90,78,103.9,
72,3.5,72-3.5,,,Travel,,,US$ Millions,,IMF,145,78,92,126,147,198,204,184,230,276,282,277,281,229,232,298,316,296,262,276,256,237,253,278,291,88,77,98,
72,3.6,72-3.6,,,Passenger transport,,,US$ Millions,,IMF,8,14,12,12,8,11,11,13,5,4,1,3,1.3,0.7,0.4,0.5,0.48,0.9,0.2,1,0.4,0.1,0.3,0.3,3.7,2,1,5.9,
76,0,76-0,BRAZIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,3.4,76-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,3982,4988,6208,6019,3551,4548,3765,2929,2874,3752,5905,7501,10434,13269,12897,18883,24608,26008,29286,29998,20356,17068,22992,22229,21178,6490,6252,15425.599999999999,
76,3.5,76-3.5,,,Travel,,,US$ Millions,,IMF,3391,4387,5419,5385,3085,3894,3199,2396,2261,2871,4720,5764,8211,10962,10898,15965,20802,22039,25028,25567,17357,14497,19002,18266,17593,5394,5250,12184.9,
76,3.6,76-3.6,,,Passenger transport,,,US$ Millions,,IMF,591,601,789,634,466,654,566,533,613,881,1185,1737,2223,2307,1999,2918,3806,3969,4258,4431,2999,2571,3990,3963,3585,1096,1002,3240.7,
92,0,92-0,BRITISH VIRGIN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,3.4,92-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,country,40,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
92,3.5,92-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
92,3.6,92-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
96,0,96-0,BRUNEI DARUSSALAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,3.4,96-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.8,129.2,
96,3.5,96-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,456,398,469,382,374,408,430,459,477,..,..,591,624,616,459,499,504,585,613,97,13.3,120.3,
96,3.6,96-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5,8.9,
100,0,100-0,BULGARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,3.4,100-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,312,314,355,654,747,764,836,1018,1467,1935,1858,2099,2142,2602,1955,975,1063,1096,1342,1459,1346,1636,2047,2247,2196,1263,1516,1833.4,
100,3.5,100-3.5,,,Travel,,,US$ Millions,,IMF,195,199,222,519,526,538,589,717,1033,1363,1309,1478,1880,2311,1755,826,904,923,1113,1202,1116,1361,1695,1868,1825,1048,1287,1542.5,
100,3.6,100-3.6,,,Passenger transport,,,US$ Millions,,IMF,117,115,133,135,221,226,247,301,434,572,549,621,262,291,200,149,159,173,229,257,230,275,352,379,371,215,229,290.9,
854,0,854-0,BURKINA FASO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,3.4,854-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,30,35,36,50,67,74,84,93,110,111,110,129,146,215,176,160,176,182,191,185.2,135,151.89999999999998,..,
854,3.5,854-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,20,22,22,31,39,46,55,58,63,64,69,72,77,144,132,103,115,116,119,114.6,73,79.6,..,
854,3.6,854-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,10,13,14,19,28,28,29,35,47,47,41,57,69,71,44,57,61,66,72,70.6,62,72.3,..,
108,0,108-0,BURUNDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,3.4,108-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,29,62,126,106,151,71,35,49,..,..,..,..,..,..,..,..,..,..,..,
108,3.5,108-3.5,,,Travel,,,US$ Millions,,IMF,25,12,4,3,2,14,12,14,15,23,60,125,104,144,62,20,31,25,34,38,29,28,24,23,..,..,..,..,
108,3.6,108-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,6,2,1,2,7,9,15,18,..,..,..,..,..,..,..,..,..,..,..,
132,0,132-0,CABO VERDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,3.4,132-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,20,24,25,32,47,41,55,63,89,93,82,106,123,143,145,138,142,135,127,115,109,79,100,107,105,63,72,73.3,
132,3.5,132-3.5,,,Travel,,,US$ Millions,,IMF,16,18,17,24,41,36,47,56,73,78,67,82,107,133,136,129,132,127,120,110,101,71,78,85,85,52,56,59.8,
132,3.6,132-3.6,,,Passenger transport,,,US$ Millions,,IMF,4,6,8,8,6,5,8,7,16,15,15,24,16,10,9,9,10,8,7,5,8,8,22,22,20,11,16,13.5,
116,0,116-0,CAMBODIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,3.4,116-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,22,31,28,35,41,52,59,64,60,80,137,176,194,180,163,131,344,406,469,527,641,762,919,1080,1162,213,54,535,
116,3.5,116-3.5,,,Travel,,,US$ Millions,,IMF,8,15,13,25,28,33,37,38,36,48,96,122,123,97,104,61,264,314,355,401,510,616,741,863,911,169,49,482,
116,3.6,116-3.6,,,Passenger transport,,,US$ Millions,,IMF,14,16,15,10,13,19,22,26,24,32,41,54,71,83,59,70,80,92,114,126,131,146,178,217,251,44,5,53,
120,0,120-0,CAMEROON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,3.4,120-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,140,155,175,210,192,241,199,205,272,394,480,521,466,563,476,265,622,668,795,830,742,818,845,915,984,697,830,722,
120,3.5,120-3.5,,,Travel,,,US$ Millions,,IMF,105,134,136,160,152,205,160,171,171,323,355,412,368,410,389,186,529,518,612,630,568,615,635,688,749,553,685,564,
120,3.6,120-3.6,,,Passenger transport,,,US$ Millions,,IMF,35,21,39,50,40,36,39,34,101,71,125,109,98,153,87,79,93,150,183,200,174,203,210,227,235,144,145,158,
124,0,124-0,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,3.4,124-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,12658,13815,14151,13384,13999,15125,14634,14257,16309,19267,22746,26068,31101,33843,30225,37225,41247,..,..,..,..,..,..,..,..,..,..,..,
124,3.5,124-3.5,,,Travel,,,US$ Millions,,IMF,10260,11254,11480,10849,11499,12438,11961,11722,13337,15524,18027,20616,24643,27225,24190,29977,33399,37152,37886,37670,33961,32712,34644,34585,35342,12078,7871,24680,
124,3.6,124-3.6,,,Passenger transport,,,US$ Millions,,IMF,2398,2561,2671,2535,2500,2687,2673,2535,2972,3743,4719,5452,6458,6618,6035,7248,7848,..,..,..,..,..,..,..,..,..,..,..,
136,0,136-0,CAYMAN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,3.4,136-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,..,..,..,..,164,132,130,120,129,145,183,192,168,191,194,271,284,299,161,155.2,..,1/ 1995-2015: country data.
136,3.5,136-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,194,206,214,227,147,141.2,..,
136,3.6,136-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,65,70,72,14,14,..,
140,0,140-0,CENTRAL AFRICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,3.4,140-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,CB,43,44,51,44,33,33,29,29,31,32,46,47,54,56,61,67,68,69,96,92,70,158,190,169,201,174,..,..,"1/ Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data."
140,3.5,140-3.5,,,Travel,,,US$ Millions,1/,CB,..,..,..,..,..,..,..,..,..,31,44,44,48,49,52,49,50,50,87,82,61,151,185,163,196,165,..,..,
140,3.6,140-3.6,,,Passenger transport,,,US$ Millions,1/,CB,..,..,..,..,..,..,..,..,..,1,2,3,6,7,9,18,18,19,9,10,9,7,5,6,5,9,..,..,
148,0,148-0,CHAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,3.4,148-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,CB,38,49,53,66,53,56,56,80,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)""."
148,3.5,148-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
148,3.6,148-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
152,0,152-0,CHILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,3.4,152-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,934,977,1132,1174,1032,904,939,932,1109,1251,1114,1238,1408,1386,1511,1736,2085,2469,2566,2763,2561.6,2778,3135,3170,3177,744,569.6,2332.6,
152,3.5,152-3.5,,,Travel,,,US$ Millions,,IMF,703,736,839,888,752,620,708,673,850,977,810,904,1026,994,1174,1313,1663,1882,1914,2124,1986.6,2153,2329,2393,2459,539,303.3,1718.3,
152,3.6,152-3.6,,,Passenger transport,,,US$ Millions,,IMF,231,241,293,286,280,284,231,259,259,274,304,334,382,392,337,423,422,587,652,639,575,625,806,777,718,205,266.3,614.3,
156,0,156-0,CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,3.4,156-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,9220,9943,11621,14169,14992,16759,16716,21360,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
156,3.5,156-3.5,,,Travel,,,US$ Millions,,IMF,3688,4474,8130,9205,10864,13114,13909,15398,15187,19149,21759,24322,29786,36157,43702,54880,72585,101977,128576,227344,249831,250112,257875,277265,254621,131050,109388.7,114795.1,
156,3.6,156-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,1090,738,757,1055,1083,1361,1529,2211,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,0,170-0,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,3.4,170-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,1162,1431,1560,1455,1339,1452,1556,1355,1349,1543,1934,2171,2501,2819,2841,3228,3689,4461,4592,5299,4890,4891,5136,5531,5658,1540,2991,5012,
170,3.5,170-3.5,,,Travel,,,US$ Millions,,IMF,878,1117,1209,1120,1013,1060,1164,1075,1062,1185,1499,1690,1904,2177,2252,2641,3032,3626,3941,4683,4318,4254,4475,4784,4935,1358,2602,4276,
170,3.6,170-3.6,,,Passenger transport,,,US$ Millions,,IMF,284,314,351,335,326,392,392,280,287,358,435,481,597,642,589,587,657,835,651,616,572,637,661,747,723,182,389,736,
174,0,174-0,COMOROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,3.4,174-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,15,..,..,..,..,..,..,..,7.9,9.4,19.1,23.6,28.299999999999997,31.1,30,33.2,37.400000000000006,36.3,..,40,34,38,42,48,53,43,67,97,"1/ 1995, 2003, 2004: Banque centrale des Comores."
174,3.5,174-3.5,,,Travel,,,US$ Millions,,IMF,7,..,..,..,..,..,..,..,..,..,9.6,11,15.2,15.3,17.1,19.1,21.1,19.7,..,24,19,21,24,28,31,31,48,73,
174,3.6,174-3.6,,,Passenger transport,,,US$ Millions,,IMF,8,..,..,..,..,..,..,..,..,..,9.5,12.6,13.1,15.8,12.9,14.1,16.3,16.6,..,16,15,17,18,20,22,12,19,24,
178,0,178-0,CONGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,3.4,178-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,69,86,68,69,71,59,82,85,118,176,..,..,157,217,549,312,327,308,360,435,557,457,..,..,193,72,..,..,
178,3.5,178-3.5,,,Travel,,,US$ Millions,,IMF,52,78,65,54,63,50,65,70,78,103,112,132,91,84,378,211,223,173,204,257,324,251,..,..,48,32,..,..,
178,3.6,178-3.6,,,Passenger transport,,,US$ Millions,,IMF,17,8,3,15,8,9,17,15,40,73,..,..,66,133,171,101,104,135,156,178,233,206,..,..,145,40,..,..,
180,0,180-0,"CONGO, DEMOCRATIC REPUBLIC OF THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,3.4,180-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,3.5,180-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,54,93,109,127,121,150,298,108,170,283,127,60,68,115,96,204,219,..,
180,3.6,180-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,0,184-0,COOK ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,3.4,184-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,country,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,22,22,23,24,21,21.6,22.3,23.3,21.1,20,22,..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
184,3.5,184-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,3.6,184-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
188,0,188-0,COSTA RICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,3.4,188-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,336,357,401,466,509,545,430,427,484,530,591,647,825,753,500,629,620,647,649,657,898,1055,1322,1198,1451,426,764,1175,
188,3.5,188-3.5,,,Travel,,,US$ Millions,,IMF,323,336,348,409,447,479,360,341,349,401,463,479,625,586,363,418,400,422,425,450,690,803,1044,838,1036,243,566,966,
188,3.6,188-3.6,,,Passenger transport,,,US$ Millions,,IMF,13,21,53,57,62,66,70,86,135,129,128,168,200,167,137,211,220,225,224,207,208,252,278,360,415,183,198,209,
384,0,384-0,COTE D´IVOIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,3.4,384-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,312,347,317,331,337,291,289,490,551,571,549,583,606,612,589,569,580,560,583,625,560,491,564,625,628,324,422,..,
384,3.5,384-3.5,,,Travel,,,US$ Millions,,IMF,190,221,200,213,222,189,187,358,387,381,354,373,372,356,343,352,380,364,381,402,357,372,386.5,416,400,211,265,..,
384,3.6,384-3.6,,,Passenger transport,,,US$ Millions,,IMF,122,126,117,118,115,102,102,132,164,190,195,210,234,256,246,217,200,196,202,223,203,119,177.5,209,228,113,157,..,
191,0,191-0,CROATIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,3.4,191-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,..,..,..,..,806,..,..,..,..,..,..,..,..,..,..,..,..,..,923,865,770,954,1410,1741,1811,789,1121.3,1490,"1/  The expenditure figures are those provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
191,3.5,191-3.5,,,Travel,,,US$ Millions,,IMF,422,510,530,600,751,566,606,779,675,848,755,736,985,1122,1013,832,881,926,903,846,755,945,1369,1693,1764,775,1102,1450,
191,3.6,191-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,55,..,..,..,..,..,..,..,..,..,..,..,..,..,20,19,15,9,41,48,47,14,19.3,40,
192,0,192-0,CUBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,3.4,192-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,3.5,192-3.5,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,3.6,192-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
535,0,535-0,CURAÇAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,3.4,535-3.4,,Tourism expenditure in other countries,,,,US$ Millions,1/,IMF,..,..,..,..,..,..,..,137,176,195,164,191,223,229,258,282,321,357,377,383,419,428,447,452,411,127,72.5,484,1/ 1995-2006 source: Central Bank of the Netherlands Antilles.
535,3.5,535-3.5,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,203,203,209,226,267,278,299,310,346,359,370,384,341,102,36.5,426,
535,3.6,535-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,20,26,49,56,54,79,78,73,73,69,77,68,70,25,36,58,
196,0,196-0,CYPRUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,3.4,196-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,473.48215,500.42850000000004,511,536,560,543,568,582,700.2939717123945,906.6398199817521,1001,1031.16116,1553.8293,1968,1742,1320,1366,1318,1254,1343,1453,1559.3185239272,1378,1569,1635,752,882,1342,
196,3.5,196-3.5,,,Travel,,,US$ Millions,,IMF,329.73465,365.29350000000005,385,408,431,413,428,512,611,811,932,967,1479,1666,1405,1320,1366,1318,1254,1343,1080,1120,1378,1569,1635,752,882,1342,
196,3.6,196-3.6,,,Passenger transport,,,US$ Millions,,IMF,143.7475,135.135,126,128,129,130,140,70,89.29397171239455,95.63981998175214,69,64.16116000000001,74.8293,302,337,..,..,..,..,..,373,439.31852392720003,..,..,..,..,..,..,
203,0,203-0,CZECH REPUBLIC (CZECHIA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,3.4,203-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,1797,2177,2682,2603,2874,3895,5029,4336,4354,4876,4556,4698,5173,4819,4962,5533,6074,6034,3447,3278,5017,
203,3.5,203-3.5,,,Travel,,,US$ Millions,,IMF,1635,2960,2355,1908,1493,1276,1386,1597,1934,2280,2405,2765,3768,4884,4255,4252,4789,4472,4637,5133,4772,4920,5465,5972,5889,3382,3231,4951,
203,3.6,203-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,200,243,402,198,109,127,145,81,102,87,84,61,40,47,42,68,102,145,65,47,66,
208,0,208-0,DENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,3.4,208-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source from 2005: VisitDenmark.
208,3.5,208-3.5,,,Travel,,,US$ Millions,1/,IMF,4288,4140,4194,4577,4899,4669,4861,5838,6659,7279,6850,7486,8830,9698,8968,9082,9840,9600,10072,10443,8918,9174,9804,10538,10002,5522,7439,8453,
208,3.6,208-3.6,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,0,262-0,DJIBOUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,3.4,262-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,16.3,17.3,17.1,15.9,11.6,14.8,12.9,7.7,9.899999999999999,14,14.4,15,14.2,15.5,17.5,20.5,33.5,29.599999999999998,..,..,..,..,..,..,..,..,..,..,
262,3.5,262-3.5,,,Travel,,,US$ Millions,,IMF,3.8,3.9,5,2.6,2.9,5.9,4,2.8,2.8,2.8,2.9,3.5,2.6,3.7,5.8,8.6,21,18.4,19.2,21.5,28.5,23.5,27.8,22.3,25,14.9,16.8,27.5,
262,3.6,262-3.6,,,Passenger transport,,,US$ Millions,,IMF,12.5,13.4,12.1,13.3,8.7,8.9,8.9,4.9,7.1,11.2,11.5,11.5,11.6,11.8,11.7,11.9,12.5,11.2,..,..,..,..,..,..,..,..,..,..,
212,0,212-0,DOMINICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,3.4,212-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,34,33,28,29,31,8,5,11,
212,3.5,212-3.5,,,Travel,,,US$ Millions,,IMF,6,7,7,8,9,9,9,9,9,9,10,10,11,11,13,13,12,12,13,26,22,23,19,20,20,6,4,4,
212,3.6,212-3.6,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,12,10,9,9,11,2,1,7,
214,0,214-0,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,3.4,214-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,267,313,339,380,391,440,425,429,408,448,511,495,531,532,523,662,689,690,679,717,803,882,940,1006,1060,441,1095,1545,
214,3.5,214-3.5,,,Travel,,,US$ Millions,,IMF,173,198,221,254,264,309,291,295,272,310,352,333,326,327,359,395,396,399,382,407,463,503,530,549,624,211,695,1019,
214,3.6,214-3.6,,,Passenger transport,,,US$ Millions,,IMF,94,115,118,126,127,131,134,134,136,138,159,162,205,205,164,267,293,291,297,310,340,379,410,457,436,230,400,526,
218,0,218-0,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,3.4,218-3.4,,Tourism expenditure in other countries,,,,US$ Millions,,IMF,331,313,331,325,385,416,465,507,500,577,644,706,733,790,806,863,917,944,989,990,994,1454,1463,1523,1649,533,914,1225,
218,3.5,218-3.5,,,Travel,,,US$ Millions,,IMF,235,219,227,241,271,299,340,364,354,391,429,466,504,542,549,568,594,611,623,635,639,1081,1064,1134,1215,408,808,1072,
218,3.6,218-3.6,,,Passenger transport,,,US$ Millions,,IMF,96,94,104,84,114,117,125,143,146,186,215,240,229,248,257,295,323,333,366,355,355,373,399,389,434,125,106,153,
818,0,818-0,EGYPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
