INDEX,Unnamed: 1,Unnamed: 2,1. INBOUND TOURISM: Accommodation,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1.29,196-1.29,,,,Guests,,Thousands,,..,..,..,..,..,2238,2285,2040,1826,1735,1763,1771,1785,1762,1672,1814,1947,2021,1948,1936,1874,2268,2489,2666,2689,532,1404,..,
196,1.30,196-1.30,,,,Overnights,,Thousands,,14222,12718,13206,14456,16126,16816,18055,15289,13490,13637,14006,13310,13197,13209,11667,12448,13113,13488,13153,12884,12550,14505,15947,16247,16561,2633,8194,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1.31,196-1.31,,,,Guests,,Thousands,2/,..,..,..,..,2100,2236,2284,2034,1818,1725,1750,1761,1775,1754,1647,1811,1946,2020,1947,1935,1874,2268,2488,2666,2689,532,1404,..,
196,1.32,196-1.32,,,,Overnights,,Thousands,2/,14202,12702,13193,14442,16110,16790,18036,15235,13424,13554,13899,13227,13129,13151,11488,12434,13100,13476,13141,12873,12548,14504,15946,16247,16560,2633,8194,..,
203,0,203-0,CZECH REPUBLIC (CZECHIA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.29,203-1.29,,,,Guests,,Thousands,,3381,4558,4976,5482,5610,4773,5405,4743,5076,6061,6336,6435,6680,6649,6032,6334,6715,7647,7852,8096,8707,9321,10160,10611,10891,2784,2570,7343,
203,1.30,203-1.30,,,,Overnights,,Thousands,,10327,14186,14932,16218,16125,15597,17255,15569,16511,18980,19595,20090,20610,19987,17747,18366,19425,21794,22145,22110,23287,24268,26257,26760,27181,7388,6547,18140,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.31,203-1.31,,,,Guests,,Thousands,,..,3696,4013,4067,4141,4097,4862,4314,4485,5346,5686,5781,6098,6135,5609,5974,6377,7167,7327,7513,8024,8579,9354,9672,9972,2471,2345,6356,
203,1.32,203-1.32,,,,Overnights,,Thousands,,..,10858,11726,11547,11921,12919,14703,13327,13688,15881,16607,17035,17838,17741,16013,16881,18027,19936,20072,19971,20970,21869,23693,23969,24457,6447,5866,15498,
208,0,208-0,DENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2017 break in the series: shared economy platforms are included. Including non-commercial tourism.
2/ 2019: new methodology.
3/ Hotels only."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.29,208-1.29,,,,Guests,,Thousands,1/ 2/,..,2125,2158,2073,2023,3535,3684,3436,3474,4421,9587,9630,9832,9564,9265,9425,8471,8443,8557,10267,10424,10781,12426,12749,14725,6229,7555,14190,
208,1.30,208-1.30,,,,Overnights,,Thousands,1/ 2/,10790,10810,10919,10288,9966,26280,25456,25663,26152,24925,45916,46658,47332,45852,43984,44362,45921,46039,45746,48734,50187,51729,54914,55931,59182,31180,35861,60611,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.31,208-1.31,,,,Guests,,Thousands,2/ 3/,..,1307,1317,1305,1268,1446,1397,1379,1385,1970,2230,2164,2100,2057,1892,2157,1499,1588,1653,2627,2646,2666,3144,3223,3806,904,1251,3375,
208,1.32,208-1.32,,,,Overnights,,Thousands,2/ 3/,5884,4473,4505,4462,4350,4890,4810,4735,4730,4984,5015,5021,4846,4752,4435,5075,5590,5946,6241,6677,6804,6856,7094,7268,7664,1971,2757,7083,
262,0,262-0,DJIBOUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1.29,262-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,1.30,262-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1.31,262-1.31,,,,Guests,,Thousands,,21,20,20,21,21,20.1,21.6,22.5,23.2,26.3,30.2,39.5,40,54,58,51,56,60,63,..,..,..,..,..,..,..,..,..,
262,1.32,262-1.32,,,,Overnights,,Thousands,,..,..,38,27,32.9,63.7,53.6,53.6,63.4,63.7,66.9,59.3,74.8,81.6,136,127,146,178,162,178,183,178,166,160,177,153,167,175,
212,0,212-0,DOMINICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.29,212-1.29,,,,Guests,,Thousands,,60,63,65,66,74,70,66,69,73,80,79,84,81,81,75,77,76,79,78,81.5,75,78,72,63,90,22,15,61,
212,1.30,212-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.31,212-1.31,,,,Guests,,Thousands,,29,30,31,25,29,29,26,26,26,29,27,35,30,31,29,31,31,33,34,36,32,33,27,18,27,7,7,20,
212,1.32,212-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,0,214-0,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1.29,214-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,1.30,214-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1.31,214-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,1.32,214-1.32,,,,Overnights,,Thousands,,15596,16812,18884,18942,29390,32849,26187,22318,23920,23795,28411,31082,31469,28166,27656,28392,29420,29657,30970,33710,37144,39566,43194,44228,46647,15395,56305,..,
218,0,218-0,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1.29,218-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1009,1100,1249,1310,1628,1675,1568,1804,2534,2106,505,667,1263,
218,1.30,218-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9085,9898,9989,10483,13024,13403,12545,14436,20269,16852,4056,5352,10104,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1.31,218-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,636,693,929,861,1218,1253,1173,1350,1895,1576,378,499,945,
218,1.32,218-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5087,5543,5573,5165,8525,8773,8212,9449,13268,11031,2646,3493,6615,
818,0,818-0,EGYPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1.29,818-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
818,1.30,818-1.30,,,,Overnights,,Thousands,,20451,23765,26579,20151,31002,32788,29813,32664,53130,81668,85172,89304,111466,129234,126534,147385,114214,137819,94410,97256,84128,32712,87783,121497,136299,42967,93815,131048,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1.31,818-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
818,1.32,818-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,0,222-0,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including private accommodation.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.29,222-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
222,1.30,222-1.30,,,,Overnights,,Thousands,1/,..,..,..,..,..,..,..,..,..,6492,7303,7793,9383,9642,5844,6045,6405,7517,7593,9564,9559,9607,9497,12516,15516,5982,13338,16081,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.31,222-1.31,,,,Guests,,Thousands,,58,164,251,368,461,487,367,485,436,273,329,374,375,376,461,595,642,600,616,687,712,757,738,695,715,173,243,556,
222,1.32,222-1.32,,,,Overnights,,Thousands,,128,608,937,1584,2590,3133,2938,3193,3430,..,..,..,..,..,2741,2816,2694,2368,2864,3844,3586,4212,3323,3464,3488,775,1164,2408,
226,0,226-0,EQUATORIAL GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.29,226-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,1.30,226-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.31,226-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,1.32,226-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,0,232-0,ERITREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Only hotels and similar establishments in the three major towns: Asmara, Karen and Massawa."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1.29,232-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,1.30,232-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1.31,232-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,1.32,232-1.32,,,,Overnights,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,176,137,154,133,134,137,146,142,144,143,144,143,..,..,..,..,..,..,
233,0,233-0,ESTONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1.29,233-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,985,1003,1113,1374,1453,1428,1380,1433,1381,1564,1808,1874,1940,1983,1929,2057,2156,2141,2253,676,563,1467,
233,1.30,233-1.30,,,,Overnights,,Thousands,,789,890,1048,1185,1329,1598,1911,1998,2268,2747,2982,3020,2915,2933,2741,3204,3749,3823,3909,3919,3770,4015,4150,4175,4376,1404,1283,2919,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1.31,233-1.31,,,,Guests,,Thousands,,331,403,540,602,..,..,848,937,1009,1300,1358,1330,1286,1353,1308,1487,1703,1747,1798,1816,1766,1870,1945,1920,1999,598,500,1333,
233,1.32,233-1.32,,,,Overnights,,Thousands,,608,693,835,926,..,..,1341,1887,2086,2602,2791,2772,2668,2727,2555,3003,3478,3499,3537,3516,3368,3559,3654,3635,3764,1178,1056,2521,
748,0,748-0,ESWATINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1.29,748-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
748,1.30,748-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1.31,748-1.31,,,,Guests,,Thousands,,300,315,269,284,289,281,283,256,219,352,312,316,299,324,334,338,308,305,303,307,297,308,323,276.5,244,71,34,88.6,
748,1.32,748-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,0,230-0,ETHIOPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.29,230-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,1.30,230-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1.31,230-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,1.32,230-1.32,,,,Overnights,,Thousands,,90,103,143,73,74,210,356,391,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,0,242-0,FIJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1.29,242-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,1.30,242-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1.31,242-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
242,1.32,242-1.32,,,,Overnights,,Thousands,,1682,1716,1806,1991,2141,1519,1466,1914,2015,2489,2760,2643,2390,2489,2357,2890,3102,3121,3172,3301,3489,3068,3278,3398,3773,736,141.3,2275,
246,0,246-0,FINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Accommodation survey.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1.29,246-1.29,,,,Guests,,Thousands,,1779,1724,1832,1867,1831,1971,1999,2043,2047,2083,2080,2317,2472,2494,2220,2319,2623,2778,2797,2731,2622,2789,3180,3224,3290,896,807,2127,
246,1.30,246-1.30,,,,Overnights,,Thousands,,3292,3285,3646,3700,3774,4066,4183,4290,4331,4383,4499,5004,5328,5503,4890,5005,5507,5803,5860,5711,5510,5771,6743,6843,7056,2291,2085,4975,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1.31,246-1.31,,,,Guests,,Thousands,,1587,1537,1614,1681,1613,1761,1774,1796,1814,1820,1828,2045,2188,2045,1954,2046,2294,2461,2458,2397,2333,2512,2843,2856,2901,776,696,1860,
246,1.32,246-1.32,,,,Overnights,,Thousands,,2926,2907,3171,3226,3271,3562,3675,3721,3758,3758,3887,4339,4635,4768,4198,4297,4711,4948,4906,4795,4677,4973,5726,5777,5944,1852,1713,4189,
250,0,250-0,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Source: INSEE, DGE, regional partners. Hotel occupancy surveys (EFH), campgrounds (EFHPA) and, from 2011, other collective accommodation (EFAHCT) - holiday residences and serviced apartments, holiday villages and youth hostels -; individual commercial accommodation (furnished and hotel rooms) excluded.
2/ Source: INSEE, DGE, regional partners. Hotel occupancy survey (EFH); stays for all purposes."
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1.29,250-1.29,,,,Guests,,Thousands,1/,34512,..,..,36621,39366,41922,41952,43185,39355,40737,41944,39476,40417,39122,35882,36729,41605,42378,46001,45269,46129,44157,47928,51423,51396,15563,20361,45672,
250,1.30,250-1.30,,,,Overnights,,Thousands,1/,87548,..,..,92596,99343,108838,110262,113241,103745,104178,107952,105865,108567,106994,98705,100716,123228,125038,131723,128639,128266,121097,129812,136811,135317,45090,56523,123869,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1.31,250-1.31,,,,Guests,,Thousands,2/,27018,27096,29625,32339,34267,36474,35097,36093,32520,33988,34806,32304,33254,32137,28766,29845,30487,30966,33348,33295,34032,32492,35568,38096,37376,11856,15454,32886,
250,1.32,250-1.32,,,,Overnights,,Thousands,2/,54339,54994,60786,66330,71768,77014,75652,77602,69323,70391,72054,68821,72393,71065,63203,65861,67176,68426,71992,70282,70859,66286,72738,78250,76424,27459,34180,69260,
254,0,254-0,FRENCH GUIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels only.
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1.29,254-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,1.30,254-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1.31,254-1.31,,,,Guests,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,18,16,24,21,20,26,27,34,..,..,..,
254,1.32,254-1.32,,,,Overnights,,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78,70,55,85,81,72,92,104,111,..,..,..,
258,0,258-0,FRENCH POLYNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1.29,258-1.29,,,,Guests,,Thousands,,172,164,180,189,211,252,228,189,213,212,208,222,218,196,160,154,163,169,164,181,184,192,199,216,237,77,83,219,
258,1.30,258-1.30,,,,Overnights,,Thousands,,2067,1902,2160,2217,2493,..,2875,2592,2888,2861,2787,2926,2897,2603,2205,2167,2282,2380,2311,2633,2618,2657,2788,3168,3535,1399,1727,3734,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1.31,258-1.31,,,,Guests,,Thousands,,131,138,152,159,179,..,193,155,180,178,176,193,190,173,138,133,142,148,146,162,166,174,179,193,209,66.4,70,195,
258,1.32,258-1.32,,,,Overnights,,Thousands,,1264,1250,1431,1467,1645,..,2042,1666,1949,1917,1897,2093,2133,1968,1601,1570,1657,1733,1754,2068,2047,2081,2173,2462,2727,1032,1239,2960,
266,0,266-0,GABON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1.29,266-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,1.30,266-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1.31,266-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,1.32,266-1.32,,,,Overnights,,Thousands,,..,..,..,203,252,250,250,250,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,0,270-0,GAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1.29,270-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,1.30,270-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1.31,270-1.31,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,1.32,270-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
268,0,268-0,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1.29,268-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
268,1.30,268-1.30,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1.31,268-1.31,,,,Guests,,Thousands,,..,..,..,..,..,32,27,29,39,61,63,82,104,104,151,307,438,626,774,866,1170,1670,2355,2615,2868,411,1327,2981,
268,1.32,268-1.32,,,,Overnights,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
280,0,280-0,GERMANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1.29,280-1.29,,,,Guests,,Thousands,,14847,15205,15837,16511,17116,18983,17861,17969,18399,20137,21500,23569,24421,24884,24220,26875,28374,30411,31545,32999,34970,35555,37452,38881,39563,12449,11688,28463,
280,1.30,280-1.30,,,,Overnights,,Thousands,,35481,35461,36355,37260,38655,42629,40798,40655,41746,45374,48246,52947,54779,56537,54824,60310,63746,68828,71919,75577,79672,80788,83875,87686,89923,32019,31014,68088,
,,,,,Hotels and similar establishments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1.31,280-1.31,,,,Guests,,Thousands,,12965,13356,14036,14749,15265,17347,16003,16093,16357,17983,19171,21057,21870,22131,21467,23897,25311,27076,28123,29433,31227,31760,33457,34560,35168,10885,10319,24979,
280,1.32,280-1.32,,,,Overnights,,Thousands,,28659,29016,30178,31245,32466,36354,34660,34553,35172,38491,40839,44921,46508,47562,45843,50773,53793,58096,60804,63843,67433,68370,71042,73741,75524,25292,24849,55918,
288,0,288-0,GHANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1.29,288-1.29,,,,Guests,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
