INDEX,Unnamed: 1,Unnamed: 2,1. INBOUND TOURISM: Arrivals by main purpose,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
534,1.18,534-1.18,,,,Business and professional,,Thousands,,,..,..,1,5,7,4,4,1,2,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
70,0,70-0,BOSNIA AND HERZEGOVINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Cumulative data.
70,1.14,70-1.14,,,Total,,,Thousands,1/,TCE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,529,536,678,778,923,1053,1198,196,501.9,915.0999999999999,
70,1.15,70-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,316,364,523,608,736,831,962,151,411.2,770.9,
70,1.18,70-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,213,172,155,170,187,222,236,45,90.7,144.2,
72,0,72-0,BOTSWANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1.14,72-1.14,,,Total,,,Thousands,,TF,521,511,607,750,843,1104,1193,1274,1406,1523,1474,1426,1736,2101,1721.4,1973,..,1614.4,1544.1,1966,1527.6000000000001,1574.2,1622.6,1654.6999999999998,1454.6,328.5,313.8,..,
72,1.15,72-1.15,,,,Personal,,Thousands,,,471,462,547,671,762,961,1095,1151,1300,1443,1396,1349,1618,1954,1575.7,1785,..,1465.4,1187.1,1357,1037.4,1112.7,1241.2,1282.3,1180.8,259.2,203.10000000000002,..,
72,1.18,72-1.18,,,,Business and professional,,Thousands,,,50,49,60,79,81,143,98,123,106,80,78,77,118,147,145.7,188,..,149,357,609,490.2,461.5,381.4,372.4,273.8,69.3,110.7,..,
76,0,76-0,BRAZIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.
76,1.14,76-1.14,,,Total,,,Thousands,1/,TF,1991,2666,2850,4818,5107,5313,4773,3784,4134,4794,5358,5017,5026,5050,4802,5162,5433,5677,5813,6430,6306,6546.599999999999,6588.7,6621.4,6353.2,..,..,..,
76,1.15,76-1.15,,,,Personal,,Thousands,,,1455,1901,1921,3532,4023,3833,3330,2714,3059,3418,3799,3607,3649,3676,3702,3959,4042,4246,4290,5022,5032,5322.4,5560.9,5727.5,5374.8,..,..,..,
76,1.18,76-1.18,,,,Business and professional,,Thousands,,,536,765,929,1286,1084,1480,1443,1070,1075,1376,1559,1410,1377,1374,1100,1203,1391,1431,1523,1408,1274,1224.2,1027.8,893.9,978.4,..,..,..,
92,0,92-0,BRITISH VIRGIN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1.14,92-1.14,,,Total,,,Thousands,,TF,219,249,244,279,284,272,296,282,318,305,..,356,358,345,309,330,338,351,366,..,..,..,..,..,..,..,..,..,
92,1.15,92-1.15,,,,Personal,,Thousands,,,218,247,242,274,280,266,289,276,312,300,..,344,345,329,293,313,317,330,343,..,..,..,..,..,..,..,..,..,
92,1.18,92-1.18,,,,Business and professional,,Thousands,,,1,2,2,5,4,6,7,6,6,5,..,12,13,16,16,17,21,21,23,..,..,..,..,..,..,..,..,..,
96,0,96-0,BRUNEI DARUSSALAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1995-2005: arrivals of non-resident visitors at national borders.
2/ From 2007 arrivals by air."
96,1.14,96-1.14,,,Total,,,Thousands,1/ 2/,TF,498,837,..,964,967,984,840,..,..,..,815,..,178,226,157,214,242,209,225,201,218.2,218.7,258.9,278.2,333.3,62.3,3.5,..,
96,1.15,96-1.15,,,,Personal,,Thousands,,,442,789,..,926,931,950,823,..,..,..,811,..,142,185,118,169,195,157,163,148.8,169,173.6,215.7,234,289.8,53.5,1.4000000000000001,..,
96,1.18,96-1.18,,,,Business and professional,,Thousands,,,56,48,..,38,36,34,17,..,..,..,4,..,36,41,39,45,47,52,62,52.2,49.2,45.1,43.2,44.2,43.5,8.8,2.1,..,
100,0,100-0,BULGARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1.14,100-1.14,,,Total,,,Thousands,,VF,8005,6811,7543,5239,5056,4922,5104,5563,6241,6981,7282,7499,7726,8533,7873,8374,8713,8867,9192,9408.800000000001,9317.7,10604.4,11596.1,12368.4,12552.2,4973.3,7188.4,10888,
100,1.15,100-1.15,,,,Personal,,Thousands,,,7813,6657,7355,5107,4886,4744,4920,5383,6025,6709,6942,7167,7350,8115,6798,7440,7741,7826,8166,8191.400000000001,8126.2,9183.3,10034.2,10640.5,10791,4241.8,6322,9652.9,
100,1.18,100-1.18,,,,Business and professional,,Thousands,,,192,154,188,132,170,178,184,180,216,272,340,332,376,418,1075,934,972,1041,1026,1217.4,1191.5,1421.1,1561.9,1727.9,1761.2,731.5,866.4,1235.1,
854,0,854-0,BURKINA FASO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including domestic tourism.
854,1.14,854-1.14,,,Total,,,Thousands,1/,THS,173,183,193,210,150,165,184,199,216,289,324,358,374,376,401,427,434,483,506,486,474.5,488.4,512.5,540.4,569.4000000000001,435.6,519.8,530.7,
854,1.15,854-1.15,,,,Personal,,Thousands,,,66,78,81,87,66,67,131,88,101,124,99,125,163,155,155,164,178,192.39999999999998,187,208,199.3,182,194.9,196.9,196.60000000000002,188.1,235.8,259.7,
854,1.18,854-1.18,,,,Business and professional,,Thousands,,,107,105,112,123,84,98,53,111,115,165,225,233,211,221,246,263,256,290.6,319,278,275.2,306.4,317.6,343.5,372.8,247.5,284,271,
108,0,108-0,BURUNDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad. From 2010: break in the series due to implementation of improved methodology for distinguishing visitors (tourists) from other travellers.
108,1.14,108-1.14,,,Total,,,Thousands,1/,TF,33,27,11,15,26,29,36,74,74,133,149,213,192,201,212,142,144,147,234,235,131,187,299,..,..,..,..,..,
108,1.15,108-1.15,,,,Personal,,Thousands,,,22,18,8,10,17,19,24,52,52,88,100,149,165,173,182,122,111,134,217,193,121,156,252,..,..,..,..,..,
108,1.18,108-1.18,,,,Business and professional,,Thousands,,,11,9,3,5,9,10,12,22,22,45,49,64,27,28,30,20,33,13,17,42,10,31,47,..,..,..,..,..,
132,0,132-0,CABO VERDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.14,132-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
132,1.15,132-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
132,1.18,132-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
116,0,116-0,CAMBODIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 1995-1997: arrivals by air. From 1998 arrivals by all means of transport.
116,1.14,116-1.14,,,Total,,,Thousands,1/,TF,219,260,219,186,263,351,408,523,701,987,1333,1591,2015,2125,2162,2508,2882,3584,4210,4503,4775.3,5011.7,5602.099999999999,6201,6610.6,1306.2,196.39999999999998,2276.6,
116,1.15,116-1.15,,,,Personal,,Thousands,,,175,202,170,149,208,304,346,465,630,919,1246,1482,1869,1966,2029,2367,2739,3416,4025,4297,4475.7,4669.5,5228.9,5513.9,5239.2,1034.2,105.3,1845.6,
116,1.18,116-1.18,,,,Business and professional,,Thousands,,,44,58,49,37,55,47,62,58,71,68,87,109,146,159,133,141,143,168,185,206,299.6,342.2,373.2,687.1,1371.4,272,91.1,431,
120,0,120-0,CAMEROON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1.14,120-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
120,1.15,120-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
120,1.18,120-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
124,0,124-0,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Due to the coronavirus pandemic, Statistics Canada's survey on inbound travel (Visitor Travel Survey) was suspended in March 2020. Administrative datasets used to produce estimates for 2020, 2021 and 2022 did not support accurate estimation of this concept."
124,1.14,124-1.14,,,Total,,,Thousands,,TF,16932,17286,17635,18828,19367,19554,19580,19964,17419,19031,18611,18128,17776,16998,15586,15988,16014.4,16344,15983.599999999999,16445.2,17859.2,19822.5,20576.399999999998,20957.9,22045.000000000004,..,..,..,
124,1.15,124-1.15,,,,Personal,,Thousands,,,14402,14645,14767,15783,16280,16712,17061,17404,15188,16460,15989,15477,15189,14332,13240,13576,13551.8,13855.2,13430.4,13757.7,14734.9,16210.1,16793.1,17439,18260.800000000003,..,..,..,
124,1.18,124-1.18,,,,Business and professional,,Thousands,,,2530,2641,2868,3045,3087,2842,2519,2560,2231,2571,2622,2651,2587,2666,2346,2412,2462.6,2488.8,2553.2,2687.5,3124.3,3612.4,3783.3,3518.9,3784.2,..,..,..,
136,0,136-0,CAYMAN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air.
136,1.14,136-1.14,,,Total,,,Thousands,1/,TF,..,..,..,..,..,355,334,303,294,260,168,267,292,303,272,289,309,322,345,383,385.4,385,418.40000000000003,463.00000000000006,502.8,121.80000000000001,..,..,
136,1.15,136-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,339,324,290,279,246,156,248,271,284,256,272,291,302,325,364,366.7,364,394.8,435.70000000000005,471.8,113.9,..,..,
136,1.18,136-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,16,10,13,15,14,12,19,21,19,16,17,18,20,20,19,18.7,21,23.6,27.3,31,7.9,..,..,
140,0,140-0,CENTRAL AFRICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air to Bangui only.
140,1.14,140-1.14,,,Total,,,Thousands,1/,TF,..,..,..,7.5,..,11,10,2.9000000000000004,5.7,8.1,12,13.7,17.1,30.6,52.4,53.8,65.4,70.8,83.5,95.6,120.5,81.9,106.7,109.30000000000001,87.30000000000001,34.6,..,..,
140,1.15,140-1.15,,,,Personal,,Thousands,,,..,..,..,4.1,..,6,6,1.3,4,5.6,7.8,8.1,11.2,16.700000000000003,26.9,24,28.4,32,48.9,55.5,76.6,40.5,55.5,55.900000000000006,47.1,33.4,..,..,
140,1.18,140-1.18,,,,Business and professional,,Thousands,,,..,..,..,3.4,..,5,4,1.6,1.7,2.5,4.2,5.6,5.9,13.9,25.5,29.8,37,38.8,34.6,40.1,43.9,41.4,51.2,53.4,40.2,1.2,..,..,
148,0,148-0,CHAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air.
148,1.14,148-1.14,,,Total,,,Thousands,1/,TF,..,..,..,..,..,..,..,..,..,..,..,46,77,60.6,70,71,77,86,..,..,..,..,..,..,..,10.399999999999999,33.099999999999994,..,
148,1.15,148-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,22,54,38.2,58,49,65,57,..,..,..,..,..,..,..,7.1,15.7,..,
148,1.18,148-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,24,23,22.4,12,22,12,29,..,..,..,..,..,..,..,3.3,17.4,..,
152,0,152-0,CHILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ From 2008 including nationals residing abroad.
152,1.14,152-1.14,,,Total,,,Thousands,1/,TF,1540,1450,1644,1757,1632,1742,1760,1491,1672,1825,2069,2273,2534,2710,2760,2801,3137.2000000000003,3554.3,3576,3674.3,4478,5641,6449.9,5722.9,4518,1119.1,..,2030.3999999999999,
152,1.15,152-1.15,,,,Personal,,Thousands,,,1187,1227,1471,1613,1466,1494,1553,1296,1462,1585,1719,1795,2075,2142,2026,2032,2434.8,2903.5,2952,3008.6,3786,4827,5813.9,5168.5,4030.3999999999996,1024,..,1809.3,
152,1.18,152-1.18,,,,Business and professional,,Thousands,,,353,223,173,144,166,248,207,195,210,240,350,478,459,568,734,769,702.4,650.8,624,665.7,692,814,636,554.4,487.6,95.1,..,221.1,
156,0,156-0,CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Excluding ethnic Chinese arriving from ""Hong Kong, China"", ""Macao, China"", ""Taiwan, Province of China"" and overseas Chinese. 2016: including arrivals of non-residents visitors through border areas in China. The data are not comparable with those of previous years."
156,1.14,156-1.14,,,Total,,,Thousands,1/,VF,..,..,..,..,..,..,..,13439,11403,16932,20255,22210,26110,24326,21938,26127,27111,27191,26290,26361,25985,31483.9,42943,47951.100000000006,49113.5,..,..,..,
156,1.15,156-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,10219,8501,13071,15657,16662,19149,18648,16701,19930,20785,20911,20096,20965,20608,25686.5,37246.2,41804.100000000006,42828.8,..,..,..,
156,1.18,156-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,3220,2902,3861,4598,5548,6961,5678,5237,6197,6326,6280,6194,5396,5377,5797.4,5696.8,6147,6284.7,..,..,..,
170,0,170-0,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding visitors resident in Venezuela and nationals residing abroad.
170,1.14,170-1.14,,,Total,,,Thousands,1/,TF,1399,..,639,674,..,558,615,567,625,791,933,..,..,..,..,1217,1470.8000000000002,1365.4,1487.1,1695,1984.7,2241,2465.8999999999996,2709.1,2814,902.78,1398,3304.5,
170,1.15,170-1.15,,,,Personal,,Thousands,,,742,..,300,592,..,490,559,432,460,574,667,..,..,..,..,1058.7,1263.8000000000002,1125.7,1185.6,1265.9,1546.5,1802.8,2017.6999999999998,2250,2353.7,814.3,1306.1,3097.3,
170,1.18,170-1.18,,,,Business and professional,,Thousands,,,657,..,339,82,..,68,56,135,165,217,266,..,..,..,..,158.3,207,239.7,301.5,429.1,438.2,438.2,448.2,459.1,460.3,88.48,91.9,207.2,
174,0,174-0,COMOROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air.
174,1.14,174-1.14,,,Total,,,Thousands,1/,TF,23,24,26,27,24,24,19.3,18.9,20.5,23.3,25.9,28.5,15.200000000000001,14.8,11.3,15.3,18.8,22.700000000000003,21.900000000000002,22.799999999999997,23.599999999999998,26.799999999999997,28.000000000000004,35.9,45.1,6.97,28.799999999999997,..,
174,1.15,174-1.15,,,,Personal,,Thousands,,,21,21,23,23,22,22,16.3,14.6,16.4,19,21,23.1,10.8,10.6,8.3,12,15.3,17.1,18.6,17.7,17.9,21.7,21.200000000000003,25.5,37,5.47,24.9,..,
174,1.18,174-1.18,,,,Business and professional,,Thousands,,,2,3,3,4,2,2,3,4.3,4.1,4.3,4.9,5.4,4.4,4.2,3,3.3,3.5,5.6,3.3,5.1,5.7,5.1,6.8,10.4,8.1,1.5,3.9,..,
178,0,178-0,CONGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Surveys. Source: ""Direction Générale de l'Industrie Touristique"". Including nationals residing abroad."
178,1.14,178-1.14,,,Total,,,Thousands,1/,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,198.89999999999998,224,259,345.40000000000003,229,224.3,212.8,150.6,158.10000000000002,..,..,..,..,
178,1.15,178-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126.8,148,159,221.10000000000002,171,167.9,163.10000000000002,107.69999999999999,84.9,..,..,..,..,
178,1.18,178-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,72.1,76,100,124.3,58,56.4,49.7,42.9,73.2,..,..,..,..,
180,0,180-0,"CONGO, DEMOCRATIC REPUBLIC OF THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2002-2004, 2007-2010: arrivals by air only.
2/ 2011-2016: The arrivals data relate only to three border posts (N'Djili airport in Kinshasa, the Luano airport in Lubumbashi, and the land border-crossing of Kasumbalesa in Katanga province)"
180,1.14,180-1.14,,,Total,,,Thousands,1/ 2/,TF,35,..,..,53,80,103,54,28,35,36,61,55,47,50,53,81,186,167,191.3,333.6,353.7,351.3,..,..,..,..,..,..,
180,1.15,180-1.15,,,,Personal,,Thousands,,,15,..,..,44,65,93,49,25,14,14,19,20,21,18,19,46,67,91,107.1,194.8,206.89999999999998,205.5,..,..,..,..,..,..,
180,1.18,180-1.18,,,,Business and professional,,Thousands,,,20,..,..,9,15,10,5,3,21,22,42,35,26,32,34,35,119,76,84.2,138.8,146.8,145.8,..,..,..,..,..,..,
184,0,184-0,COOK ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air and sea.
184,1.14,184-1.14,,,Total,,,Thousands,1/,TF,49,49,50,48,55,73,75,73,78,83,88,92,97,95,101,104,113,122,121,121.6,125.1,146.4,161.39999999999998,168.79999999999998,171.6,25.2,26.4,113.50000000000001,
184,1.15,184-1.15,,,,Personal,,Thousands,,,47,47,48,46,53,70,72,69,74,79,85,89,93,91,98,101,110,118,117,117.39999999999999,120.8,141.3,155.79999999999998,162.89999999999998,165.6,24.599999999999998,26,111.60000000000001,
184,1.18,184-1.18,,,,Business and professional,,Thousands,,,2,2,2,2,2,3,3,4,4,4,3,3,4,4,3,3,3,4,4,4.2,4.3,5.1,5.6,5.9,6,0.6,0.4,1.9,
188,0,188-0,COSTA RICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1.14,188-1.14,,,Total,,,Thousands,,TF,785,781,811,943,1032,1088,1131,1113,1238,1453,1679,1725.4,1979.6,2089.4,1923.3999999999999,2100.4,2192,2342.6,2427.7,2526.7,2660,2925.1,2959.8999999999996,3016.7,3139,..,1347.1,2349.5,
188,1.15,188-1.15,,,,Personal,,Thousands,,,592,659,697,729,772,829,921,849,966,1203,1407,1427.7,1651.1,1646,1701.6,1829.3,1890,2036.6,2140.7,2179.7,2241,2630.5,2715.2999999999997,2731.2999999999997,2977.8,..,1294.1,2249.5,
188,1.18,188-1.18,,,,Business and professional,,Thousands,,,193,122,114,214,260,259,210,264,272,250,272,297.7,328.5,443.4,221.8,271.1,302,306,287,347,419,294.6,244.6,285.4,161.2,..,53,100,
384,0,384-0,COTE D´IVOIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1995, 1996, 2010-2014: arrivals to Félix Houphouët Boigny Airport only. 2015: break in the series: figures include arrivals by land (road and railway)."
384,1.14,384-1.14,,,Total,,,Thousands,1/,VF,188,237,260,..,..,..,..,..,..,..,..,..,..,..,..,252,270,289.2,380,471,1441,1583,1800.1999999999998,1964.7,2070.2,668.2,575.8,..,
384,1.15,384-1.15,,,,Personal,,Thousands,,,104,130,125,..,..,..,..,..,..,..,..,..,..,..,..,151,163,173.6,228,273.2,836,1013,1026.1,1123,1184.5,382,329.1,..,
384,1.18,384-1.18,,,,Business and professional,,Thousands,,,84,107,135,..,..,..,..,..,..,..,..,..,..,..,..,101,107,115.6,152,197.8,605,570,774.1,841.7,885.7,286.2,246.7,..,
191,0,191-0,CROATIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1.14,191-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
191,1.15,191-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
191,1.18,191-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
192,0,192-0,CUBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air.
192,1.14,192-1.14,,,Total,,,Thousands,1/,TF,742,999,1153,1390,1561,1741,1736,1656,1847,2017,2261,2150,2119,2316,2405,2507,2688,2823.2,2838.6,2980.5,3506.1,3975.3,4593.9,4683.6,4263.1,1084.8,356.3,1613.4,
192,1.15,192-1.15,,,,Personal,,Thousands,,,733,989,1142,1379,1549,1729,1723,1643,1835,2006,2249,2137,2107,2304,2393,2495,2672,2806.2,2823.6,2966.3,3487.5,3952.1000000000004,4562.5,4668.900000000001,4238.3,1079.7,351.7,1601.2,
192,1.18,192-1.18,,,,Business and professional,,Thousands,,,9,10,11,11,12,12,13,13,12,11,12,13,12,12,12,12,16,17,15,14.2,18.6,23.2,31.4,14.7,24.8,5.1,4.6,12.2,
535,0,535-0,CURAÇAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air.
535,1.14,535-1.14,,,Total,,,Thousands,1/,TF,224,214,205,198.60000000000002,198.3,190.6,201.8,215,219,223,222,233,299,407.99,367,342,390,420,440.7,451.9,467.49999999999994,441.3,398.90000000000003,431.79999999999995,463.65999999999997,174.9,264.9,489.6,
535,1.15,535-1.15,,,,Personal,,Thousands,,,200,190,196,195.3,166.60000000000002,152.1,162.70000000000002,184,195,202,207,218,287,384.79,333,304,360,394,409.3,417.5,436.59999999999997,415.2,369.20000000000005,408.9,443.2,170,250.4,468.3,
535,1.18,535-1.18,,,,Business and professional,,Thousands,,,24,24,9,3.3,31.7,38.5,39.1,31,24,21,15,15,12,23.2,34,38,30,26,31.4,34.4,30.9,26.1,29.7,22.9,20.46,4.9,14.5,21.3,
196,0,196-0,CYPRUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1.14,196-1.14,,,Total,,,Thousands,,TF,..,..,..,2223,2434,2686,2697,2418,2303,2349,2470,2401,2416,2404,2141,2173,2392,2370,2363,2441,2659,3186.6000000000004,3651.9999999999995,3938.6,3976.8,631.5,..,..,
196,1.15,196-1.15,,,,Personal,,Thousands,,,..,..,..,2102,2308,2541,2568,2287,2176,2210,2327,2250,2241,2239,1984,2023,2231,2245,2263,2326,2522,3009.8,3438.8999999999996,3700.9,3728.3,557.5,..,..,
196,1.18,196-1.18,,,,Business and professional,,Thousands,,,..,..,..,121,126,145,129,131,127,139,143,151,175,165,157,150,161,125,100,115,137,176.8,213.1,237.7,248.5,74,..,..,
203,0,203-0,CZECH REPUBLIC (CZECHIA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.14,203-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,1.15,203-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,1.18,203-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
208,0,208-0,DENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 2017 and 2019: change of methodology.
208,1.14,208-1.14,,,Total,,,Thousands,1/,VF,..,..,..,..,..,..,..,..,..,22054,26927,26936,27138,26870,26571,26730,25812,26403,26516,28070,28209,28692,30736,30800.600000000002,32065,16031,18371.8,31530,
