INDEX,Unnamed: 1,Unnamed: 2,1. INBOUND TOURISM: Arrivals by main purpose,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
208,1.15,208-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,21070,25692,25718,25963,25713,25536,25631,25078,25632,25727,26966,27038,27568,29265,29265.4,30539,15658,17888.8,30287,
208,1.18,208-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,984,1235,1218,1175,1157,1035,1099,734,771,789,1104,1171,1124,1471,1535.2,1526,373,483,1243,
262,0,262-0,DJIBOUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1.14,262-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,132.7,142,167.5,74.8,114.1,144.89999999999998,
262,1.15,262-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.9,78.1,95.1,33.3,59.5,76.8,
262,1.18,262-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.8,63.9,72.4,41.5,54.6,68.1,
212,0,212-0,DOMINICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.14,212-1.14,,,Total,,,Thousands,,TF,60,62,65,65,73,69,66.3,69.3,73.3,80.5,79.5,84.5,81.5,80.9,74.5,76.5,75.60000000000001,79,78.30000000000001,81.5,74.5,78.4,72.2,62.900000000000006,89.5,21.8,15,61.099999999999994,
212,1.15,212-1.15,,,,Personal,,Thousands,,,50,51,53,54,60,57,54.3,56.3,60.3,66.5,66.5,70.5,71.5,65.9,60.5,62.3,61.7,65.6,65.60000000000001,67.8,61.5,65.2,59.8,51.1,80.2,19.1,11.8,55.199999999999996,
212,1.18,212-1.18,,,,Business and professional,,Thousands,,,10,11,12,11,13,12,12,13,13,14,13,14,10,15,14,14.2,13.9,13.4,12.7,13.7,13,13.2,12.4,11.8,9.3,2.7,3.2,5.9,
214,0,214-0,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air only.
214,1.14,214-1.14,,,Total,,,Thousands,1/,TF,1776,1948,2184,2334,2649,2972,2869,2793,3282,3450,3691,3965,3980,3980,3992,4125,4306,4563,4689.9,5141,5599.900000000001,5959.3,6187.5,6568.8,6446,2405.2999999999997,4994.3,7163.299999999999,
214,1.15,214-1.15,,,,Personal,,Thousands,,,1665,1826,2085,2264,2542,2855,2784,2706,3186,3356,3563,3822,3821,3839,3851,3959,4147,4413,4535.4,5007,5484.8,5843.5,6080.5,6433.5,6323.5,2325.2,4880.7,6913.799999999999,
214,1.18,214-1.18,,,,Business and professional,,Thousands,,,111,122,99,70,107,117,85,87,96,94,128,143,159,141,141,166,159,150,154.5,134,115.1,115.8,107,135.3,122.5,80.1,113.6,249.5,
218,0,218-0,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.
218,1.14,218-1.14,,,Total,,,Thousands,1/,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1047,1140.9,1272,1364,1695,1676,1569,1805.5000000000002,2535.2,2107.6,507.40000000000003,669.4,1265,
218,1.15,218-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,788,858.4,1016,1195,1626,1610,1456,1564.6000000000001,2257.5,1796.4,386.90000000000003,453.4,1124,
218,1.18,218-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,259,282.5,256,169,69,66,113,240.9,277.7,311.2,120.5,216,141,
818,0,818-0,EGYPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1.14,818-1.14,,,Total,,,Thousands,,TF,..,..,3656,3213,4490,5116,4357,4906,5746,7795,8244,8646,10610,12296,11914,14050,9497,11196,9174,9627.8,9139,5257.8,8156.599999999999,11196,12875.6,..,..,..,
818,1.15,818-1.15,,,,Personal,,Thousands,,,..,..,3564,3129,4331,4999,4271,4811,5607,7613,8062,8504,10515,12185,11735,13924,9411,11095,9025,9483.8,9057,5210.5,8083.2,11095.2,12759.6,..,..,..,
818,1.18,818-1.18,,,,Business and professional,,Thousands,,,..,..,92,84,159,117,86,95,139,182,182,142,95,111,179,126,86,101,149,144,82,47.3,73.4,100.8,116,..,..,..,
222,0,222-0,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.14,222-1.14,,,Total,,,Thousands,,TF,235,283,387,541,658,794,735,798,720,951,1127,1278,1339,1385,1091,1150,1184,1255,1282.7,1345.2,1401.6000000000001,1433.6,1556.1000000000001,1677.3,1765.6000000000001,549,1218.9,1891.2,
222,1.15,222-1.15,,,,Personal,,Thousands,,,230,272,213,200,406,490,494,794,564,742,863,937,996,968,923,985,1041,1100,1136.4,1187.5,1236.4,1231.1999999999998,1419.4,1524.5,1653.4,516,1171.4,1790.2,
222,1.18,222-1.18,,,,Business and professional,,Thousands,,,5,11,174,341,252,304,241,4,156,209,264,341,343,417,168,165,143,155,146.3,157.7,165.2,202.4,136.7,152.8,112.2,33,47.5,101,
226,0,226-0,EQUATORIAL GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.14,226-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,1.15,226-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,1.18,226-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,0,232-0,ERITREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.
232,1.14,232-1.14,,,Total,,,Thousands,1/,VF,315,417,410,188,57,70,113,101,80,87,84,78,81,70,79,84,107,129,141,119,114,142,..,..,..,..,..,..,
232,1.15,232-1.15,,,,Personal,,Thousands,,,236,239,235,92,42,49,91,80,64,74,71,66,71,62,72,77,100,123,137,116,114,136,..,..,..,..,..,..,
232,1.18,232-1.18,,,,Business and professional,,Thousands,,,79,178,175,96,15,21,22,21,16,13,13,12,10,8,7,7,7,6,4,3,..,6,..,..,..,..,..,..,
233,0,233-0,ESTONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1.14,233-1.14,,,Total,,,Thousands,,VF,2110,2444,2619,2909,3181,3310,3230,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
233,1.15,233-1.15,,,,Personal,,Thousands,,,1745,1984,2029,2269,2458,2549,2470,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
233,1.18,233-1.18,,,,Business and professional,,Thousands,,,365,460,590,640,723,761,760,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
748,0,748-0,ESWATINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1.14,748-1.14,,,Total,,,Thousands,,VF,..,315,269,284,289,281,283,256,461,459,1182,1200,1230,1186,1344,1343,1328,1279,1299,1325,1255.8999999999999,1278.6999999999998,1342.6,1277.1999999999998,1225,345.4,210.7,502.5,
748,1.15,748-1.15,,,,Personal,,Thousands,,,..,222,215,191,208,204,190,147,339,338,1014,1026,1065,1035,1193,1214,1193,1151,1169,1170,1045.6,1097.1999999999998,1152.1,1097.6,1040,296,139.7,417.1,
748,1.18,748-1.18,,,,Business and professional,,Thousands,,,..,93,54,93,81,77,93,109,122,121,168,174,165,151,151,129,135,128,130,155,210.3,181.5,190.5,179.6,185,49.4,71,85.4,
230,0,230-0,ETHIOPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals through all ports of entry; including nationals residing abroad.
230,1.14,230-1.14,,,Total,,,Thousands,1/,TF,103,108,115,91,92,109,116,156,179,184,227,290,312,330,427,468,523,596,681.3000000000001,770.3,863.8,870.6,933.3,849.1999999999999,811.6,..,518.1,896.6,
230,1.15,230-1.15,,,,Personal,,Thousands,,,60,68,71,59,62,74,84,113,131,138,165,192,251,265,308,354,382,408,492.70000000000005,556.5999999999999,622.8,716.2,861.5,652.8,635,..,495.4,863.1,
230,1.18,230-1.18,,,,Business and professional,,Thousands,,,43,40,44,32,30,35,32,43,48,46,62,98,61,65,119,114,141,188,188.6,213.7,241,154.4,71.8,196.4,176.6,..,22.7,33.5,
242,0,242-0,FIJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding nationals residing abroad.
242,1.14,242-1.14,,,Total,,,Thousands,1/,TF,318,340,359,371,409,294,347,398,431,504,545,549,540,585,542,632,675,660,658.8000000000001,692.6,754.8000000000001,792.3,842.9000000000001,870.3,894.3000000000001,146.89999999999998,31.599999999999998,636.3,
242,1.15,242-1.15,,,,Personal,,Thousands,,,290,314,331,340,377,272,323,367,398,465,502,503,504,540,500,587,627,619,625.7,655.5,710.6,737.9,786.4000000000001,818,837.4000000000001,136.7,29.4,616.4,
242,1.18,242-1.18,,,,Business and professional,,Thousands,,,28,26,28,31,32,22,24,31,33,39,43,46,36,45,42,45,48,41,33.1,37.1,44.2,54.4,56.5,52.3,56.9,10.2,2.2,19.9,
246,0,246-0,FINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Border Interview survey. Note: the survey was cancelled at the end of 2012.
246,1.14,246-1.14,,,Total,,,Thousands,1/,VF,..,..,..,3432,3363,3789,4252,4687,4527,4854,5038,5345,5736,6072,5695,6182,7260,7636,..,..,..,..,..,..,..,..,..,..,
246,1.15,246-1.15,,,,Personal,,Thousands,,,..,..,..,2267,2224,2527,2931,3414,3270,3540,3558,3738,4040,4284,4244,4701,5604,5860,..,..,..,..,..,..,..,..,..,..,
246,1.18,246-1.18,,,,Business and professional,,Thousands,,,..,..,..,1165,1139,1262,1321,1273,1257,1314,1480,1607,1696,1788,1451,1481,1656,1776,..,..,..,..,..,..,..,..,..,..,
250,0,250-0,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1985-2003: estimates based on surveys at national borders.
From 2004 source: DGE, Banque de France. Non resident visitor survey (EVE) - results 2018 provisional."
250,1.14,250-1.14,,,Total,,,Thousands,1/,TF,..,62406,66591,..,..,..,75202,..,..,74435,74988,77916,80853,79218,76764,76647,80498.59999999999,81979.7,83633.70000000001,83701,84452,82683,86758,89322,90913.98,..,..,..,
250,1.15,250-1.15,,,,Personal,,Thousands,,,..,54422,57928,..,..,..,65336,..,..,63578,66627,69876,72570,68107,66530,66944.1,69378.2,71800.8,73455.1,71928.5,72605,71020,74916,78258,79652.78,..,..,..,
250,1.18,250-1.18,,,,Business and professional,,Thousands,,,..,7984,8663,..,..,..,9866,..,..,10857,8361,8040,8283,11111,10234,9702.9,11120.4,10178.9,10178.6,11772.5,11847,11663,11842,11064,11261.2,..,..,..,
254,0,254-0,FRENCH GUIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Survey at Cayenne-Rochambeau airport on departure.
254,1.14,254-1.14,,,Total,,,Thousands,1/,TF,..,..,..,..,..,..,65,65,..,..,95,..,109,..,83,..,..,..,..,..,86.7,95.5,110.8,..,..,..,..,..,
254,1.15,254-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,35,41,..,..,47,..,42,..,46,..,..,..,..,..,52,57.3,66.5,..,..,..,..,..,
254,1.18,254-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,30,24,..,..,48,..,67,..,37,..,..,..,..,..,34.7,38.2,44.3,..,..,..,..,..,
258,0,258-0,FRENCH POLYNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air only; excluding nationals residing abroad.
258,1.14,258-1.14,,,Total,,,Thousands,1/,TF,172,164,180,190,..,..,228,189,213,212,208,222,218,196,160,154,163,169,164,180.6,183.9,192.5,199,216.29999999999998,236.60000000000002,77.1,82.60000000000001,218.70000000000002,
258,1.15,258-1.15,,,,Personal,,Thousands,,,164,157,168,180,..,..,218,177,199,199,195,208,206,181,147,142,151,157,153,167.1,171.20000000000002,174.5,186,204.29999999999998,222.3,71.6,76.2,206.70000000000002,
258,1.18,258-1.18,,,,Business and professional,,Thousands,,,8,7,12,10,..,..,10,12,14,13,13,14,12,15,13,12,12,12,11,13.5,12.7,18,13,12,14.3,5.5,6.4,12,
266,0,266-0,GABON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air only.
266,1.14,266-1.14,,,Total,,,Thousands,1/,TF,125,145,167,195,178,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,1.15,266-1.15,,,,Personal,,Thousands,,,91,122,134,151,137,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,1.18,266-1.18,,,,Business and professional,,Thousands,,,34,23,33,44,41,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,0,270-0,GAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad. arrivals by air only.
270,1.14,270-1.14,,,Total,,,Thousands,1/,TF,45,77,85,91,96,79,57,81,89,90,108,125,142,147,142,91,106,..,..,..,134.60000000000002,161.09999999999997,162,209.10000000000002,235.7,..,102.4,182.79999999999998,
270,1.15,270-1.15,,,,Personal,,Thousands,,,45,77,85,91,96,79,57,81,89,89,103,122,140,139,101,70,85,..,..,..,133.3,159.89999999999998,156.4,199.70000000000002,231.7,..,96,164.2,
270,1.18,270-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,1,5,3,2,8,41,21,21,..,..,..,1.3,1.2,5.6,9.4,4,..,6.4,18.6,
268,0,268-0,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Departures at national borders.
268,1.14,268-1.14,,,Total,,,Thousands,1/,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5255.999999999999,5392.7,6482.9,7203.3,7725.8,..,..,4704,
268,1.15,268-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4722.299999999999,4847.2,5950.799999999999,6579.5,6894.3,..,..,4392.2,
268,1.18,268-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,533.7,545.5,532.1,623.8,831.5,..,..,311.8,
280,0,280-0,GERMANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1.14,280-1.14,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
280,1.15,280-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
280,1.18,280-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
288,0,288-0,GHANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.
288,1.14,288-1.14,,,Total,,,Thousands,1/,TF,..,..,..,..,..,399,439,483,531,584,428,497,587,698,803,..,..,..,..,..,..,932.5999999999999,969.1,956.4,1130.4,355.1,623.5,..,
288,1.15,288-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,254,279,307,338,371,270,308,329,419,482,..,..,..,..,..,..,446.7,283.9,331.9,508.7,158.7,346.70000000000005,..,
288,1.18,288-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,145,160,176,193,213,158,189,258,279,321,..,..,..,..,..,..,485.9,685.2,624.5,621.7,196.4,276.8,..,
300,0,300-0,GREECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1.14,300-1.14,,,Total,,,Thousands,,VF,10712,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
300,1.15,300-1.15,,,,Personal,,Thousands,,,9748,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
300,1.18,300-1.18,,,,Business and professional,,Thousands,,,964,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
308,0,308-0,GRENADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air only.
308,1.14,308-1.14,,,Total,,,Thousands,1/,TF,108,..,110,104,..,83,116,132,143,134,98,119,130,130,114,110,118,105.3,106,125.20000000000002,132.5,135.4,146.4,161,162.9,43.8,42,132.8,
308,1.15,308-1.15,,,,Personal,,Thousands,,,98,..,98,91,..,71,104,113,121,103,79,100,104,104,95,89,98,95.5,98.7,113.30000000000001,121.10000000000001,120.6,134.4,149.7,152.1,40.8,39.1,124.9,
308,1.18,308-1.18,,,,Business and professional,,Thousands,,,10,..,12,13,..,12,12,19,22,31,19,19,26,26,19,21,20,9.8,7.3,11.9,11.4,14.8,12,11.3,10.8,3,2.9,7.9,
312,0,312-0,GUADELOUPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air; excluding the north islands (Saint Martin and Saint Barthelemy).
312,1.14,312-1.14,,,Total,,,Thousands,1/,TF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,392,418,..,646,486,512,..,..,..,..,..,..,..,
312,1.15,312-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,369,393,..,622,408,435,..,..,..,..,..,..,..,
312,1.18,312-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23,25,..,24,78,77,..,..,..,..,..,..,..,
316,0,316-0,GUAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Arrivals by air and sea. Up to 2015, civilian arrivals by air only."
316,1.14,316-1.14,,,Total,,,Thousands,1/,TF,..,..,1373,1129,1156,1269,1332,1023,851,1121,1185,1184,1181,1092,1044,1188,1150,1299,1329,1331,1382.8,1517.4,1544.0000000000002,1532.3999999999999,1655.6000000000001,273.90000000000003,61.800000000000004,275.9,
316,1.15,316-1.15,,,,Personal,,Thousands,,,..,..,1347,1106,1135,1249,1314,1006,834,1090,1148,1149,1145,1061,1007,1146,1111,1255,1287,1286,1340.8,1464,1474.3000000000002,1485.6,1604.4,264.1,56.7,261.9,
316,1.18,316-1.18,,,,Business and professional,,Thousands,,,..,..,26,23,21,20,18,17,17,31,37,35,36,31,37,42,39,44,42,45,42,53.4,69.7,46.8,51.2,9.8,5.1,14,
320,0,320-0,GUATEMALA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1.14,320-1.14,,,Total,,,Thousands,,VF,564,520,576,..,..,..,..,..,..,..,..,1502,1627,1715,1310.8,1383.6,1434.2999999999997,1491.3000000000002,1515.6000000000001,1738.9,1865.2000000000003,1906.2,2113.2,2405.9,2559.6,594,665.9999999999999,1844.8000000000002,
320,1.15,320-1.15,,,,Personal,,Thousands,,,389,359,397,..,..,..,..,..,..,..,..,1187,1285,1320,1065.5,1101.3,1151.1999999999998,1196.4,1216.9,1401.8,1469.8000000000002,1669.3,1811.5,2067.1,2203.2,509.29999999999995,531.5999999999999,1534.2,
320,1.18,320-1.18,,,,Business and professional,,Thousands,,,175,161,179,..,..,..,..,..,..,..,..,315,342,395,245.3,282.3,283.1,294.9,298.7,337.1,395.4,236.9,301.7,338.8,356.4,84.7,134.4,310.6,
324,0,324-0,GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air at Conakry airport.
324,1.14,324-1.14,,,Total,,,Thousands,1/,TF,..,..,..,23,27,32,37,42,44,45,45,46,30,23.7,..,12.4,131.1,96.1,56.1,33.2,35.3,63,99.3,..,..,..,..,..,
324,1.15,324-1.15,,,,Personal,,Thousands,,,..,..,..,4,13,16,19,22,24,26,25,26,18,14,..,5.5,76.3,57.699999999999996,27.5,17.6,17.1,30,47.3,..,..,..,..,..,
324,1.18,324-1.18,,,,Business and professional,,Thousands,,,..,..,..,19,14,16,18,20,20,19,20,20,12,9.7,..,6.9,54.8,38.4,28.6,15.6,18.2,33,52,..,..,..,..,..,
624,0,624-0,GUINEA-BISSAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Arrivals at ""Osvaldo Vieira"" Airport."
624,1.14,624-1.14,,,Total,,,Thousands,1/,TF,..,..,..,..,..,..,7.7,..,..,..,5,11.600000000000001,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
624,1.15,624-1.15,,,,Personal,,Thousands,,,..,..,..,..,..,..,4.5,..,..,..,3.2,7.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
624,1.18,624-1.18,,,,Business and professional,,Thousands,,,..,..,..,..,..,..,3.2,..,..,..,1.8,4.4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
328,0,328-0,GUYANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,1.14,328-1.14,,,Total,,,Thousands,,TF,106,92,76,..,..,..,..,..,..,..,..,..,..,..,..,151.9,156.89999999999998,176.7,200.1,205.79999999999998,206.9,235.3,247.3,286.8,314.70000000000005,86.60000000000001,158.39999999999998,288.3,
328,1.15,328-1.15,,,,Personal,,Thousands,,,101,90,74,..,..,..,..,..,..,..,..,..,..,..,..,132.3,138.2,158.5,179.4,182.6,179.8,205.3,215.8,251.2,268.1,70.9,131.2,235.5,
328,1.18,328-1.18,,,,Business and professional,,Thousands,,,5,2,2,..,..,..,..,..,..,..,..,..,..,..,..,19.6,18.7,18.2,20.7,23.2,27.1,30,31.5,35.6,46.6,15.7,27.2,52.8,
332,0,332-0,HAITI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals by air. Including nationals residing abroad.
332,1.14,332-1.14,,,Total,,,Thousands,1/,TF,145,..,149,147,143,..,..,..,136,96,112,108,386,258,387,255,348,..,419.79999999999995,465.2,515.8,444.9,467.1,447.4,286.09999999999997,202.7,148.4,..,
332,1.15,332-1.15,,,,Personal,,Thousands,,,119,..,122,120,117,..,..,..,118,82,90,86,309,238,326,211,303,..,366.79999999999995,413.9,462.8,403.4,427.70000000000005,416.9,269.4,192.7,139.1,..,
332,1.18,332-1.18,,,,Business and professional,,Thousands,,,26,..,27,27,26,..,..,..,18,14,22,22,77,20,61,44,45,..,53,51.3,53,41.5,39.4,30.5,16.7,10,9.3,..,
340,0,340-0,HONDURAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by main purpose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1.14,340-1.14,,,Total,,,Thousands,,TF,270,263,306,321,371,471,518,549,611,641,673,739,804,869,836,862,871,895,862,868,880.1999999999999,837.5999999999999,850.0999999999999,846.8,724.3,204.2,459.2,844.4,
340,1.15,340-1.15,,,,Personal,,Thousands,,,220,204,260,265,306,402,449,466,518,544,571,603,543,583,547,626,661,647,683,657,696.8,678.3,690.8,703.8,621.5999999999999,184,420.5,771.8,
