INDEX,Unnamed: 1,Unnamed: 2,1. INBOUND TOURISM: Arrivals by mode of transport,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1.19,430-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,1.20,430-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,1.21,430-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
430,1.22,430-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,0,434-0,LIBYA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,1.19,434-1.19,,,Total,,,Thousands,,VF,..,1276,913,850,965,963,953,858,952,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,1.20,434-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,343,309,342,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,1.21,434-1.21,,,,Water,,Thousands,,,..,51,36,34,39,38,20,18,19,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
434,1.22,434-1.22,,,,Land,,Thousands,,,..,1225,877,816,926,925,590,531,591,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,0,438-0,LIECHTENSTEIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1.19,438-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,1.20,438-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,1.21,438-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
438,1.22,438-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
440,0,440-0,LITHUANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1.19,440-1.19,,,Total,,,Thousands,,TF,..,832,1012,1416,1422,1083,1270,1428,1491,1801,2000,2180,1486,1611,1341,1507,1775,1900,2012,2062,2072,2296,2523.4,2824.9,2874.5,936.6999999999999,947.7,2168.7,
440,1.20,440-1.20,,,,Air,,Thousands,,,..,106,132,132,138,149,148,161,185,199,320,400,517,579,422,510,605,655,704,736,785,908,1044.1,1233.9,1325.7,345.9,436.8,1023,
440,1.21,440-1.21,,,,Water,,Thousands,,,..,65,64,40,56,58,40,38,55,66,95,170,41,39,38,49,26,33,31,29,31,34,39.7,48.9,26.9,57.1,18.4,26.9,
440,1.22,440-1.22,,,,Land,,Thousands,,,..,661,816,1244,1228,876,1082,1229,1251,1536,1585,1610,928,993,881,948,1144,1212,1277,1297,1256,1354,1439.6000000000001,1542.1,1521.9,533.6999999999999,492.50000000000006,1118.8,
442,0,442-0,LUXEMBOURG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,1.19,442-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,1.20,442-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,1.21,442-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
442,1.22,442-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
446,0,446-0,"MACAO, CHINA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2008: according to Statistics and Census Service, the visitor arrivals figures from year 2008 onward will not include other non-residents namely workers, students, etc."
446,1.19,446-1.19,,,Total,,,Thousands,1/,VF,7752.495,8151.054999999999,7000.37,6948.535000000001,7443.924000000001,9162.212,10278.973000000002,11530.841,11887.876,16672.556,18711.187,21998.122,27003.37,22933.185,21752.751,24965.411,28002.279000000002,28082.292,29324.822,31525.631999999998,30714.627999999997,30950.336,32610.506,35803.663,39406.181,5896.848,7705.942999999999,5700.339,
446,1.20,446-1.20,,,,Air,,Thousands,,,32.67,408.995,537.209,512.18,672.89,834.203,861.795,905.387,654.603,861.783,1040.101,1236.178,1473.754,1665.227,1619.099,1634.062,1681.68,1767.771,1949.73,2055.199,2089.774,2413.317,2744.635,3295.8,3847.376,436.936,501.387,241.186,
446,1.21,446-1.21,,,,Water,,Thousands,,,5989.222,6041.204,4838.576,4687.055,4436.328,5190.517,5267.734,5700.711,5174.587,6304.563,6719.895,7655.855,8980.381,9173.206,8684.809,10244.087,11020.999,11484.84,11557.593,12080.543,11413.908,10777.447,11236.083,10355.396,6267.619,426.298,200.821,166.045,
446,1.22,446-1.22,,,,Land,,Thousands,,,1730.603,1700.856,1624.585,1749.3,2334.706,3137.492,4149.444,4924.743,6058.686,9506.21,10951.191,13106.089,16549.235,12094.752,11448.843,13087.262,15299.6,14829.681,15817.499,17389.89,17210.946,17759.572,18629.788,22152.467,29291.186,5033.614,7003.735,5293.108,
450,0,450-0,MADAGASCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Cruise passengers only.
450,1.19,450-1.19,,,Total,,,Thousands,,TF,75,83,101,121,138,160,170,62,139,229,277,312,344,375,163,196,225,256,196,222,282,333,285,360,486,87.1,7.8,..,
450,1.20,450-1.20,,,,Air,,Thousands,,,75,83,101,121,138,160,170,62,139,229,277,312,344,375,163,196,225,256,196,222,244,293,255,291,384,68.3,7.8,..,
450,1.21,450-1.21,,,,Water,,Thousands,1/,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,40,30,69,102,18.8,..,..,
450,1.22,450-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
454,0,454-0,MALAWI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Departures. 2018 estimates.
454,1.19,454-1.19,,,Total,,,Thousands,1/,TF,192,193,207,220,254,228,266,383,424,427,438,638,735,742,755,746,767,770.4,795.0999999999999,819.1,804.9000000000001,849.3,837.3,871.2,978.3,198.9,432,..,
454,1.20,454-1.20,,,,Air,,Thousands,,,54,59,70,75,86,74,84,94,114,114,106,201,232,227,251,224,227,198.5,219.8,230.4,220.6,233.2,129.2,134.4,347.3,38.6,136.1,..,
454,1.21,454-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,3,7,5,9,15,21,4,4,3.1,9.1,4.7,2,2.3,1.2,1.3,1,0.8,0.4,..,
454,1.22,454-1.22,,,,Land,,Thousands,,,138,134,137,145,168,154,182,289,310,310,325,432,494,500,483,518,536,568.8,566.1999999999999,584,582.3000000000001,613.8,706.9,735.5,630,159.5,295.5,..,
458,0,458-0,MALAYSIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including Singapore residents crossing the frontier by road through Johore Causeway.
458,1.19,458-1.19,,,Total,,,Thousands,1/,TF,7122,6775,5859,5203,7456,9609,12062,12644,10085,14651,15420,16236,19217,19762,..,..,..,..,25715.3,27437.300000000003,25721.2,26757,25948.4,25832.300000000003,26100.7,4333,134.7,..,
458,1.20,458-1.20,,,,Air,,Thousands,,,1830,1680,1906,1559,1933,3265,2827,2434,1810,1988,2846,3348,4032,4883,..,..,..,..,7095.7,7789,7450.4,6192,6606.3,8965.4,9613.9,1648,69.3,..,
458,1.21,458-1.21,,,,Water,,Thousands,,,207,224,201,427,762,371,420,245,265,330,449,523,1005,832,..,..,..,..,737.6,836.6,971.4,1368,1059.8,1179.5,1289.2,313,1.6,..,
458,1.22,458-1.22,,,,Land,,Thousands,,,5085,4871,3752,3217,4761,5973,8815,9965,8010,12333,12125,12365,14180,14047,..,..,..,..,17882,18811.7,17299.4,19197,18282.3,15687.400000000001,15197.6,2372,63.8,..,
462,0,462-0,MALDIVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1.19,462-1.19,,,Total,,,Thousands,,TF,315,339,366,396,430,467,461,485,564,617,395,602,676,683,656,792,931,958,1125,1205,1234,1286,1390,1484,1703,555,1322,1675,
462,1.20,462-1.20,,,,Air,,Thousands,,,315,339,366,396,430,467,461,485,564,617,395,602,676,683,656,792,931,958,1125,1205,1234,1286,1390,1484,1703,555,1322,1675,
462,1.21,462-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
462,1.22,462-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,0,466-0,MALI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2015: partial data corresponding to Bih frontier, in the Mopti region."
466,1.19,466-1.19,,,Total,,,Thousands,,TF,42,98,75,83,82,86,89,96,110,113,143,153,164,..,160,169,160,134,142,168,159.1,173.2,193,203,217,75,168,..,
466,1.20,466-1.20,,,,Air,,Thousands,,,42,98,75,83,82,86,89,96,110,113,143,153,164,..,116,129,130,101,121,152,159,173.2,193,203,217,75,168,..,
466,1.21,466-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
466,1.22,466-1.22,,,,Land,,Thousands,1/,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44,40,30,33,21,16,0.1,..,..,..,..,..,..,..,
470,0,470-0,MALTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ From 2004 data based on departures by air and by sea.
470,1.19,470-1.19,,,Total,,,Thousands,1/,TF,1116,1054,1111,1182,1214,1216,1180,1133,1126,1156,1171,1124,1244,1291,1182,1339,1415,1443,1582,1689.8,1782.7,1966,2273.7999999999997,2599,2753,658.6,968,2286.6,
470,1.20,470-1.20,,,,Air,,Thousands,,,1039,973,1040,1102,1143,1177,1145,1098,1097,1127,1151,1104,1224,1270,1166,1309,1375,1401,1539,1641.3,1737.7,1918,2226.6,2552,2702,640,944,2231.5,
470,1.21,470-1.21,,,,Water,,Thousands,,,77,81,71,80,71,39,35,35,29,29,20,20,20,21,16,30,40,42,43,48.5,45,48,47.2,47,51,18.6,24,55.1,
470,1.22,470-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,0,584-0,MARSHALL ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 2014-2018 Source: South Pacific Tourism Organisation - Regional Tourism Resource Centre.
584,1.19,584-1.19,,,Total,,,Thousands,1/,TF,5.5,6.2,6.4,6.4,4.6,5.2,5.4,6,7.2,9,9.2,5.8,7.2,6,5.4,4.6,4.6,4.6,..,4.9,6.3,5.4,6,6.8,6.1,1.2,0.035,..,
584,1.20,584-1.20,,,,Air,,Thousands,,,5.5,6.2,6.4,6.4,4.6,5.2,5.4,6,7.2,7,7.5,5.8,7.2,6,4.9,4.6,4.6,4.6,..,4.9,6.3,5.4,6,6.8,6.1,1.2,0.035,..,
584,1.21,584-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,2,1.7,..,..,..,0.5,..,..,..,..,..,..,..,..,..,..,..,..,..,
584,1.22,584-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
474,0,474-0,MARTINIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,1.19,474-1.19,,,Total,,,Thousands,,TF,..,477,513,549,564,526,460,447,454,471,484,503,501,481,442,478,496,488,490,489.5,487.3,519.3,535.7,537,556.3000000000001,312.3,291,556.1,
474,1.20,474-1.20,,,,Air,,Thousands,,,..,425,464,498,511,475,419,393,384,404,439,465,469,457,418,451,475,462,476,473.1,461.8,495.9,519.5,515,517.2,300.2,282.1,522.1,
474,1.21,474-1.21,,,,Water,,Thousands,,,..,52,49,51,53,51,41,54,70,67,45,38,32,24,24,27,21,26,14,16.4,25.5,23.4,16.2,22,39.1,12.1,8.9,34,
474,1.22,474-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,0,478-0,MAURITANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,1.19,478-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,1.20,478-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,1.21,478-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
478,1.22,478-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
480,0,480-0,MAURITIUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,1.19,480-1.19,,,Total,,,Thousands,,TF,422,486,536,558,578,656,660,682,702,719,761,788,907,930,871,935,965,965.4,993,1038,1151,1275,1341.8999999999999,1399.4,1383.4,309,179.7,997.3000000000001,
480,1.20,480-1.20,,,,Air,,Thousands,,,416,480,529,541,564,646,650,668,690,708,748,775,895,914,848,911,940,948.5,980,1035,1132,1247,1312.3,1359.7,1338.2,279.3,178.7,990.1,
480,1.21,480-1.21,,,,Water,,Thousands,,,6,6,7,17,14,10,10,14,12,11,13,13,12,16,23,24,25,16.9,13,3,19,28,29.6,39.7,45.2,29.7,1,7.2,
480,1.22,480-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
484,0,484-0,MEXICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Including nationals residing abroad.
2/ Including rail."
484,1.19,484-1.19,,,Total,,,Thousands,1/,TF,20241,21395,19351,19392,19043,20641,19810,19667,18665,20618,21915,21352,21606,22931,21346,23290,23403,23403,24150.6,29346,32093,35079,39291,41312.7,45024.4,24283.5,31860.4,38325.5,
484,1.20,484-1.20,,,,Air,,Thousands,,,5626,6317,6978,7086,7301,7973,7662,7334,7696,8870,9936,10153,10617,11007,8675,10619,10844,11361,12221.3,13463,15248,16878,18548,19368,19634.9,8337.6,14602.1,21329.1,
484,1.21,484-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
484,1.22,484-1.22,,,,Land,,Thousands,2/,,14615,15078,12373,12306,11742,12668,12148,12333,10969,11748,11979,11199,10989,11924,12671,12671,12559,12042,11929.3,15883,16845,18201,20743,21944.7,25389.5,15945.9,17258.3,16996.4,
583,0,583-0,"MICRONESIA, FEDERATED STATES OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,1.19,583-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,1.20,583-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,1.21,583-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
583,1.22,583-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
498,0,498-0,"MOLDOVA, REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,1.19,498-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
498,1.20,498-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
498,1.21,498-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
498,1.22,498-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,0,492-0,MONACO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,1.19,492-1.19,,,Total,,,Thousands,,THS,..,..,..,..,..,..,270,262,235,250,286,313,328,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,1.20,492-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,169,169,151,168,196,222,230,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,1.21,492-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,101,93,84,82,90,91,98,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
492,1.22,492-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,0,496-0,MONGOLIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,1.19,496-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,1.20,496-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,1.21,496-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
496,1.22,496-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
499,0,499-0,MONTENEGRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,1.19,499-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
499,1.20,499-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
499,1.21,499-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
499,1.22,499-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
500,0,500-0,MONTSERRAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,1.19,500-1.19,,,Total,,,Thousands,,TF,..,..,..,..,..,..,9.8,9.8,8.4,10.1,9.7,8,7.8,7.3999999999999995,6.3,6,5.3999999999999995,7.3,7.2,8.8,8.899999999999999,8.7,9.5,10.2,10.4,4.5,1.6,..,
500,1.20,500-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,1.8,1.9,1.3,1.6,5.6,7.9,7.7,6.8,5.6,5.1,4.1,4.1,4.5,4.1,4.1,6,4.1,4.4,4,1.9,1.6,..,
500,1.21,500-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,8,7.9,7.1,8.5,4.1,0.1,0.1,0.6,0.7,0.9,1.3,3.2,2.7,4.7,4.8,2.7,5.4,5.8,6.4,2.6,..,..,
500,1.22,500-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
504,0,504-0,MOROCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.
504,1.19,504-1.19,,,Total,,,Thousands,1/,TF,2602,2693,3072,3095,3816,4278,4380,4453,4761,5477,5844,6558,7408,7879,8341,9289,9342,9375,10046.2,10283,10176.8,10331.8,11349.4,12288.6,12932.199999999999,2777.8,3721.8,10868.8,
504,1.20,504-1.20,,,,Air,,Thousands,,,1153,1277,1431,1581,1853,2110,2146,2095,2139,2548,2986,3549,4395,4792,5108,6136,6254,6019,6691.4,6950,6772.3,6804,7619.3,8399.5,9081.5,2265.1,3461.2,7546.9,
504,1.21,504-1.21,,,,Water,,Thousands,,,1008,1021,1187,989,1455,1612,1637,1655,1881,2201,2040,1937,1745,1756,1913,1924,1902,1941,1993.1,2036,2113.1,2198.3,2482.5,2471.6,2320.9,293.3,250.8,1422.3,
504,1.22,504-1.22,,,,Land,,Thousands,,,441,395,454,525,508,556,597,703,741,728,818,1072,1268,1331,1320,1229,1186,1415,1361.7,1297,1291.4,1329.5,1247.6,1417.5,1529.8,219.4,9.8,1899.6,
508,0,508-0,MOZAMBIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 2008: Change of methodology. Until 2007 the data correspond only to 12 border posts. From 2008, the data of all the border posts of the country are used."
508,1.19,508-1.19,,,Total,,,Thousands,1/,VF,..,..,..,..,..,..,404,943,726,711,954,664,771,1439,1711,1836,2013,2206,1970,1750.6,1634,1715.3,1513.7,2869.8,2033,960,548.9,..,
508,1.20,508-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,15,55,70,116,156,140,54,109,190,508,604,730,675,738.5,616,605.2,534.1,1012.6,843,434,219.9,..,
508,1.21,508-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,1,0.1,..,
508,1.22,508-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,389,888,656,595,798,524,717,1330,1521,1328,1409,1476,1295,1012.1,1018,1110.1,979.6,1857.2,1187,525,328.9,..,
104,0,104-0,MYANMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 2016: change in the methodology.
104,1.19,104-1.19,,,Total,,,Thousands,1/,TF,194,490,491,478,435,416,475,487,597,657,660,630,716,732,763,792,816,1059,2044,3081.3,4681,2907,3443.1,3551.4000000000005,4364.1,903.4,131,233.4,
104,1.20,104-1.20,,,,Air,,Thousands,,,117,172,189,201,198,206,202,215,203,240,230,261,246,191,236,308,385,586,796,1082,1220.9,1214,1314.1,1335.7,1792.4,330.4,18.6,90.8,
104,1.21,104-1.21,,,,Water,,Thousands,,,2,3,3,3,1,1,3,2,3,2,2,3,2,3,2,1,3,3,6,18.6,26.8,11,6.9,9.4,8.7,1.1,0.8,1.2,
104,1.22,104-1.22,,,,Land,,Thousands,,,75,315,299,274,236,209,270,270,391,415,428,366,468,538,525,483,428,470,1242,1980.7,3433.3,1682,2122.1,2206.3,2563,571.9,111.6,141.4,
516,0,516-0,NAMIBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.19,516-1.19,,,Total,,,Thousands,,TF,..,112,121,..,..,..,670,757,691,167,777,833,929,931,..,984,1027.2,1079,1176.1,1320.1,1387.7,1469.3,1499.4,1557.1999999999998,1596,169.6,232.8,461,
