INDEX,Unnamed: 1,Unnamed: 2,1. INBOUND TOURISM: Arrivals by mode of transport,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
196,1.21,196-1.21,,,,Water,,Thousands,1/,,94,87,95,112,127,209,124,64,96,121,178,221,246,221,225,271,216,163,207,135,108,85,77,62,112.3,..,..,..,
196,1.22,196-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,0,203-0,CZECH REPUBLIC (CZECHIA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.19,203-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,1.20,203-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,1.21,203-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
203,1.22,203-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
208,0,208-0,DENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.19,208-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
208,1.20,208-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
208,1.21,208-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
208,1.22,208-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,0,262-0,DJIBOUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1.19,262-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133,142,168,75,114,145,
262,1.20,262-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,133,142,168,75,114,145,
262,1.21,262-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,1.22,262-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,0,212-0,DOMINICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.19,212-1.19,,,Total,,,Thousands,,TF,68,69,68,67,78,72,68,71,77,82,79,85,80,81,75,77,76,79,78,81.5,75,78.4,72.3,64,90,21.6,14.8,61.1,
212,1.20,212-1.20,,,,Air,,Thousands,,,44,47,48,47,54,50,47,49,52,56,58,62,56,55,48,49,48,47,47,51,44,47.6,42.4,37.3,50,13.2,14.4,38.5,
212,1.21,212-1.21,,,,Water,,Thousands,,,24,22,20,20,24,22,21,22,25,26,21,23,24,26,27,28,28,32,31,30.5,31,30.8,29.9,26.7,40,8.4,0.4,22.6,
212,1.22,212-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,0,214-0,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1.19,214-1.19,,,Total,,,Thousands,,VF,1806,2037,2482,2702,2932,3161,3090,3058,3680,3907,3981,4268,4365,4455,4489,4478,4654,4901,5114,5576.4,6129,6768.6,7296,7550.9,7550,2748,5327.400000000001,8488.8,
214,1.20,214-1.20,,,,Air,,Thousands,,,1776,1926,2211,2309,2649,2978,2882,2811,3282,3450,3691,3965,3980,3980,3992,4125,4306,4563,4690,5141.4,5600,5959.3,6188,6568.9,6446,2405,4994.3,7163.4,
214,1.21,214-1.21,,,,Water,,Thousands,,,30,111,271,393,283,183,208,247,398,457,290,303,385,475,497,353,348,338,424,435,529,809.3,1108,982,1104,343,333.1,1325.4,
214,1.22,214-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
218,0,218-0,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.
218,1.19,218-1.19,,,Total,,,Thousands,1/,VF,439,494,530,511,517,628,641,683,761,819,860,840,937,1005,968,1047,1141,1271.9,1364,1694.5000000000002,1676.4,1569.1,1805.5,2535.1,2107.7,507.3,669.3999999999999,1264.8999999999999,
218,1.20,218-1.20,,,,Air,,Thousands,,,281,307,348,353,343,383,422,432,450,496,540,557,639,714,699,750,783,848.3,959,1187.4,1176.7,1101.8,1138.2,1192.5,1220.5,394.6,651.3,1040.1,
218,1.21,218-1.21,,,,Water,,Thousands,,,9,11,9,10,6,5,5,6,5,8,5,4,7,9,8,8,21,27.2,12,64.4,65,61.5,55,44.3,49.6,9.5,3.3,18.7,
218,1.22,218-1.22,,,,Land,,Thousands,,,149,176,173,148,168,240,214,245,306,315,315,279,291,282,261,289,337,396.4,393,442.7,434.7,405.8,612.3,1298.3,837.6,103.2,14.8,206.1,
818,0,818-0,EGYPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1.19,818-1.19,,,Total,,,Thousands,,VF,2871.3999999999996,3528.2,3656.9300000000003,3213.1000000000004,4489.400000000001,5115.9,4347,4905.799999999999,5746.099999999999,7794.6,8244.3,8645.7,10610.100000000002,12295.5,11913.6,14051.300000000001,9496.900000000001,11195.800000000001,9173.599999999999,9628.2,9138.900000000001,5257.8,8156.599999999999,11195.900000000001,12875.6,3618.6000000000004,7966.900000000001,11625,
818,1.20,818-1.20,,,,Air,,Thousands,,,2075.5,2581.2,2744.57,2280.8,3541.5,4209.7,3790.2,4279.9,4840.9,6735.8,7209.5,7610.5,9435.7,10960.1,10773.4,12615.6,8158.8,9851.7,8237.4,9010.4,8521,4593.6,7300.3,9975.7,11316.6,3268.8,7342.3,10326.3,
818,1.21,818-1.21,,,,Water,,Thousands,,,90.7,204.8,173.9,144.1,148.3,173.2,159.8,151.4,156.5,178.2,234.5,223.2,268.2,286.8,242.5,277.5,185.4,234.7,232.9,125.6,100.2,92.8,91.4,100,100.4,13.9,32.6,73.5,
818,1.22,818-1.22,,,,Land,,Thousands,,,705.2,742.2,738.46,788.2,799.6,733,397,474.5,748.7,880.6,800.3,812,906.2,1048.6,897.7,1158.2,1152.7,1109.4,703.3,492.2,517.7,571.4,764.9,1120.2,1458.6,335.9,592,1225.2,
222,0,222-0,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.19,222-1.19,,,Total,,,Thousands,,TF,235,283,387,541,658,795,735,799,720,951,1127,1279,1339,1385,1091,1149,1184,1255,1283,1345.1999999999998,1402,1433.6,1556.1,1677.3,1765.6,549,1219,1891.3000000000002,
222,1.20,222-1.20,,,,Air,,Thousands,,,154,164,206,189,230,234,224,253,262,449,499,483,527,490,430,426,470,541,589,591.3,599,615.8,642.5,727.4,772.9,293,813,1010.2,
222,1.21,222-1.21,,,,Water,,Thousands,,,..,..,..,..,5,5,6,5,1,1,1,1,1,3,..,..,..,..,..,..,..,..,0.3,..,..,..,..,..,
222,1.22,222-1.22,,,,Land,,Thousands,,,81,119,181,352,423,556,505,541,457,501,627,795,811,892,661,723,714,714,694,753.9,803,817.8,913.3,949.9,992.7,256,406,881.1,
226,0,226-0,EQUATORIAL GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.19,226-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,1.20,226-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,1.21,226-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
226,1.22,226-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
232,0,232-0,ERITREA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.
232,1.19,232-1.19,,,Total,,,Thousands,1/,VF,315,417,410,188,57,70,113,101,80,87,83,78,81,70,79,84,107,129,141,119,114,142,..,..,..,..,..,..,
232,1.20,232-1.20,,,,Air,,Thousands,,,56,58,62,35,26,34,59,51,49,51,45,35,38,38,35,40,42,79,48,45,32,84,..,..,..,..,..,..,
232,1.21,232-1.21,,,,Water,,Thousands,,,5,3,5,2,3,3,2,2,2,2,1,2,2,1,..,..,..,1,1,1,1,1,..,..,..,..,..,..,
232,1.22,232-1.22,,,,Land,,Thousands,,,254,356,343,151,28,33,52,48,29,34,37,41,41,31,44,44,65,49,92,73,81,57,..,..,..,..,..,..,
233,0,233-0,ESTONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1.19,233-1.19,,,Total,,,Thousands,,VF,2110,2444,2618,2909,..,3310,3230,3253,3377,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
233,1.20,233-1.20,,,,Air,,Thousands,,,105,130,135,150,..,149,152,161,185,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
233,1.21,233-1.21,,,,Water,,Thousands,,,1585,1735,1770,1900,..,2221,2143,2212,2193,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
233,1.22,233-1.22,,,,Land,,Thousands,,,420,579,713,859,..,940,935,880,999,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
748,0,748-0,ESWATINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1.19,748-1.19,,,Total,,,Thousands,,VF,299,1337,1635,986,1253,1151,1312,1371,1543,..,1182,1200,1230,1186,1344,1342,1328,1279,1299,1324.6000000000001,1256,1278.6000000000001,1342.6,1277.2,1225.5,345.4,210.7,502.59999999999997,
748,1.20,748-1.20,,,,Air,,Thousands,,,23,22,20,21,17,20,13,14,17,..,22,22,27,27,26,25,22,23,22,16.2,20,20.4,20.1,19.5,19,11.4,11.6,37.2,
748,1.21,748-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
748,1.22,748-1.22,,,,Land,,Thousands,,,276,1315,1615,965,1236,1131,1299,1357,1526,..,1160,1178,1203,1159,1318,1317,1306,1256,1277,1308.4,1236,1258.2,1322.5,1257.7,1206.5,334,199.1,465.4,
230,0,230-0,ETHIOPIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Arrivals through all ports of entry; including nationals residing abroad.
230,1.19,230-1.19,,,Total,,,Thousands,1/,TF,103,109,139,112,115,136,148,156,180,184,227,330,358,383,427,468,523,596,681,770.4,864,870.6,933.4,849.1,811.5999999999999,270.6,518.2,896.5999999999999,
230,1.20,230-1.20,,,,Air,,Thousands,,,103,109,115,91,92,109,116,131,160,173,193,290,312,330,371,403,450,513,661,748.6,839,845.4,906.1,833.5,767.8,256.6,474.5,853.8,
230,1.21,230-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
230,1.22,230-1.22,,,,Land,,Thousands,,,..,..,24,21,23,27,32,25,20,11,34,40,46,53,56,65,73,83,20,21.8,25,25.2,27.3,15.6,43.8,14,43.7,42.8,
242,0,242-0,FIJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Excluding nationals residing abroad.
242,1.19,242-1.19,,,Total,,,Thousands,1/,TF,336,419,441,371,410,294,348,398,430,..,545,549,540,585,542,632,675,661,..,..,..,..,..,..,..,..,..,..,
242,1.20,242-1.20,,,,Air,,Thousands,,,313,396,424,365,404,287,342,390,422,..,537,538,527,570,528,613,654,642,..,..,..,..,..,..,..,..,..,..,
242,1.21,242-1.21,,,,Water,,Thousands,,,23,23,17,6,6,7,6,8,8,..,8,11,13,15,14,19,21,19,..,..,..,..,..,..,..,..,..,..,
242,1.22,242-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
246,0,246-0,FINLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Border Interview survey. Note: the survey was cancelled at the end of 2012.
246,1.19,246-1.19,,,Total,,,Thousands,1/,VF,..,..,..,3432,3363,3789,4252,4687,4527,4854,5038,5345,5736,6072,5695,6182,7260,7636,..,..,..,..,..,..,..,..,..,..,
246,1.20,246-1.20,,,,Air,,Thousands,,,..,..,..,1222,1208,1427,1558,1603,1577,1640,1734,1999,2049,2265,2036,2214,2533,2434,..,..,..,..,..,..,..,..,..,..,
246,1.21,246-1.21,,,,Water,,Thousands,,,..,..,..,1247,1104,1218,1241,1362,1287,1449,1538,1593,1694,1637,1606,1580,1722,1865,..,..,..,..,..,..,..,..,..,..,
246,1.22,246-1.22,,,,Land,,Thousands,,,..,..,..,963,1051,1144,1453,1722,1663,1765,1766,1753,1993,2170,2053,2388,3005,3337,..,..,..,..,..,..,..,..,..,..,
250,0,250-0,FRANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ 1985-2003: estimates based on surveys at national borders.
From 2004 source: DGE, Banque de France. Non resident visitor survey (EVE) - results 2018 provisional."
250,1.19,250-1.19,,,Total,,,Thousands,1/,TF,..,62405,66591,..,..,..,75202,..,..,74433,74988,77916,80852,79218,76764,76646.9,80498.6,81979.70000000001,83633.7,83701,84451.5,82682.2,86758.20000000001,89321.9,90914,..,..,..,
250,1.20,250-1.20,,,,Air,,Thousands,,,..,9136,9670,..,..,..,11574,..,..,14882,16325,17825,20710,21895,19520,18593.6,21190.4,22233.1,23580.5,23670,26326.8,26350.3,27508.9,28880.3,29395.1,..,..,..,
250,1.21,250-1.21,,,,Water,,Thousands,,,..,4527,4990,..,..,..,4470,..,..,7558,7488,7793,7675,7309,6962,7055.8,6652,6094.5,6677.2,5256,5607.2,5094.3,5814.4,5774.6,5877.5,..,..,..,
250,1.22,250-1.22,,,,Land,,Thousands,,,..,48742,51931,..,..,..,59158,..,..,51993,51175,52298,52467,50014,50282,50997.5,52656.2,53652.100000000006,53376,54775,52517.5,51237.6,53434.9,54667,55641.399999999994,..,..,..,
254,0,254-0,FRENCH GUIANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Survey at Cayenne-Rochambeau airport on departure.
254,1.19,254-1.19,,,Total,,,Thousands,1/,TF,..,..,..,..,..,..,65,65,..,..,..,..,..,..,..,..,..,..,..,..,87,96,111,..,..,..,..,..,
254,1.20,254-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,65,65,..,..,..,..,..,..,..,..,..,..,..,..,87,96,111,..,..,..,..,..,
254,1.21,254-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
254,1.22,254-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,0,258-0,FRENCH POLYNESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1.19,258-1.19,,,Total,,,Thousands,,TF,172,164,180,189,211,252,228,189,213,212,208,222,218,196,160,154,163,169,164,181,184,192,199,216,237,77,83,219,
258,1.20,258-1.20,,,,Air,,Thousands,,,166,164,180,189,211,252,228,189,213,212,208,222,218,196,160,154,163,169,164,181,184,192,199,216,237,77,83,219,
258,1.21,258-1.21,,,,Water,,Thousands,,,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
258,1.22,258-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,0,266-0,GABON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1.19,266-1.19,,,Total,,,Thousands,,TF,125,145,167,195,178,155,169,208,222,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,1.20,266-1.20,,,,Air,,Thousands,,,125,145,167,195,178,155,169,208,222,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,1.21,266-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
266,1.22,266-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
270,0,270-0,GAMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Including nationals residing abroad.
270,1.19,270-1.19,,,Total,,,Thousands,1/,TF,45,77,85,91,96,79,57,81,89,459,460,614,488,643,142,91,106,157,171,156,449,449.70000000000005,521.6,552,619.5,246.10000000000002,331.7,570,
270,1.20,270-1.20,,,,Air,,Thousands,,,45,77,85,91,96,79,57,81,89,90,108,125,143,147,142,91,106,157,171,156,135,161.1,162.1,209.1,235.8,89.2,102.4,182.8,
270,1.21,270-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,7,5,3,..,..,..,..,..,..,..,..,17,15,11.9,10.5,13.2,8.9,11.7,12.8,
270,1.22,270-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,362,347,486,345,496,..,..,..,..,..,..,297,273.6,347.6,332.4,370.5,148,217.6,374.4,
268,0,268-0,GEORGIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1.19,268-1.19,,,Total,,,Thousands,,VF,85,117,313,317,384,387,302,298,313,367,560,983,1051,1290,1500,2032,2711.7000000000003,4105.9,4954.4,5004.4,5256,5392.9,6482.799999999999,7203.4,7725.7,1513.3999999999999,1721.4,4703.8,
268,1.20,268-1.20,,,,Air,,Thousands,,,15,27,200,72,200,72,58,67,73,96,131,179,161,192,199,245,342.5,431,584.6,639.9,737.7,998.8,1439.7,1788.4,1829.3,269.2,877.2,1536.3,
268,1.21,268-1.21,,,,Water,,Thousands,,,..,..,..,..,..,52,34,40,45,34,..,50,41,48,54,57,47.3,42.4,41.7,40.5,36,36.1,31.7,32.5,40.5,13.3,6.9,18,
268,1.22,268-1.22,,,,Land,,Thousands,,,70,90,113,245,184,263,210,191,195,237,429,754,849,1050,1247,1730,2321.9,3632.5,4328.099999999999,4324,4482.3,4358,5011.4,5382.5,5855.9,1230.8999999999999,837.3,3149.5,
280,0,280-0,GERMANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1/ Passengers who come from abroad and land at major German airports. Including German tourists and business travelers returning to Germany from abroad. The nationality of the passengers in not reported.
2/ All passengers traveling from a foreign seaport to a German seaport. Including German tourists returning from abroad. The nationality of the passengers in not reported."
280,1.19,280-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70924,75672,77771,79298,88223,91924,95167,101306,106185,108928,28844,37417,79254,
280,1.20,280-1.20,,,,Air,,Thousands,1/,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70924,75672,77771,79298,82072,85658,88747,94671,99763,102244,26432,34307,73226,
280,1.21,280-1.21,,,,Water,,Thousands,2/,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6151,6266,6420,6635,6422,6684,2412,3110,6028,
280,1.22,280-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
288,0,288-0,GHANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1.19,288-1.19,,,Total,,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
288,1.20,288-1.20,,,,Air,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
288,1.21,288-1.21,,,,Water,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
288,1.22,288-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
300,0,300-0,GREECE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ 1995-2007: Information based on administrative data. From 2008 the information is based on the border survey conducted by the Bank of Greece.
300,1.19,300-1.19,,,Total,,,Thousands,1/,TF,10712,9782,10589,11364,12606,13567,14679,14918,14785,14268,15937,17284,16164,15939,14915,15007,16427,15517,17919.6,22033,23599,24799.4,27194.199999999997,30122.800000000003,31348.4,7374.4,14704.8,27835.5,
300,1.20,300-1.20,,,,Air,,Thousands,,,8479,7684,8148,8646,9962,10454,10841,10438,10417,9974,10915,11509,11920,11692,10748,10637,11671,10993,12302.4,14057,14981,16330.7,17947,20385.7,20709.4,5550.4,11630.4,21113.8,
300,1.21,300-1.21,,,,Water,,Thousands,,,1422,1127,1084,1282,1239,1308,1430,1535,1445,1510,1932,2255,1081,1080,1008,1031,948,790,807,701,632,860.8,973.3,934.9,1043.7,268.6,435.4,569.5,
300,1.22,300-1.22,,,,Land,,Thousands,,,811,971,1357,1436,1405,1805,2408,2945,2923,2784,3090,3520,3163,3167,3159,3339,3808,3734,4810.2,7275,7986,7607.9,8273.9,8802.2,9595.3,1555.3999999999999,2639,6152.2,
308,0,308-0,GRENADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1.19,308-1.19,,,Total,,,Thousands,,TF,108,108,111,116,126,128,123,132,142,134,99,119,130,130,113,110,133,125,128,150,155,155.6,168.4,186,188,54.199999999999996,46.800000000000004,149,
308,1.20,308-1.20,,,,Air,,Thousands,,,95,94,98,104,115,118,112,121,134,128,94,114,125,125,109,105,114,105,106,125,133,135.4,146.4,161,163,43.8,42.1,133.2,
308,1.21,308-1.21,,,,Water,,Thousands,,,13,14,13,12,11,10,11,11,8,6,5,5,5,5,4,5,19,20,22,25,22,20.2,22,25,25,10.4,4.7,15.8,
308,1.22,308-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
312,0,312-0,GUADELOUPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1.19,312-1.19,,,Total,,,Thousands,,VF,..,1236,1130,914,854,995,759,148,569,560,445,465,499,527,458,497,419,487,645,720,822,857,970,1166,..,..,..,..,
312,1.20,312-1.20,,,,Air,,Thousands,,,..,625,660,580,561,603,521,..,439,456,372,393,408,412,347,392,317,325,487,486,512,581,650,735,..,..,..,..,
312,1.21,312-1.21,,,,Water,,Thousands,,,..,611,470,334,293,392,238,148,130,104,73,72,91,115,111,105,102,162,158,234,310,276,320,431,..,..,..,..,
312,1.22,312-1.22,,,,Land,,Thousands,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
316,0,316-0,GUAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Arrivals by mode of transport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
