INDEX,Unnamed: 1,Unnamed: 2,1. INBOUND TOURISM: Tourism expenditure in the country,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
72,1.34,72-1.34,,,Travel,,,US$ Millions,,IMF,162,93,136,175,234,222,230,319,457,581,562,538,546,510,663,438,465,459,481,528,533,503,542,582,705,114.6,274.4,369.7,
72,1.35,72-1.35,,,Passenger transport,,,US$ Millions,,IMF,14,12,5,4,5,5,5,5,2,1,1,2,2.3,0.7,0.6,2.1,3.3,2.3,3.2,1.3,1.3,2,0.01,2.2,7.4,2.3,0.9,3.9,
76,0,76-0,BRAZIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,1.33,76-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,1085,744,1025,1398,1718,1969,1844,2142,2673,3389,4168,4577,5284,6109,5635,5522,6370,6623,6784,7405,6254,6613,6175,6324,6127,3099,3005,4967.8,
76,1.34,76-1.34,,,Travel,,,US$ Millions,,IMF,972,718,977,1317,1626,1810,1731,1998,2479,3222,3861,4316,4953,5785,5305,5261,6095,6378,6474,6843,5844,6024,5809,5921,5995,3044,2947,4952.3,
76,1.35,76-1.35,,,Passenger transport,,,US$ Millions,,IMF,113,26,48,81,92,159,113,144,194,167,307,261,331,324,330,261,275,245,310,562,410,589,366,403,132,55,58,15.5,
92,0,92-0,BRITISH VIRGIN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1.33,92-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,211,227,220,255,339,345,401,345,342,393,412,438,451,446,374,389,388,398,421,459,484,..,..,..,..,..,..,..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
92,1.34,92-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
92,1.35,92-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
96,0,96-0,BRUNEI DARUSSALAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1.33,96-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,118.3,
96,1.34,96-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,155,113,124,181,191,224,233,242,254,..,..,92,96,79,147,144,177,190,217,38,2,13.8,
96,1.35,96-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28,104.5,
100,0,100-0,BULGARIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1.33,100-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,662,541,517,1150,1184,1364,1262,1392,2051,2796,3063,3317,4181,4852,4273,3807,4297,3975,4410,4518,3568,4148,4663,5061,4832,1861.3999999999999,2734.1499999999996,3701.3999999999996,
100,1.34,100-1.34,,,Travel,,,US$ Millions,,IMF,473,388,369,966,932,1074,994,1096,1621,2202,2412,2612,3713,4306,3776,3343,3764,3462,3829,3927,3139,3637,4099,4468,4287,1705.8,2477.7,3366.2,
100,1.35,100-1.35,,,Passenger transport,,,US$ Millions,,IMF,189,153,148,184,252,290,268,296,430,594,651,705,468,546,497,464,533,513,581,591,429,511,564,593,545,155.6,256.45,335.2,
854,0,854-0,BURKINA FASO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,1.33,854-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,23,25,37,38,52,46,55,61,82,99,105,116,128,200,183,152,172,172,179,173,128,144.8,..,
854,1.34,854-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,19,20,25,24,40,45,53,56,62,66,72,75,84,153,135,109,122,117,121,116,75,81.6,..,
854,1.35,854-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,4,5,12,14,12,1,2,5,20,33,33,41,44,47,48,43,50,55,58,57,53,63.2,..,
108,0,108-0,BURUNDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1.33,108-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,2.4249942444170847,2.141381132740245,1.4400718034345503,1.3,1.2,1.4,0.9,1.6,1.2,1.7999999999999998,1.9,1.6,2.3,1.6,1.7,2.1,3.7,..,..,..,..,..,..,..,..,..,..,..,
108,1.34,108-1.34,,,Travel,,,US$ Millions,,IMF,1.4,1.2,0.6,0.4,0.7,0.8,0.5,1.1,0.7,1.2,1.5,1.3,1.3,1.3,1.5,1.8,2.5,1.5,2.3,4.1,2.2,1.9,3,3.9,..,..,..,..,
108,1.35,108-1.35,,,Passenger transport,,,US$ Millions,,IMF,1.0249942444170845,0.9413811327402449,0.8400718034345503,0.9,0.5,0.6,0.4,0.5,0.5,0.6,0.4,0.3,1,0.3,0.2,0.3,1.2,..,..,..,..,..,..,..,..,..,..,..,
132,0,132-0,CABO VERDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1.33,132-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,29,37,50,45,56,64,77,100,135,153,177,280,375,432,349,387,438,452,483,453,380,397,451,520,567.2,169,144.9,400.2,
132,1.34,132-1.34,,,Travel,,,US$ Millions,,IMF,10,11,15,20,29,41,54,65,87,99,122,209,304,352,286,278,368,394,422,405,347,365,426,488,502.2,159,144.9,400,
132,1.35,132-1.35,,,Passenger transport,,,US$ Millions,,IMF,19,26,35,25,27,23,23,35,48,54,55,71,71,80,63,109,70,58,61,48,33,32,25,32,65,10,..,0.2,
116,0,116-0,CAMBODIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1.33,116-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,71,117,99,129,240,345,429,509,441,673,929,1109,1169,1280,1463,1671,2258,2663,2895,3220,3419,3523,4024,4832,5312,1119,197,1529.3,
116,1.34,116-1.34,,,Travel,,,US$ Millions,,IMF,53,82,68,107,212,304,380,454,389,603,840,992,1020,1101,1336,1519,2084,2463,2660,2953,3137,3212,3639,4362,4773,1023,184,1415,
116,1.35,116-1.35,,,Passenger transport,,,US$ Millions,,IMF,18,35,31,22,28,41,49,55,52,70,89,117,149,179,127,152,174,200,235,267,282,311,385,470,539,96,13,114.3,
120,0,120-0,CAMEROON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,1.33,120-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,75,151,119,114,92,132,182,124,266,212,229,231,254,167,271,171,423,377,607,629,476,508,544,633,681,437,553.5,544.5,
120,1.34,120-1.34,,,Travel,,,US$ Millions,,IMF,36,104,84,85,60,57,73,62,182,158,175,181,226,156,270,159,409,349,576,595,450,505,525,581,653,437,552,541,
120,1.35,120-1.35,,,Passenger transport,,,US$ Millions,,IMF,39,47,35,29,32,75,109,62,84,54,54,50,28,11,1,12,14,28,31,34,26,3,19,52,28,..,1.5,3.5,
124,0,124-0,CANADA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1.33,124-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,9176,10073,10390,11049,12024,13035,12680,12744,12236,15135,15891,16837,17962,18190,15580,18440,19994,..,..,..,..,..,..,..,..,..,..,..,
124,1.34,124-1.34,,,Travel,,,US$ Millions,,IMF,7917,8607,8819,9414,10203,10778,10623,10687,10602,13029,13655,14556,15605,15667,13743,15830,16839,20156,20886,21580,20315,22676,25083,27269,29822,13612,14414,24241,
124,1.35,124-1.35,,,Passenger transport,,,US$ Millions,,IMF,1259,1466,1571,1635,1821,2257,2057,2057,1634,2106,2236,2281,2357,2523,1837,2610,3155,..,..,..,..,..,..,..,..,..,..,..,
136,0,136-0,CAYMAN ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1.33,136-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,394,368,501,534,525,559,585,607,518,523,356,509,481,518,458,465,472,489,500,565,680,708,832,911,964,260,45.7,..,1/ 1995-2015: country data.
136,1.34,136-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,708,793,871,919,251,39.1,..,
136,1.35,136-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,39,40,45,9,6.6,..,
140,0,140-0,CENTRAL AFRICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,1.33,140-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,CB,4,3,2,4,8,5,5,3,4,7.800000000000001,7.2,10.2,10.8,11.8,7.5,14.4,15,15,28,28,16,22.21,25.3,22,21.5,30.9,..,..,"1/ Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)"". 2003, 2004, 2009-2013: country data."
140,1.34,140-1.34,,,Travel,,,US$ Millions,1/,CB,..,..,..,..,..,..,..,..,..,6.4,5,8,8.4,9,4.5,11,11,11,24,28,16,21,24.8,21.3,20.9,30.4,..,..,
140,1.35,140-1.35,,,Passenger transport,,,US$ Millions,1/,CB,..,..,..,..,..,..,..,..,..,1.4,2.2,2.2,2.4,2.8,3,3.4,4,4,4,..,..,1.21,0.5,0.7,0.6,0.5,..,..,
148,0,148-0,CHAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,1.33,148-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,CB,43,22,22,15,15,14,23,25,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)""."
148,1.34,148-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
148,1.35,148-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
152,0,152-0,CHILE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1.33,152-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,1186,1209,1401,1431,1243,1179,1184,1221,1309,1571,1608,1853,2224,2481,2380,2362,2723,3185,3192,3221,3428,3762,4136,3937,3316,841,535.45,1907,
152,1.34,152-1.34,,,Travel,,,US$ Millions,,IMF,911,931,1103,1105,911,819,799,898,883,1095,1001,1149,1453,1594,1613,1552,1813,2177,2202,2278,2497,2683,3152,2897,2302,413,113,1023.6,
152,1.35,152-1.35,,,Passenger transport,,,US$ Millions,,IMF,275,278,298,326,332,360,385,323,426,476,607,704,771,887,767,810,910,1008,990,943,931,1079,984,1040,1014,428,422.45,883.4,
156,0,156-0,CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,1.33,156-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,12626,13229,15006,17318,19006,21742,18707,27755,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
156,1.34,156-1.34,,,Travel,,,US$ Millions,,IMF,8730,10200,12074,12602,14098,16231,17792,20385,17406,25739,29296,33949,37233,40843,39675,45814,48464,50028,51664,44044,44969,44432,38559,40386,35832,9951,11329.9,9582.6,
156,1.35,156-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,552,627,908,1087,1214,1357,1301,2016,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
170,0,170-0,COLOMBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,1.33,170-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,887,1362,1315,1216,1231,1313,1483,1237,1191,1535,1891,2370,2616,2966,3080,3473,3841,4409,4819,4941,5281,5631,5899,6655,6784,1932,3238.5,7321,
170,1.34,170-1.34,,,Travel,,,US$ Millions,,IMF,657,1120,1043,928,927,1030,1217,967,893,1227,1539,1915,1993,2342,2440,2797,3010,3460,3611,3825,4245,4522,4921,5621,5682,1568,2741,6223,
170,1.35,170-1.35,,,Passenger transport,,,US$ Millions,,IMF,230,242,272,288,304,283,266,270,298,308,352,455,623,624,640,676,831,949,1208,1116,1036,1109,978,1034,1102,364,497.5,1098,
174,0,174-0,COMOROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1.33,174-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,22,23,26,16,19,15,9,10.9,15.6,21.4,24.4,27.4,30.4,37.4,32.3,35.2,42.2,39.3,..,62.8,51.6,50.5,60.6,73.7,72.7,18.7,71.8,84.7,1/ 1995-2004: Banque centrale des Comores.
174,1.34,174-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,24,27,30,37,32,35,42,39,..,62,51,50,60,73,72,18,71,84,
174,1.35,174-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,0.4,0.4,0.4,0.4,0.3,0.2,0.2,0.3,..,0.8,0.6,0.5,0.6,0.7,0.7,0.7,0.8,0.7,
178,0,178-0,CONGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1.33,178-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,14.66914,11.0175935,..,..,13.5,12.4,22.6,25.6,30,23.1,..,..,31.4,37,85,39,47,68,52.4,56.9,46.9,42.9,..,..,34,6,..,..,
178,1.34,178-1.34,,,Travel,,,US$ Millions,,IMF,14,11,10,9,13,12,22,25,29,22,40,45,27,32,77,27,38,63,52,55,46,41,..,..,18,4,..,..,
178,1.35,178-1.35,,,Passenger transport,,,US$ Millions,,IMF,0.66914,0.0175935,..,..,0.5,0.4,0.6,0.6,1,1.1,..,..,4.4,5,8,12,9,5,0.4,1.9,0.9,1.9,..,..,16,2,..,..,
180,0,180-0,"CONGO, DEMOCRATIC REPUBLIC OF THE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,1.33,180-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
180,1.34,180-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,3.2,3.1,0.7,0.7,24,10.7,11.4,6.9,8.4,45.4,0.1,4.3,6,60.5,99.7,80.8,107.7,..,
180,1.35,180-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,0,184-0,COOK ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1.33,184-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,28,50,35,34,39,36,38,46,69,72,91,90,107,105,103,111,120,129,138,187,173,201.7,229.9,234.3,227.8,37,43,..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
184,1.34,184-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
184,1.35,184-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
188,0,188-0,COSTA RICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,1.33,188-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,763,797,860,1038,1256,1629,1480,1429,1573,1755,2008,2066,2454,2811,2216,2426,2646,2773,3171,3137,3408,3776,3758,4073,4339,1464,1834.3000000000002,3255.7000000000003,
188,1.34,188-1.34,,,Travel,,,US$ Millions,,IMF,681,710,742,914,1098,1454,1314,1298,1442,1628,1869,1908,2259,2561,2030,2246,2423,2529,2928,2996,3266,3648,3656,3769,3988,1328,1716.9,3137.3,
188,1.35,188-1.35,,,Passenger transport,,,US$ Millions,,IMF,82,87,118,124,158,175,166,131,131,127,139,158,195,250,186,180,223,244,243,141,142,128,102,304,351,136,117.4,118.4,
384,0,384-0,COTE D´IVOIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1.33,384-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,103,107,103,111,107,53,58,56,76,91,93,104,115,129,164,213,186,172.5,191,195,214,477,509,551,550,199.3,315,..,
384,1.34,384-1.34,,,Travel,,,US$ Millions,,IMF,89,93,90,98,100,49,53,51,69,82,83,93,103,116,151,201,180,172,181,184,158,379,397,443,448,166.1,253.7,..,
384,1.35,384-1.35,,,Passenger transport,,,US$ Millions,,IMF,14,14,13,13,7,4,5,5,7,9,10,11,12,13,13,12,6,0.5,10,11,56,98,112,108,102,33.2,61.3,..,
191,0,191-0,CROATIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,1.33,191-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,..,..,..,..,2595,..,..,..,..,..,..,..,..,..,..,..,..,..,8332,8929,8194,9213,10524,11344,11971,5551,10890.9,13628,"1/  The expenditure figures are those provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
191,1.34,191-1.34,,,Travel,,,US$ Millions,,IMF,1349,2014,2523.1,2733.4,2493,2750,3330,3807,5001,5686,6196,7073,8583,9631,7801,7225,8330,8683,8129,8713,8009,9026,10310,11123,11750,5488,10770,13436,
191,1.35,191-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,102,..,..,..,..,..,..,..,..,..,..,..,..,..,203,216,185,187,214,221,221,63,120.9,192,
192,0,192-0,CUBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1.33,192-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,1100,1333,1515,1759,1901,1948,1840,1769,1999,2114,2591,2414,2415,2535,2249,2396,2503,2614,2608,2546,2819,3069,3302,2783,2645,1152,417,1049.5,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
192,1.34,192-1.34,,,Travel,,,US$ Millions,1/,country,963,1171,1311,1556,1695,1737,1692,1633,1846,1915,2322,2127,2141,2258,2051,2187,2283,2326,2325,2367,2601,2907,3186,2703,2596,1137,404.1,1037,
192,1.35,192-1.35,,,Passenger transport,,,US$ Millions,1/,country,137,162,204,203,206,211,148,136,153,199,269,287,274,277,198,209,220,288,283,179,218,162,116,80,49,15,12.9,12.5,
535,0,535-0,CURAÇAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,1.33,535-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,175,186,201,261,260,227,271,217,223,224,244,277,329,383,378,438,540,676,778,820,712,644,572,604,706,282,553,995,1/ 1995-2006 source: Central Bank of the Netherlands Antilles.
535,1.34,535-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,327,378,361,385,453,543,583,635,607,573,551,593,703,281,550,988,
535,1.35,535-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,2,5,17,53,87,133,195,185,105,71,21,11,3,1,3,7,
196,0,196-0,CYPRUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,1.33,196-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,2018.04425,1904.7235,1850.36061,1918.30355,2115,2137,2203,2178,2325,2552,2644,2692.00764,3107,3232,2476,2137,2603,2603,2930,2924,2525.66425,2870,3274,3449,3251,734,2090,2835,
196,1.34,196-1.34,,,Travel,,,US$ Millions,,IMF,1798,1681,1659,1718,1911,1941,1993,1959,2097,2241,2318,2382,2685,2780,2199,2137,2603,2603,2930,2924,2524,2870,3274,3449,3251,734,2090,2835,
196,1.35,196-1.35,,,Passenger transport,,,US$ Millions,,IMF,220.04425,223.7235,191.36061,200.30355,204,196,210,219,228,311,326,310.00764000000004,422,452,277,..,..,..,..,..,1.66425,..,..,..,..,..,..,..,
203,0,203-0,CZECH REPUBLIC (CZECHIA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,1.33,203-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,3376,4069,4931,5772,6702,7803,9228,8164,8068,8930,8174,7792,7614,6766,7041,7695,8283,7967,3853,3358,5283,
203,1.34,203-1.34,,,Travel,,,US$ Millions,,IMF,2880,4079,3620,3894,3153,2973,3104,2964,3566,4187,4813,5884,6943,8214,7241,7172,8096,7456,7042,6822,6056,6308,6970,7446,7302,3595,3085,5028,
203,1.35,203-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,412,503,744,959,818,860,1014,923,896,834,718,750,792,710,733,725,837,665,258,273,255,
208,0,208-0,DENMARK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1.33,208-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1/ Source from 2005: VisitDenmark.
208,1.34,208-1.34,,,Travel,,,US$ Millions,1/,IMF,3691,3420,3156,3236,3698,3671,4003,4791,5271,5652,5293,5562,5978,6281,5617,5704,6366,6135,6490,7617,6685,7494,8508,9107,8650,3966,4473,8912,
208,1.35,208-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,0,262-0,DJIBOUTI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1.33,262-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
262,1.34,262-1.34,,,Travel,,,US$ Millions,,IMF,5.4,4.6,4.2,9.3,7.6,8.1,8.6,8.9,6.9,6.8,7.1,9.8,6.8,7.8,16,18,19.2,20.5,21.6,24.7,39.9,38.6,36.2,57,63.1,29.7,38.4,45.5,
262,1.35,262-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,0,212-0,DOMINICA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1.33,212-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
212,1.34,212-1.34,,,Travel,,,US$ Millions,,IMF,42,44,48,47,51,48,46,46,52,61,57,72,74,76,77,94,106,76,82,216,202,197,161,88,135,30,23,91,
212,1.35,212-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,0,214-0,DOMINICAN REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1.33,214-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
214,1.34,214-1.34,,,Travel,,,US$ Millions,,IMF,1571,1781,2099,2153,2483,2860,2798,2730,3128,3152,3518,3917,4064,4166,4049,4162,4391,4687,5055,5630,6116,6720,7184,7548,7472,2675,5697,8406,
214,1.35,214-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
218,0,218-0,ECUADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,1.33,218-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,315,330,335,330,377,451,438,449,408,464,488,492,626,745,674,786,849,1039,1251,1487,1557,1729,2018,2279,2193.7,704,1060,1802,
218,1.34,218-1.34,,,Travel,,,US$ Millions,,IMF,255,281,290,291,343,402,430,447,406,462,486,490,623,742,670,781,843,1033,1246,1482,1551,1723,2012,2272,2187.7,701,1055,1793,
218,1.35,218-1.35,,,Passenger transport,,,US$ Millions,,IMF,60,49,45,39,34,49,8,2,2,2,2,2,3,3,4,5,6,6,5,5,6,6,6,7,6,3,5,9,
818,0,818-0,EGYPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,1.33,818-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,2954,3583,4046,2942,4361,4657,4119,4133,4704,6328,7206,8133,10327,12104,11757,13633,9333,10823,6747,7979,6897,3306,8636,12704,14256,4874,9499,13624.5,
818,1.34,818-1.34,,,Travel,,,US$ Millions,,IMF,2684,3204,3727,2565,3903,4345,3800,3764,4584,6125,6851,7591,9303,10985,10755,12528,8707,9940,6047,7208,6065,2645,7775,11615,13030,4398,8895,12245,
818,1.35,818-1.35,,,Passenger transport,,,US$ Millions,,IMF,270,379,319,377,458,312,319,369,120,203,355,542,1024,1119,1002,1105,626,883,700,771,832,661,861,1089,1226,476,604,1379.5,
222,0,222-0,EL SALVADOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,1.33,222-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,152,155,..,..,408,437,452,521,664,748,656,686,793,711,549,646,729,900,1054,1285,1203,1161,1227,1370,1664,755,1225,2235,
222,1.34,222-1.34,,,Travel,,,US$ Millions,,IMF,85,86,149,206,222,217,201,245,382,453,361,382,482,425,319,390,415,558,621,821,817,829,873,1014,1306,636,993,1864,
222,1.35,222-1.35,,,Passenger transport,,,US$ Millions,,IMF,67,69,..,..,186,220,251,276,282,295,295,304,311,286,230,256,314,342,433,464,386,332,354,356,358,119,232,371,
226,0,226-0,EQUATORIAL GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1.33,226-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,CB,1,4,5,0.4,10,5,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,"1/ Source: ""Banque des États de l'Afrique Centrale (B.E.A.C.)""."
226,1.34,226-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
