INDEX,Unnamed: 1,Unnamed: 2,1. INBOUND TOURISM: Tourism expenditure in the country,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
500,1.34,500-1.34,,,Travel,,,US$ Millions,,IMF,17,8,5,6,8,9,8,9,7,9,9,7.7,7.4,7,6.1,5.9,5.2,7,7.6,8.6,9,8.6,9.4,12.4,11.8,5.1,1.6,4.7,
500,1.35,500-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,0.6,1.5,1,0.7,0.8,0.3,0.3,0.4,
504,0,504-0,MOROCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,1.33,504-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,1469,1857,1649,1934,2177,2280,2966,3157,3802,4540,5426,6900,8307,8885,7980,8176,9101,8491,8201,9070,7765,7922,9086,9520,9949,4514,4670,10415,
504,1.34,504-1.34,,,Travel,,,US$ Millions,,IMF,1296,1675,1446,1744,1949,2039,2583,2646,3221,3922,4610,5984,7181,7221,6626,6702,7321,6697,6851,7384,6260,6557,7494,7774,8187,3848,3840,9063,
504,1.35,504-1.35,,,Passenger transport,,,US$ Millions,,IMF,173,182,203,190,228,241,383,511,581,618,816,916,1126,1664,1354,1474,1780,1794,1350,1686,1505,1365,1592,1746,1762,666,830,1352,
508,0,508-0,MOZAMBIQUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1.33,508-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,65,106,96,138,145,182,213,217,135,171,224,228,225,202,114,164,331,324,113,188,290,
508,1.34,508-1.34,,,Travel,,,US$ Millions,,IMF,..,49,61,61,61,74,64,63,98,95,130,140,163,190,196,108,138,189,199,207,193,108,151,242,252,90,127,200,
508,1.35,508-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,2,8,1,8,5,19,23,21,27,33,35,29,18,9,6,13,89,72,23,61,90,
104,0,104-0,MYANMAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1.33,104-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,169,215,183,196,222,195,132,136,70,97,83,59,97,80,75,91,334,550,964,1687,2199,2289,1988,1670,2501,..,..,..,
104,1.34,104-1.34,,,Travel,,,US$ Millions,,IMF,151,181,155,171,189,162,109,120,56,84,67,46,85,68,56,72,325,539,959,1613,2120,2197,1969,1652,2483,..,..,..,
104,1.35,104-1.35,,,Passenger transport,,,US$ Millions,,IMF,18,34,28,25,33,33,23,16,14,13,16,13,12,12,19,19,9,11,5,74,79,92,19,18,18,..,..,..,
516,0,516-0,NAMIBIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,1.33,516-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,145,250,244,383,426,362,474,541,485,507,471,516,416,357,552,540,295,449,488,451,131,135,294,
516,1.34,516-1.34,,,Travel,,,US$ Millions,,IMF,278,293,333,288,238,112,222,211,333,405,348,382,433,383,395,320,264,293,244,452,465,224,341,380,349,118,129,277,
516,1.35,516-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,33,28,33,50,21,14,92,108,102,112,151,252,123,113,100,75,71,108,108,102,13,6,17,
520,0,520-0,NAURU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,1.33,520-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
520,1.34,520-1.34,,,Travel,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,0.6,0.5,0.6,1,1,1.5,6.8,1.7,3.4,3.9,1.6,..,..,..,..,
520,1.35,520-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
524,0,524-0,NEPAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,1.33,524-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,232,237,201,248,229,219,191,134,232,260,160,157,234,353,439,378,415,379,460,511,509,498,712,740,801,238,176,432.6,
524,1.34,524-1.34,,,Travel,,,US$ Millions,,IMF,177,161,146,189,173,158,144,103,199,230,131,128,200,335,413,344,383,351,436,487,483,446,629,644,705,197,142,377.8,
524,1.35,524-1.35,,,Passenger transport,,,US$ Millions,,IMF,55,76,55,59,56,61,47,31,33,30,29,29,34,18,26,34,32,28,24,24,26,52,83,96,96,41,34,54.8,
528,0,528-0,NETHERLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,1.33,528-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,IMF,10611,11497,11750,11923,12451,11285,11147,11745,14603,16495,..,..,..,..,..,..,..,17675,19429,19669,17558,19421.8,21630,23924.899999999998,22114.100000000002,10708.1,10456.6,18583.1,"1/ From 2012 source: Central Bank ""De Nederlandsche Bank""."
528,1.34,528-1.34,,,Travel,,,US$ Millions,1/,IMF,6578,6568,6299,6796,6977,7197,6708,7710,9163,10308,8770,9273,11313,12874,12063,11653,12897,12295,13733,14684,13171,14263.6,16117.2,17781.6,18575.4,9658.4,9427.6,16037.9,
528,1.35,528-1.35,,,Passenger transport,,,US$ Millions,1/,IMF,4033,4929,5451,5127,5474,4088,4439,4035,5440,6187,..,..,..,..,..,..,..,5380,5696,4985,4387,5158.2,5512.8,6143.3,3538.7,1049.7,1029,2545.2,
540,0,540-0,NEW CALEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,1.33,540-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,267,236,226,285,288,287,287,246,248,..,..,..,..,..,..,1/ 1995-2001: country data.
540,1.34,540-1.34,,,Travel,,,US$ Millions,1/,IMF,108,114,117,110,112,111,94,156,196,241,149,122,142,152,141,129,166,165,168,187,158,159,..,..,..,..,..,..,
540,1.35,540-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,115,95,97,119,123,119,100,88,89,..,..,..,..,..,..,
554,0,554-0,NEW ZEALAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,1.33,554-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
554,1.34,554-1.34,,,Travel,,,US$ Millions,,IMF,2318,2553,2211,1857,2234,2272,2340,3159,4232,5098,6486,6148,7190,6961,5979,6523,7295,7142,7434,8582,9464,9773,10594,10961,10580,5686,2875,4096,
554,1.35,554-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
558,0,558-0,NICARAGUA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1.33,558-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,51,55,82,103,128,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
558,1.34,558-1.34,,,Travel,,,US$ Millions,,IMF,50,54,80,100,125,129,135,135,160,192,206,249,277,303,336,314,391,421,417,446,528,642,841,544,515,199,184,596,
558,1.35,558-1.35,,,Passenger transport,,,US$ Millions,,IMF,1,1,2,3,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
562,0,562-0,NIGER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1.33,562-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,25.6,28.6,27,25.1,23.1,30.1,20.2,27.5,32.3,43.9,39,44,86,69,105.5,54,51,59,100,80,84,91,114,130,97,143,..,
562,1.34,562-1.34,,,Travel,,,US$ Millions,,IMF,7,25,28,27,25,23,30,20,27,31,43,36,41,79,66,105,51,50,58,90,74,77,83,98,116,85,120,..,
562,1.35,562-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,0.6,0.6,..,0.1,0.1,0.1,0.2,0.5,1.3,0.9,3,3,7,3,0.5,3,1,1,10,6,7,8,16,14,12,23,..,
566,0,566-0,NIGERIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1.33,566-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,47,58,83,81,99,186,168,256,58,49,139,209,337,958,791,736,688,638,616,605,461,1088,2615,1977,1471,321,265,1142,
566,1.34,566-1.34,,,Travel,,,US$ Millions,,IMF,17,35,55,47,54,101,91,139,30,21,54,184,213,569,602,569,623,555,538,543,404,1070,2549,1962,1449,313,256,1127,
566,1.35,566-1.35,,,Passenger transport,,,US$ Millions,,IMF,30,23,28,34,45,85,77,117,28,28,85,25,124,389,189,167,65,83,78,62,57,18,66,15,22,8,9,15,
570,0,570-0,NIUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,1.33,570-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,2,1,2,1.1,..,..,..,..,1.3,1,1.2,1.1,1.6,2,1.7,2.2,..,..,..,..,..,..,..,..,..,..,..,..,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.
2/ Source: South Pacific Tourism Organisation - Regional Tourism Resource Centre."
570,1.34,570-1.34,,,Travel,,,US$ Millions,2/,country,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,8.3,..,..,..,..,..,
570,1.35,570-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
807,0,807-0,NORTH MACEDONIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,1.33,807-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,35,29,30,80,88,49,55,86,103,116,156,219,262,232,199,242,237,270,298,268,283,331,387,401,253,387,483,
807,1.34,807-1.34,,,Travel,,,US$ Millions,,IMF,19,21,14,17,40,38,26,39,57,72,89,129,186,228,218,197,240,234,267,295,265,280,327,382,396,252,385,480,
807,1.35,807-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,14,15,13,40,50,23,16,29,31,27,27,33,34,14,2,2,3,3,3,3,3,4,5,5,1,2,3,
580,0,580-0,NORTHERN MARIANA ISLANDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,1.33,580-1.33,,Tourism expenditure in the country,,,,US$ Millions,,country,655,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
580,1.34,580-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
580,1.35,580-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
578,0,578-0,NORWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,1.33,578-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,2730,2770,2570,2545,2750,2521,2380,2581,2989,3531,4243,4289,5322,5702,4949,5299,6565,6784,7175,7503,6370,6285,6565,7280,7390,2172,2401,6445,
578,1.34,578-1.34,,,Travel,,,US$ Millions,,IMF,2238,2256,2135,2116,2277,2050,1958,2179,2500,2980,3494,3791,4503,4853,4199,4692,5329,5436,5627,5579,4864,5226,5601,5928,5900,1830,1923,5421,
578,1.35,578-1.35,,,Passenger transport,,,US$ Millions,,IMF,492,514,435,429,473,471,422,402,489,551,749,498,819,849,750,607,1236,1348,1548,1924,1506,1059,964,1352,1490,342,478,1024,
512,0,512-0,OMAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,1.33,512-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,338,350,377,538,539,546,601,627,749,905,1105,1092,1072,1515,1723,1888,1971,2247,2324,2717,2975,3193,722,511,..,
512,1.34,512-1.34,,,Travel,,,US$ Millions,,IMF,..,193,192,206,206,221,385,393,385,411,429,544,648,796,689,783,995,1096,1295,1375,1540,1617,1747,1758,1811,455,362,..,
512,1.35,512-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,132,144,156,153,146,161,190,198,205,257,309,403,289,520,627,593,596,707,707,970,1217,1382,267,149,..,
586,0,586-0,PAKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,1.33,586-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,582,590,618,556,492,551,533,562,620,765,828,919,912,986,950,998,1127,1014,938,971,915,790,865,845,992,765,884,1182,
586,1.34,586-1.34,,,Travel,,,US$ Millions,,IMF,110,105,103,87,74,81,88,97,122,179,182,255,276,316,272,305,373,339,288,282,317,322,352,390,494,439,559,739,
586,1.35,586-1.35,,,Passenger transport,,,US$ Millions,,IMF,472,485,515,469,418,470,445,465,498,586,646,664,636,670,678,693,754,675,650,689,598,468,513,455,498,326,325,443,
585,0,585-0,PALAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,1.33,585-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/ 2/,IMF,..,..,..,..,..,..,..,..,..,..,63,60,68,78,76,76,94,109,117,131,156,..,..,..,..,..,..,..,"1/ 1998-2004: country data.
2/ Fiscal years ending September 30."
585,1.34,585-1.34,,,Travel,,,US$ Millions,1/ 2/ ,IMF,..,..,..,58,54,45,41,40,41,49,60,57,65,74,73,73,91,105,113,127,149,121,106,96,83,41,4,15,
585,1.35,585-1.35,,,Passenger transport,,,US$ Millions,1/ 2/,IMF,..,..,..,..,..,..,..,..,..,..,3,3,3,4,3,3,3,4,4,4,7,..,..,..,..,..,..,..,
591,0,591-0,PANAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,1.33,591-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,372,432,471,492,506,628,665,710,804,903,1108,1425,1806,2208,2280,2621,3630,4585,5419,5749,5754,6283,6827,7139,7051,1853,3611,7388,
591,1.34,591-1.34,,,Travel,,,US$ Millions,,IMF,309,360,377,382,396,458,477,513,585,651,780,960,1185,1408,1484,1745,2519,3064,3533,3729,3948,4234,4422,4617,4520,1129,2309,4723,
591,1.35,591-1.35,,,Passenger transport,,,US$ Millions,,IMF,63,72,94,110,110,170,188,197,219,252,328,465,621,800,796,876,1111,1521,1886,2020,1806,2049,2405,2522,2531,724,1302,2665,
598,0,598-0,PAPUA NEW GUINEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,1.33,598-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,4.9,7.1,7,4.6,7.2,4.2,..,2.4,6,2.36,3.8000000000000003,2.8000000000000003,1.8,1.6,15.260000000000002,4.17,4.7,1.5,2,..,
598,1.34,598-1.34,,,Travel,,,US$ Millions,,IMF,25,14,8,15,6,7,5,3,4,5.8,3.6,4.3,5,2.7,2.1,2.3,5.8,2.3,3.7,2.7,1.7,0.8,1.96,3.4,3.9,0.7,1.85,..,
598,1.35,598-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,0.9,1.3,3.4,0.3,2.2,1.5,..,0.1,0.2,0.06,0.1,0.1,0.1,0.8,13.3,0.77,0.8,0.8,0.15,..,
600,0,600-0,PARAGUAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,1.33,600-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,162,159,145,128,95,88,91,76,81,87,96,112,121,392,392,434,472,522,539,573,959,1039,1250,959,983,212,102,475,
600,1.34,600-1.34,,,Travel,,,US$ Millions,,IMF,137,140,128,111,81,73,69,62,64,70,78,92,102,373,372,408,452,496,513,547,929,1009,1220,929,953,201,84,454,
600,1.35,600-1.35,,,Passenger transport,,,US$ Millions,,IMF,25,19,17,17,14,15,22,14,17,17,18,20,19,19,20,26,20,26,26,26,30,30,30,30,30,11,18,21,
604,0,604-0,PERU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,1.33,604-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,521,773,911,947,911,861,763,836,1023,1232,1438,1775,2007,2396,2440,2475,2814,3074,3916,3907,4140,4288,4439,4505,4703,1002,1043,2937.9,
604,1.34,604-1.34,,,Travel,,,US$ Millions,,IMF,428,670,816,845,890,837,733,787,963,1142,1308,1570,1723,1991,2014,2008,2262,2443,3000,3077,3309,3486,3576,3557,3738,776,688,2136.9,
604,1.35,604-1.35,,,Passenger transport,,,US$ Millions,,IMF,93,103,95,102,21,24,30,49,60,90,130,205,284,405,426,467,552,631,916,830,831,802,863,948,965,226,355,801,
608,0,608-0,PHILIPPINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,1.33,608-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,1141,1551,2347,1431,2652,2334,2011,2018,1821,2390,2863,4051,5523,3293,2916,3441,4053,4963,5599,6059,6414,6289,8349,9715,11455,2499,953,5239,
608,1.34,608-1.34,,,Travel,,,US$ Millions,,IMF,1136,1546,2341,1418,2578,2156,1742,1761,1544,2017,2287,3542,4961,2563,2370,2645,3198,4061,4690,5030,5272,5143,6988,8240,9781,1791,600,4174,
608,1.35,608-1.35,,,Passenger transport,,,US$ Millions,,IMF,5,5,6,13,74,178,269,257,277,373,576,509,562,730,546,796,855,902,909,1029,1142,1146,1361,1475,1674,708,353,1065,
616,0,616-0,POLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,1.33,616-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,6927,8764,9053,8321,6498,6128,5121,4971,4733,6521,7161,8153,11729,12897,9888,9875,11471,11704,12242,12691,11164,11922,14080,15699,16011,8843,10142,16419,
616,1.34,616-1.34,,,Travel,,,US$ Millions,,IMF,6614,8444,8679,7946,6100,5677,4646,4314,4069,5855,6304,7270,10641,11826,9056,9414,10554,10801,11154,11614,10283,10847,12769,13992,14003,8239,9087,14408,
616,1.35,616-1.35,,,Passenger transport,,,US$ Millions,,IMF,313,320,374,375,398,451,475,657,664,666,857,883,1088,1071,832,461,917,903,1088,1077,881,1075,1311,1707,2008,604,1055,2011,
620,0,620-0,PORTUGAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,1.33,620-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,5646,5572,5415,6390,6047,6029,6264,6643,7687,8902,9038,10487,12945,14081,12357,12984,14911,14578,16080,17577,16007,17347,21586,24365,24592,10533,13823,26309,
620,1.34,620-1.34,,,Travel,,,US$ Millions,,IMF,4831,4791,4614,5470,5259,5244,5469,5803,6627,7678,7674,8420,10173,10985,9701,10004,11384,10997,12149,13651,12875,14217,17751,20057,20444,8838,11818,21971,
620,1.35,620-1.35,,,Passenger transport,,,US$ Millions,,IMF,815,781,801,920,788,785,795,840,1060,1224,1364,2067,2772,3096,2656,2980,3527,3581,3931,3926,3132,3130,3835,4308,4148,1695,2005,4338,
630,0,630-0,PUERTO RICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,1.33,630-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3903.6,3339.8,3636.7,2939.4,2802.9,3335.1,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data.
Data: Fiscal years (July-June)."
630,1.34,630-1.34,,,Travel,,,US$ Millions,,country,1828,1898,2046,2233,2139,2388,2728,2486,2677,3024,3239,3369,3414,3535,3176,3211,3143,3193,3311,3439,3825,3974,3868,3303,3612,2921,2787,3330.1,
630,1.35,630-1.35,,,Passenger transport,,,US$ Millions,,country,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.6,36.8,24.7,18.4,15.9,5,
634,0,634-0,QATAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,1.33,634-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4463,7220,8452,10576,12131,12593,15757,15239,15647,14318,14830,25046,1/ Source 1999-2006: Qatar Central Bank.
634,1.34,634-1.34,,,Travel,,,US$ Millions,1/,IMF,..,..,..,..,122,128,272,285,369,498,760,874,..,..,..,..,1170,2857,3456,4591,5035,5411,5971,5565,5442,3563,4263,7262,
634,1.35,634-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3293,4363,4996,5985,7096,7182,9786,9674,10205,10755,10567,17784,
638,0,638-0,REUNION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,1.33,638-1.33,,Tourism expenditure in the country,,,,US$ Millions,1/,country,216,258,252,304,301,296,281,284,351,390,384,282,401,450,427,389,479,404,403,387,339,360,402,511,459,181,227,439,"1/ The expenditure figures are those provided by the country to UNWTO, which do not appear in the International Monetary Fund data."
638,1.34,638-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
638,1.35,638-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
642,0,642-0,ROMANIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1.33,642-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,689,670,603,351,306,394,419,400,523,607,1324,1675,2073,2626,1688,1631,2016,1904,2307,2388,2229,2474,3553,3879,4240,1619,3525,5036,
642,1.34,642-1.34,,,Travel,,,US$ Millions,,IMF,590,529,526,260,252,359,362,335,449,503,1051,1307,1610,1992,1230,1136,1419,1466,1849,1987,1841,2032,3079,3388,3572,1441,3275,4671,
642,1.35,642-1.35,,,Passenger transport,,,US$ Millions,,IMF,99,141,77,91,54,35,57,65,74,104,273,368,463,634,458,495,597,438,458,401,388,442,474,491,668,178,250,365,
643,0,643-0,RUSSIAN FEDERATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1.33,643-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,4726,5278,5879,7262,7805,9720,12426,15821,12369,13239,16961,17876,20198,19451,13186,12822,14938,18735,17288,6029,6330,6819,
643,1.34,643-1.34,,,Travel,,,US$ Millions,,IMF,4312,7102,7164,6508,3723,3429,3572,4040,4502,5530,5870,7628,9447,11842,9366,8830,11328,10759,11988,11759,8420,7787,8945,11591,10961,3909,3986,5543,
643,1.35,643-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,1154,1238,1377,1732,1935,2092,2979,3979,3003,4409,5633,7117,8210,7692,4766,5035,5993,7144,6327,2120,2344,1276,
646,0,646-0,RWANDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,1.33,646-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,4,6,19,20,21,27,29,..,..,..,67,148,177,224,223,224,298,337,364,376,427,443,496,547,635.9,212,284,618,
646,1.34,646-1.34,,,Travel,,,US$ Millions,,IMF,2,4,17,19,17,23,25,31,30,44,49,132,152,186,174,202,252,282,294,304,338,363,381,392,458,120,150,400,
646,1.35,646-1.35,,,Passenger transport,,,US$ Millions,,IMF,2,2,2,1,4,4,4,..,..,..,18,16,25,38,49,22,46,55,70,72,89,80,115,155,177.9,92,134,218,
461,0,461-0,SABA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,1.33,461-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
461,1.34,461-1.34,,,Travel,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
461,1.35,461-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
659,0,659-0,SAINT KITTS AND NEVIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1.33,659-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
659,1.34,659-1.34,,,Travel,,,US$ Millions,,IMF,63,68,72,71,69,58,62,57,75,103,121,132,125,110,83,90,94,95,101,343,317,332,352,366,362,107,153,302,
659,1.35,659-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
662,0,662-0,SAINT LUCIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1.33,662-1.33,,Tourism expenditure in the country,,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
662,1.34,662-1.34,,,Travel,,,US$ Millions,,IMF,230,237,253,283,263,281,233,210,282,326,382,294,302,311,296,309,321,337,354,778,810,776,875,963,1064,340,569,1080,
662,1.35,662-1.35,,,Passenger transport,,,US$ Millions,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
670,0,670-0,SAINT VINCENT AND THE GRENADINES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,1.33,670-1.33,,Tourism expenditure in the country,,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,178.5,211.1,221.3,215.4,244,246,90,62,171,
670,1.34,670-1.34,,,Travel,,,US$ Millions,,IMF,53,64,71,73,85,82,89,91,91,96,104,113,110,96,88,86,92,94,92,175,207,216,210,239,242,88,60,166,
670,1.35,670-1.35,,,Passenger transport,,,US$ Millions,,IMF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5,4.1,5.3,5.4,5,4,2,2,5,
