INDEX,Unnamed: 1,Unnamed: 2,5. EMPLOYMENT: Number of employees by tourism industries,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.,S.,C. & S.,Basic data and indicators,,,,,Units,Notes,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,
710,5.5,710-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,179.418,192.807,191.233,215,194.3,202.7,222.4,244,239.5,233,209.2,195.6,187,222.8,287.2,171.3,..,..,
710,5.6,710-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,22.869,15.572,16.58,20.2,21.8,22.2,19.2,17.8,24.7,30.1,29.1,30.8,31,31.3,32.5,24,..,..,
710,5.7,710-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,123.807,141.024,147.432,155.1,128.7,121.9,132.3,144,174.9,186.3,151.2,154.2,136.2,146.6,197.6,89.4,..,..,
728,0,728-0,SOUTH SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,5.1,728-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
728,5.2,728-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
728,5.3,728-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
728,5.4,728-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
728,5.5,728-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
728,5.6,728-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
728,5.7,728-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
724,0,724-0,SPAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,5.1,724-5.1,,,Total,,,Thousands,,..,1574.672,1637.284,1686.047,1772.532,1918.364,1955.984,2074.915,2162.785,2237.236,2345.5159999999996,2498.209,2575.765,2623.36,2158.4999999999995,2152.044,2160.902,2077.025,2083.544,2203.044,2322.3,2447.8,2510.8,2604.7999999999997,2673.5200000000004,2333.7000000000003,2367.5,2633.750525,
724,5.2,724-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,162.02,170.01,177.382,195.54,210.712,216.686,232.272,248.709,267.023,283.073,285.268,307.148,294.5,284,294.438,320.012,282.136,276.159,281.373,303.2,354.7,354.7,361.4,360.134,276.2,271.6,368.05187250000006,
724,5.3,724-5.3,,,,Other accommodation services,,Thousands,,..,26.088,28.461,23.433,23.388,22.797,24.445,29.208,32.182,30.276,30.592,27.002,29.742,34.4,37.8,31.124,40.739,38.287,37.03,40.368,41.1,41.3,47.8,47.8,47.67,42.461,46.2,49.446709999999996,
724,5.4,724-5.4,,,,Food and beverage serving activities,,Thousands,,..,601.512,625.034,651.808,704.272,770.072,782.33,840.656,855.983,903.218,977.466,1090.426,1113.634,1123.66,1101.5,1057.623,1040.288,1016.518,1019.399,1082.036,1160.8,1208.2,1234.6,1298.5,1307.576,1113.39,1144.2,1222.8668299999963,
724,5.5,724-5.5,,,,Passenger transportation,,Thousands,,..,511.392,533.924,540.67,557.653,584.257,582.766,618.639,650.314,643.369,630.752,660.688,672.514,688.6,277.4,280.767,273.173,257.89,257.342,267.55,264.9,269,278.9,281.3,317.596,288.436,265.4,281.95193249999966,
724,5.6,724-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,28.082,27.2,35.395,34.994,38.064,48.438,49.054,48.399,47.335,60.95,61.372,71.96,61.9,57.1,55.692,53.719,54.354,55.724,62.144,74.7,65.1,65.5,78.7,70.119,63.124,66.3,69.31019999999997,
724,5.7,724-5.7,,,,Other tourism industries,,Thousands,,..,245.578,252.655,257.359,256.685,292.462,301.319,305.086,327.198,346.015,362.683,373.453,380.767,420.3,400.7,432.4,432.971,427.84,437.89,469.573,477.6,509.5,529.3,537.1,570.425,550.089,573.8,642.122980000004,
144,0,144-0,SRI LANKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Hotels and restaurants.
144,5.1,144-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,51.306000000000004,52.071,55.022999999999996,57.786,67.80000000000001,112.50000000000001,129.79000000000002,135.93,146.11499999999998,156.369,169.00300000000001,173.59199999999998,175.99,177.5,190.5,
144,5.2,144-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,1/,..,..,..,..,..,..,..,..,..,..,..,..,..,31.626,31.891,33.132,39.901,47.7,90.4,105.001,109.567,118.258,127.475,136.782,139.754,141.668,143.2,157.2,
144,5.3,144-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
144,5.4,144-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1,
144,5.5,144-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,5.251,5.245,5.53,5.655,5.7,5.9,5.936,6.369,7.154,7.521,8.267,8.629,8.752,8.5,13.3,
144,5.6,144-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,6.725,7.134,7.961,4.236,6.4,7,9.092,9.483,9.734,9.949,11.256,11.759,11.926,11.9,9.9,
144,5.7,144-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,7.704,7.801,8.4,7.994,8,9.2,9.761,10.511,10.969,11.424,12.698,13.45,13.644,13.9,..,
275,0,275-0,STATE OF PALESTINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Note: the data on hotel activity represent the responded hotels in the West Bank only.
275,5.1,275-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,10.600000000000001,..,15.6,16.061999999999998,15.985000000000001,23.1,21.2,26.5,21.700000000000003,28.599999999999998,34,34.9,41.599999999999994,36.300000000000004,40.8,..,
275,5.2,275-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,1.3,..,1.5,1.974,2.7,3.1,2.9,3.3,3,2.5,3,3,2.9,3.5,4.1,..,
275,5.3,275-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
275,5.4,275-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,6.4,..,8.3,8.049,8.777,13.5,13.6,16.3,14.1,18.7,20.8,20.9,26.2,22.6,27.3,..,
275,5.5,275-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.9,0.9,0.6,0.3,0.4,0.5,1.3,1.2,1.3,0.8,5,4.9,..,
275,5.6,275-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,0.7,..,0.7,0.511,0.807,0.8,0.9,0.8,0.8,0.9,1.1,1.1,1.5,1.2,0.9,..,
275,5.7,275-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,2.2,..,5.1,4.628,2.801,5.1,3.5,5.7,3.3,5.2,7.9,8.6,10.2,4,3.6,..,
736,0,736-0,SUDAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,5.1,736-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
736,5.2,736-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
736,5.3,736-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
736,5.4,736-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
736,5.5,736-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
736,5.6,736-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
736,5.7,736-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
740,0,740-0,SURINAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,5.1,740-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
740,5.2,740-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
740,5.3,740-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
740,5.4,740-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
740,5.5,740-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
740,5.6,740-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
740,5.7,740-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
752,0,752-0,SWEDEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,1/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Tourism Satellite Account (TSA) data.
752,5.1,752-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,136,138.4,284.4,287,284.49999999999994,244.40000000000003,237.49999999999997,..,
752,5.2,752-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,31.5,33.3,48.8,50,50.4,37.6,36.1,..,
752,5.3,752-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
752,5.4,752-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.1,23.3,141.9,141.9,139.7,124.7,119.6,..,
752,5.5,752-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.6,14.7,45.4,46,44.8,38.5,39.1,..,
752,5.6,752-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.5,9.7,11.1,10.9,10.7,8.9,9.1,..,
752,5.7,752-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.3,57.4,37.2,38.2,38.9,34.7,33.6,..,
756,0,756-0,SWITZERLAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/ Full-time equivalent jobs.
756,5.1,756-5.1,,,Total,,,Thousands,1/,..,..,..,..,..,..,151.13881973415963,150.09619947317236,149.0780593233658,149.60470514982626,150.05148441116268,152.2188804944081,156.01406530092436,158.6994561155688,158.00756744544395,159.94576959531614,153.7952971160246,157.21998376362052,163.45619475489517,166.6851375805205,165.12271979149187,166.4462625513488,169.33443308527777,174.5143093606444,174.21954507945318,150.12039726871967,158.09166808275396,..,
756,5.2,756-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,33.51265674994912,32.38055136240925,30.990654407824444,30.82571730885482,30.567783591728833,30.68589956758432,31.911595827981603,31.212940583167402,30.08831350010275,31.854634460727357,29.827159602337918,29.928696199468426,31.097195952137206,32.094595267331165,31.431903709461817,31.723943366091365,32.06345929922914,32.96249425250128,32.1851582320138,27.071707846290504,27.0323677637345,..,
756,5.3,756-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,2.98269476631202,2.9298738784300733,2.8448042158520987,2.8190758338625255,2.771874413477857,2.887118691080036,3.0450608342089835,3.2310175694311996,3.194615066089121,3.2145753934242682,3.14379,3.23376,3.3026400000000002,3.3998600000000003,3.3912300000000006,3.34519,3.30645,3.44644,3.56194,3.47703,3.4391732544631988,..,
756,5.4,756-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,41.558779992253,41.27752516372477,41.1756290491562,41.32500444039416,41.600659341954184,42.09258860864148,42.58055892522157,43.02069370820728,43.0220502657779,42.293805702795,36.483794832070735,38.45422485385926,41.60564927868215,42.519258022712805,41.79228426360387,42.78252262334322,43.81499581232011,46.38433311784723,45.060868133752294,30.859805816480982,39.14683877290731,..,
756,5.5,756-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,26.548750896690503,26.75694349028942,26.566864791632252,25.974543362068054,25.624518834092125,25.80783241604298,26.6084356722671,27.783555498370873,28.00744267123408,28.639110201685124,30.073249152061713,30.587281881125527,31.58580224959088,32.02134575526303,31.785060323505,32.20141144674058,32.721616421775806,33.507234538856586,34.6894248178547,33.83251747684617,33.32437380504258,..,
756,5.6,756-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,10.014930580685636,10.239421414655776,10.559628159366431,11.016154069698768,11.375824443490393,11.917977155250659,12.6106197957748,13.450183829101766,13.601965067446875,13.494002834005567,13.44709,13.42065,13.43537,13.540899999999999,13.21023,12.99781,13.53287,13.55506,13.43518,10.66658,10.433422025173995,..,
756,5.7,756-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,36.52100674826935,36.511884163663076,36.94047869953439,37.64421013494793,38.110823786419296,38.82746405580865,39.2577942454703,40.00106492729029,40.09318087479321,40.449641002678824,40.820213529554245,41.5953708291673,42.42953727448492,43.109178535213495,43.51201149492119,43.39538511517364,43.89504155195271,44.658747451439325,45.286973895832396,44.212756129102026,44.71549246143236,..,
760,0,760-0,SYRIAN ARAB REPUBLIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,5.1,760-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
760,5.2,760-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
760,5.3,760-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
760,5.4,760-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
760,5.5,760-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
760,5.6,760-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
760,5.7,760-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
158,0,158-0,TAIWAN PROVINCE OF CHINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,5.1,158-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,136.29999999999998,145,154.70000000000002,160.50000000000003,171.7,185.20000000000002,197.1,100.7,101.6,105.2,102.9,100.1,101.7,
158,5.2,158-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,63.1,65.4,68,70.2,75.7,84.7,93.1,..,..,..,..,..,..,
158,5.3,158-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
158,5.4,158-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
158,5.5,158-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
158,5.6,158-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.1,75.5,82.8,86.4,91.3,95.9,99.4,100.7,101.6,105.2,102.9,100.1,101.7,
158,5.7,158-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.1,4.1,3.9,3.9,4.7,4.6,4.6,..,..,..,..,..,..,
762,0,762-0,TAJIKISTAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,5.1,762-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.6,19.4,..,20.8,21.4,22.099999999999998,23.899999999999995,..,..,..,..,
762,5.2,762-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,1.5,..,1.6,1.7,1.7,3.7,..,..,..,..,
762,5.3,762-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,0.3,..,1,1,1.1,0.7,..,..,..,..,
762,5.4,762-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,16.5,..,16.7,17,17.2,17.4,..,..,..,..,
762,5.5,762-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.2,0.5,..,0.7,0.7,0.8,0.9,..,..,..,..,
762,5.6,762-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.3,0.4,..,0.5,0.7,0.9,0.9,..,..,..,..,
762,5.7,762-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.1,0.2,..,0.3,0.3,0.4,0.3,..,..,..,..,
834,0,834-0,"TANZANIA, UNITED REPUBLIC OF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,5.1,834-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
834,5.2,834-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
834,5.3,834-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
834,5.4,834-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
834,5.5,834-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
834,5.6,834-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
834,5.7,834-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
764,0,764-0,THAILAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,5.1,764-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4069.3999999999996,4089.5,4168.099999999999,4257.7,..,..,..,..,..,..,
764,5.2,764-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,494.6,503.9,516.1,532.6,..,..,..,..,..,..,
764,5.3,764-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
764,5.4,764-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2083.3,2100.9,2129.4,2198.3,..,..,..,..,..,..,
764,5.5,764-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,695.8,700.4,716.7,718.8,..,..,..,..,..,..,
764,5.6,764-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.2,64.5,70,70.8,..,..,..,..,..,..,
764,5.7,764-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,727.5,719.8,735.9,737.2,..,..,..,..,..,..,
626,0,626-0,TIMOR-LESTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,5.1,626-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
626,5.2,626-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
626,5.3,626-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
626,5.4,626-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
626,5.5,626-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
626,5.6,626-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
626,5.7,626-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
768,0,768-0,TOGO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Number of employees by tourism industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,5.1,768-5.1,,,Total,,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
768,5.2,768-5.2,,,,Accommodation services for visitors (hotels and similar establishments),,Thousands,,1.575,0.844,1.115,1.288,1.462,1.354,1.365,1.603,1.646,1.385,1.437,1.577,1.581,1.5,1.6,1.8,4.3,4.3,4.3,4.3,4.3,4,12,12,12,..,..,..,
768,5.3,768-5.3,,,,Other accommodation services,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
768,5.4,768-5.4,,,,Food and beverage serving activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
768,5.5,768-5.5,,,,Passenger transportation,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
768,5.6,768-5.6,,,,Travel agencies and other reservation services activities,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
768,5.7,768-5.7,,,,Other tourism industries,,Thousands,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,
776,0,776-0,TONGA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
